Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Mel_1	CPM_Mel_2	CPM_Mel_3	CPM_Mel_4	CPM_Mel_5	CPM_Mel_6	CPM_Mel_7	CPM_Mel_8	CPM_Mel_9	CPM_Mel_10
ENSMUSG00000079083.4	Jrkl	0.887974205584816	0.8497097553149396	28.328575822035333	7.136843285636234e-5	0.3914284416013148	0.8122005150325297	1.5655323859674741	1.2801743489697672	1.0111352242837721	0.9788030214033561	2.014058584243196	2.738600999215632	2.4893275591591433	1.9825010261549778	2.123372884705154	2.053081178734432	1.890037556566924	2.1836027260618827	2.0300605198338997	1.4225008615643069
ENSMUSG00000042751.15	Nmnat2	-1.1089606878356795	-1.837407152729649	25.43196580283119	1.2415197647777407e-4	0.3914284416013148	0.39843798850652395	0.35446016286056015	0.38671933458461716	0.44939343301500984	0.37127011156679024	0.2200232066820298	0.08445025107713403	0.12729515927518348	0.1406029096563814	0.1738433940694278	0.21926109675804611	0.27205086041493604	0.16120557038040745	0.25028143395212465	0.17070010338771682
ENSMUSG00000037466.14	Tedc1	-0.8760039811635563	-2.4620293254054046	21.11902433632485	3.0691212003926857e-4	0.3914284416013148	0.21454353227274367	0.2215376017878501	0.2667029893687015	0.22469671650750492	0.1687591416212683	0.13539889641971065	0.09651457265958174	0.11315125268905198	0.08436174579382884	0.09933908232538732	0.13952978884602935	0.18614006238916675	0.1172404148221145	0.11123619286761095	0.11380006892514455
ENSMUSG00000128391.1	Gm66560	6.3668492530568654	-2.958964519416836	25.274147597727765	3.0946851013509923e-4	0.3914284416013148	0	0	0	0	0	0.23694806873449364	0.10857889424202946	0.15558297244744645	0.08436174579382884	0.21109554994144805	0.019932826978004192	0.2577323940773078	0	0.23637690984367327	0.15647509477207375
ENSMUSG00000095432.10	Zfp748	0.4938609068469584	1.384984350109395	20.80070373577002	3.295538814667637e-4	0.3914284416013148	1.7469973342209129	2.4073752727613043	2.146959064418047	1.9380091798772299	1.9069783003203316	2.6572033422368215	3.2694311488433314	3.4086814872576907	2.685515574436885	2.7318247639481514	3.3686477592827084	2.5486870080978217	2.6818744890558692	2.6974776770395654	2.5462765422001095
ENSMUSG00000027514.15	Zbp1	1.81080603961742	-1.2196669125330375	20.258038347764007	3.7264067019191275e-4	0.3914284416013148	0.10727176613637183	0.16246090797775675	0.2667029893687015	0.12639190303547151	0.06750365664850731	0.6092950338886979	0.6394090438697291	0.4101732909978134	0.43586901993478233	1.1423994467419543	0.2591267507140545	0.2863693267525642	0.27844598520252195	0.4171357232535411	0.7254754393977965
ENSMUSG00000047945.7	Marcksl1	0.6170416489039603	0.4413277039680019	19.967771793494492	3.9827800405161257e-4	0.3914284416013148	1.0880421993832001	0.9009195806039237	0.9201253133220202	0.9409175003751769	1.0463066780518633	1.2524397918823236	1.363268338816592	1.3436711256824923	1.5325717152545573	2.0861207288331336	1.1959696186802515	1.3602543020746802	1.5241253926874885	1.543402176038102	1.8065760941866698
ENSMUSG00000038147.15	Cd84	1.2767063894726822	-0.8706416411813398	19.27547103411117	4.678726181937487e-4	0.3914284416013148	0.39843798850652395	0.16246090797775675	0.3067084377740067	0.18256608216234774	0.27001462659402925	0.6939193441510171	1.0375316560905037	0.5657562634452599	0.6748939663506307	0.8567995850564657	0.37872371258207965	0.3579616584407053	0.4396515555829294	0.8203669223986307	0.5690003446257228
ENSMUSG00000031710.5	Ucp1	-4.209787720876848	0.5680100298691809	19.02992562864195	4.957807179584387e-4	0.3914284416013148	0.12259630415585353	0.5759977646484102	0.18669209255809105	0.22469671650750492	18.867272033257795	0.03384972410492766	0.43431557696811784	0.21215859879197246	0.09842203675946698	0.12417385290673416	0.4584550204940964	0.15750312971391034	0.234480829644229	0.29199500627747876	0.09957506030950147
ENSMUSG00000044628.6	Rnf208	-1.4009983911027535	-2.72837541666493	18.204911859504456	6.042914655407109e-4	0.3914284416013148	0.1685699182142986	0.17723008143028007	0.3067084377740067	0.11234835825375246	0.28689054075615605	0.06769944820985532	0.04825728632979087	0.07071953293065748	0.02812058193127628	0.04966954116269366	0.09966413489002096	0.15750312971391034	0.05862020741105725	0.09733166875915958	0.11380006892514455
