Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Mel_1	CPM_Mel_2	CPM_Mel_3	CPM_Mel_4	CPM_Mel_5	CPM_Mel_6	CPM_Mel_7	CPM_Mel_8	CPM_Mel_9	CPM_Mel_10	CPM_Mel_11	CPM_Mel_12
ENSMUSG00000078349.6	AW011738	-0.4729954436400164	2.361463881461619	21.763996888830697	1.9346686513408345e-4	0.38765197098835036	5.713266074674919	6.386793397044353	6.09235727696293	6.352110052246581	7.274412706401767	4.024568402256249	4.048956252115837	4.083896230182898	4.982404924842089	4.078706589826826	3.969173449846534	4.077666090907519	5.0236948224428675	4.930730011861495	5.645678753323973	5.3841206517081766	4.7752694601469114
ENSMUSG00000022211.10	Carmil3	0.7690102873520762	-0.5579625415115357	20.595151012594403	2.557092488907552e-4	0.38765197098835036	0.42636313990111335	0.27396432802335025	0.40081297874756117	0.4735506208615703	0.5778046752539082	0.6863605027103681	0.7719799858119689	0.6270549329808386	0.7655890494269552	0.755316035153116	0.88043483796595845	0.8421266926874222	0.8762258411237559	0.6311334415182714	0.7174066924113336	0.6971175499456868	0.586436600368919
ENSMUSG00000037942.6	Crp	2.0667183371486217	-2.1740317452742253	20.421976124476323	2.667026364670804e-4	0.38765197098835036	0.0511635767881336	0.05136831150437817	0.02004064893737806	0.065317327015389	0.08889302696213972	0.28078384201787787	0.31509387175998727	0.25725330583829276	0.13367427847137311	0.19226226349352044	0.5196008879799099	0.4727728801052195	0.1557734828664455	0.07889168018978393	0.14036217895004355	0.22248432445075111	0.13962776199259977
ENSMUSG00000033826.11	Dnah8	-3.297609039390574	0.5456646036277621	20.38460846511455	2.691432696181707e-4	0.38765197098835036	0.5627993446694697	0.5821741970496193	0.32065038299804893	17.88061827046274	0.2222325674053493	0.2963829443522044	0.40962203328798347	0.321566632297866	0.7048280137581492	0.48065565873380106	0.23093372799107106	0.5318694901183719	0.23366022429966823	0.5719646813759335	0.10917058362781164	0.2669811893409013	0.586436600368919
ENSMUSG00000053025.14	Sv2b	3.127358543621142	-0.5255321874075842	19.105199140878064	3.698191748991644e-4	0.38765197098835036	0.03410905119208907	0.11985939351021574	0.08016259574951223	0.0979759905230835	0.1629705494305895	0.7799551167163273	1.1343379383359542	0.22509664260850615	2.831464262166358	0.8514471668998762	1.212402071953123	1.7876724528978614	0.25313190965797394	0.6705792816131634	0.26512856023897113	0.48946551379165243	0.1256649857933398
ENSMUSG00000121350.2	Gm61537	-2.2207482623271373	0.7695438970646032	18.96533712672727	3.831645814377623e-4	0.38765197098835036	4.894648846064781	0.8047702135685914	4.408942766223173	0.5062092843692648	8.207789489504234	0.655162298041715	0.6144330499319752	0.4984282800616922	0.3524140068790746	2.2796811242803137	0.6062010359765615	0.7534817776676936	1.0709426947068128	0.4141813209963656	0.37429914386678276	1.5722225594519745	0.4747343907748392
ENSMUSG00000071637.6	Cebpd	3.365337530506651	5.7618226255576035	18.69427664773328	4.10585094800303e-4	0.38765197098835036	6.259010893748344	5.462163789965546	5.290731319467808	6.89097800012354	11.882034603939342	162.37105619800502	126.6047176731629	37.22133768847798	61.18636291848761	53.24291396888419	235.39363561289863	81.18396800556816	18.55651614646532	6.3705031753250525	74.89102036867878	20.468557849469104	8.475405152950806
ENSMUSG00000034438.17	Gbp8	-2.0714282784990243	-0.7729413514054359	17.799519379368494	5.178679586404969e-4	0.38765197098835036	3.8202137335139756	0.308209869026269	0.5611381702465856	0.4735506208615703	0.8741147651277072	0.4055766606924902	0.28358448458398855	0.4501932852170123	0.10936986420385074	0.08239811292579446	0.14433357999441943	0.19206398254274543	0.40890539252441943	0.6114105214708254	0.2339369649167392	0.3263103425277683	0.22340441918815962
ENSMUSG00000109335.2	Gm44845	-0.8570876299507237	-1.8552641975916597	17.652000799540268	5.383967562647763e-4	0.38765197098835036	0.37519956311297975	0.3424554100291878	0.4408942766223173	0.31025730332309776	0.34075660335486896	0.18718922801191856	0.15754693587999363	0.28940996906807936	0.1944353141401791	0.1510632070306232	0.10103350599609359	0.1772898300394573	0.21418853894136256	0.25639796061679776	0.17155377427227542	0.2669811893409013	0.22340441918815962
ENSMUSG00000019970.16	Sgk1	0.9041257571181422	7.125860051002255	17.374784703433942	5.794765414037262e-4	0.38765197098835036	93.08360070321106	56.09419616278096	78.61946578133413	108.9982894569304	95.47111095733806	117.1648576331267	199.40715674330795	100.53780758792779	224.00163409662008	157.3529296506255	147.8697527042827	181.75162409545032	145.08352760473568	98.20041891623355	246.39800724797087	192.93840616369135	130.7893246584682
ENSMUSG00000045761.17	Togaram2	1.3829711544058034	3.7990620068878997	17.09218000259388	6.249876248918728e-4	0.38765197098835036	7.4016641086833275	6.986090364595431	5.99215403227604	5.258044824738815	6.874394085072138	12.182898923109034	23.442984058943054	17.70224310799752	16.138131073634863	21.20378105957111	21.289203049176862	40.80620921408176	10.144748071677263	14.713298355394704	9.840948324164163	7.683125337699272	8.377665719555985
ENSMUSG00000097673.4	Gm26608	-0.9352664808801429	-2.2169073538403263	16.94947419359961	6.494741757246059e-4	0.38765197098835036	0.3069814607288016	0.25684155752189086	0.36073168087280505	0.22861064455386151	0.2518635763927292	0.14039192100893894	0.09452816152799619	0.11254832130425307	0.09721765707008954	0.10986415056772596	0.12990022199497747	0.13296737252959298	0.17524516822475117	0.21695212052190582	0.17155377427227542	0.2521489010441846	0.1256649857933398
ENSMUSG00000038175.11	Mylip	0.790538649241773	4.495787371930347	16.929663056788264	6.529573493803836e-4	0.38765197098835036	17.702597568694227	13.526988696152918	13.226828298669519	13.912590654277858	15.97111384419777	25.42653680495227	32.627970420746685	28.13708032606327	29.590624370708504	23.66199142852398	38.99893331449213	26.061605015800225	18.05025232714937	19.367907486591953	33.71811454333268	17.413106460345453	15.568495462174873
ENSMUSG00000029417.10	Cxcl9	-3.5949089617749332	-0.2388607156704277	16.792402908875427	6.776706001420308e-4	0.38765197098835036	10.590860395143656	0.1541049345131345	0.10020324468689029	0.17962264929231975	0.637066693228668	0.09359461400595928	0.22056571023199112	0.5788199381361587	0.12152207133761193	0	0.014433357999441941	0.25116059255589784	0.2726035950162796	0.2366750405693518	0.031191595322231896	0.13349059467045066	0.36303218118075936
ENSMUSG00000024420.10	Zfp521	-0.279499437471549	4.3519959859826605	16.667186465513485	7.011283984243515e-4	0.38765197098835036	23.484081745753322	21.489076979331536	24.189063267415317	25.13084156917092	22.134363713572792	17.829773968135243	16.542428267399334	19.583407906940035	19.05466078573755	17.770526354329675	20.480935001208113	18.7631736791759	22.100362881676954	20.66962020972339	18.028742096250035	20.587216155842835	18.80785954040319
ENSMUSG00000078921.4	Tgtp2	-1.754062399571942	1.7035009266684609	16.32447385839301	7.701001592486734e-4	0.38765197098835036	19.493322756278904	1.8835047551605328	2.104268138424696	2.9392797156925052	5.644707212095873	2.8390366248474317	1.4809411972719402	3.633702944965885	1.1544596777073133	1.0162433927514651	1.241268787952007	1.4035444878123704	1.538263143306149	2.149798285171612	1.8870915169950297	1.3497382350012235	3.1276618686342346
ENSMUSG00000046447.4	Camk2n1	0.43316085101519985	2.9048371301039015	16.29048826998265	7.773425852709293e-4	0.38765197098835036	6.9582464431861695	5.907355823003489	5.090324830094027	5.8295714361234685	6.103987851400261	7.846348474166254	7.830082713235684	7.781912501608356	7.339933108791761	10.162433927514652	9.987883735613824	8.997458874502458	7.80814582868058	6.82413033641631	6.7529803872632055	8.261584581271224	7.274606399814448
ENSMUSG00000020644.10	Id2	-0.7039763639221067	0.8901649249673537	16.15800858070268	8.063090094804907e-4	0.38765197098835036	3.4791232215930847	1.7293998206473984	2.485040468234879	2.041166469230906	2.8001303493074015	1.481914721761022	1.2131114062759512	1.4309715137255035	1.7742222415291342	1.0162433927514651	1.1835353559542392	1.9649622829373186	1.479848087231232	1.5975565238431246	1.4192175871615513	1.8985329019797428	1.9966769964941766
ENSMUSG00000028391.17	Wdr31	0.9304518684235511	0.4160426645033412	16.058399070456623	8.288822162275082e-4	0.38765197098835036	0.801562703014093	0.787647443067132	0.7214633617456101	0.8817839147077515	0.7704062336718775	1.825094973116206	1.7015069075039313	1.2701881975765705	1.9200487271342686	1.0986415056772596	2.958838389885598	1.2262546577729132	1.304602919006481	1.3411585632263268	1.3880259918393194	1.2459122169242063	0.8656921243541186
ENSMUSG00000047992.12	Dipk1c	2.0174115785148627	-1.8682374391491539	15.747200318428817	9.040771062669409e-4	0.38765197098835036	0.13643620476835627	0.08561385250729694	0.060121946812134175	0.0326586635076945	0.059262017974759815	0.31198204668653096	0.3938673396999841	0.24117497422339945	0.6076103566880596	0.755316035153116	0.23093372799107106	0.3545796600789146	0.21418853894136256	0.17750628042701383	0.15595797661115948	0.0741614414835837	0.15359053819185975
ENSMUSG00000045573.10	Penk	0.7097124907059286	2.1467984590758302	15.632730285391819	9.336278842222484e-4	0.38765197098835036	3.0868691328840607	2.277328476694099	2.8658127980450625	3.363842341292534	3.570536582979279	4.0557666069249025	5.577161530151775	4.7270294947786295	3.900858489937343	8.84406412070194	5.196008879799099	4.668632191039043	4.7510912274265875	4.082644449821318	5.676870348646205	3.7822335156627687	4.286572293172813
ENSMUSG00000078922.10	Tgtp1	-1.7886689480120455	1.7304692826950794	15.583574553398883	9.466472342762299e-4	0.38765197098835036	22.46081020999065	1.5581721156328046	2.084227489487318	2.7759863981540325	4.133525753739497	2.2618698384773492	2.410468118963903	3.183509659748873	1.6162435487902387	1.2497047127078829	1.760869675931917	2.2752194855063688	1.1877728068566469	1.5186648436533408	2.2301990655395807	0.860272721209571	2.359709177674936
ENSMUSG00000021835.16	Bmp4	0.5578954485182008	2.5196365101551086	15.511536047645246	9.660950231510834e-4	0.38765197098835036	4.1783587710309105	4.691639117399873	4.108333032162502	4.343602246523369	4.059448231271047	5.194501077330741	8.082157810643674	7.203092563472197	7.036127930447731	6.385853751749071	7.072345419726552	8.229202944331478	5.121053249234396	4.555994530960022	5.723657741629553	6.348219390994765	4.579790593357272
ENSMUSG00000020330.17	Hmmr	-1.7229621324463513	-2.0020184759515565	15.331783142950993	0.001016596269508451	0.38765197098835036	0.1534907303644008	1.318453328612373	0.2805690851232928	0.17962264929231975	0.2518635763927292	0.26518473968355133	0.07877346793999682	0.0803916580744665	0.21873972840770148	0.13733018820965745	0.057733431997767766	0.1477415250328811	0.17524516822475117	0.07889168018978393	0.07797898830557974	0.13349059467045066	0.11170220959407981
ENSMUSG00000022548.15	Apod	2.246224262858037	6.914499727944991	15.330707098735624	0.0010169073241030353	0.38765197098835036	43.40376764193334	34.485259789939214	26.473697246276416	31.025730332309777	30.119920635671676	157.6601272930384	297.243803924784	116.92162750350406	273.08439870988155	309.08905460347603	199.4545741942882	283.7523729781514	38.884955660536455	37.11853552929334	88.36578954788297	29.753570323213783	53.25402842397755
ENSMUSG00000031608.14	Galnt7	0.6716837741645262	2.267615418338533	15.295648611850137	0.001027100125276623	0.38765197098835036	3.189196286460328	3.4930451822977155	2.966016042731953	3.527135658831006	3.6742451144351085	5.927658887044088	5.797727240383766	5.064674458691389	7.0118235161802085	5.795333942447544	6.9424451977315735	6.929077524042123	4.322714149543862	3.668463128824953	3.2283301158510014	4.227202164564271	5.501333822508431
ENSMUSG00000037254.19	Itih2	1.3418717689442163	-0.7458671894602371	15.25251260426187	0.0010397982082288087	0.38765197098835036	0.37519956311297975	0.308209869026269	0.12024389362426835	0.3429159668307923	0.1926015584179694	0.4991712746984495	0.44113142046398224	0.8199949123595581	0.8385022922295223	1.084908486856294	1.0969352079575876	0.6943851676545412	0.4478487632410308	0.3747354809014737	0.43668233451124655	0.38563949571463524	1.0611709911437581
