Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_CTL-90-1	CPM_CTL-90-2	CPM_CTL-90-3	CPM_CTL-90-4	CPM_DN-90-1	CPM_DN-90-2	CPM_DN-90-3	CPM_DN-90-4
ENSMUSG00000023043.8	Krt18	8.800309951781818	6.996608194924048	926.1661128958716	4.9612043176112485e-11	6.441735545415752e-7	0.3586785811098617	0.5591593738535932	0.5090797586474048	0.8437846070347127	234.43701018248103	241.56513775687174	288.96165848757613	253.75011053597896
ENSMUSG00000000794.10	Kcnn3	5.4882125336989915	5.9947193150629445	898.7117777733096	5.7410961511317797e-11	6.441735545415752e-7	2.814247328708146	2.9821833272191633	3.079932539816799	2.231946379898272	109.12623401680244	116.47568409430211	138.2262963275581	134.58940013287807
ENSMUSG00000022952.18	Runx1	5.498883933729692	7.298685803131957	858.2880891372107	7.176888118337452e-11	6.441735545415752e-7	6.538986440233633	8.0146176919015	6.516220910686782	6.205899690448854	264.226503937024	305.42382943755325	353.16292838619427	308.8583817578839
ENSMUSG00000026253.15	Chrng	8.164692669105069	5.17723444150002	804.1883019723714	9.840025626811873e-11	6.624059251329083e-7	0.2759066008537398	0.2795796869267966	0.2545398793237024	0.1905320080400964	47.082304433094244	71.88847687143941	79.75368627350122	89.13676477611695
ENSMUSG00000126610.1	Gm70073	5.23127240582754	3.5651655041937844	723.2004403550251	1.645282093714121e-10	6.92995723123405e-7	0.7173571622197235	0.5125627593657937	0.6872576741739965	0.4899394492459622	20.13991431513041	23.03818369275617	23.18317030845883	25.328257448356148
ENSMUSG00000060716.8	Plekhh1	5.383428002900697	5.41915050659954	702.008290706267	1.8999413496967362e-10	6.92995723123405e-7	1.9037555458908044	1.8172679650241776	2.0617730225219897	2.1775086633153875	61.37514685028357	82.72138707424364	101.63895708592665	88.01874378120556
ENSMUSG00000001864.14	Aif1l	6.2608787869221105	7.019133292980946	695.4072072671053	1.988790821560372e-10	6.92995723123405e-7	3.2005165699033813	2.7492002547801664	3.665374262261315	3.6745458693447164	181.88979541340265	262.8513683170989	307.46791509481113	271.57746349120237
ENSMUSG00000042045.7	Sln	8.236595254649604	8.283274459400175	690.4451139467137	2.058887282276986e-10	6.92995723123405e-7	2.538340727854406	1.2581085911705845	1.7308711794011764	2.613010395978465	516.5677832971874	617.0086940578335	701.8727188463429	648.1269345773575
ENSMUSG00000023800.16	Tiam2	4.117014173858046	5.683636661481948	649.3119671343151	2.7708168686504025e-10	8.006473343064237e-7	5.711266637672414	5.451803895072533	5.828963236512785	5.362115083414142	78.45776866975851	93.70029337142529	110.9704069108565	105.1143011761233
ENSMUSG00000026414.15	Tnnt2	5.590305514402721	5.601574112606259	639.8995797088992	2.973399689183436e-10	8.006473343064237e-7	1.5450769647809428	2.0502510374631746	2.1890429621838408	2.0958520884410605	72.82088563089374	89.5248050722312	97.96903437300459	119.64857410997134
ENSMUSG00000032511.18	Scn5a	5.604685278535082	4.765339204319867	596.760228896584	4.165315714944293e-10	9.983568955144184e-7	0.9380824429027153	1.4444950491217823	0.7890736259034775	1.252067481406348	43.661958453579686	53.60976585538698	60.844633270945515	54.437458624958076
ENSMUSG00000054196.8	Cthrc1	5.557899991426225	3.549831397165786	564.7452758082063	5.434973851751821e-10	9.983568955144184e-7	0.6069945218782276	0.5125627593657937	0.45817178278266435	0.3538451577887505	22.10804635920862	18.04511726504856	27.860084009682666	23.132870767439243
ENSMUSG00000026141.14	Col19a1	5.577661678450586	6.503785058891805	563.4930356298204	5.493474770284118e-10	9.983568955144184e-7	3.3660605304156253	3.6345359300483553	3.2072024794786502	4.654424767836641	133.737438606829	162.58125069868993	220.7995573683043	193.39730446521702
