Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Saline_1	CPM_Saline_2	CPM_Saline_3	CPM_LPS_1	CPM_LPS_2	CPM_LPS_3
ENSMUSG00000022358.8	Fbxo32	6.998958280307873	8.79812021688284	452.22343922750963	1.1372939994500216e-8	1.3400201568685636e-4	7.106035763562102	6.201826479764501	7.312679818894331	1159.6851438056863	655.9863670103567	832.4747626254018
ENSMUSG00000045551.8	Fpr1	7.584518761326703	3.7855520573343164	363.60655459068556	2.8255190223040767e-8	1.3400201568685636e-4	0.25840130049316734	0.1319537548886064	0.061451090915078416	26.93037283326676	22.64120695192547	30.845918632688644
ENSMUSG00000025044.17	Msr1	3.5386238407525368	5.323278616402147	355.3996328380882	3.1072121376431974e-8	1.3400201568685636e-4	6.718433812822351	6.861595254207533	5.407696000526901	70.52270295905828	76.56623211161892	72.27801052393315
ENSMUSG00000056054.10	S100a8	4.657362188233083	5.4296483677628755	333.727293076907	4.036595105872045e-8	1.3400201568685636e-4	4.005220157644094	2.639075097772128	3.134005636668999	72.5247210833539	101.70284090502004	72.55179086682683
ENSMUSG00000143426.1	BC023105	4.073869847982161	4.3923155712440805	307.47219200898246	5.672480899346522e-8	1.3400201568685636e-4	2.8424143054248407	2.3751675879949152	1.8435327274523525	36.68213853548086	40.59592751864056	39.78940983388239
ENSMUSG00000022357.3	Klhl38	5.006325687110268	5.960393413508385	304.534978142297	5.9028689199735116e-8	1.3400201568685636e-4	2.325611704438506	3.8266588917695854	4.793185091376117	131.68112759479837	106.32846383068224	122.65359361637141
ENSMUSG00000030144.5	Clec4d	6.135724523268807	3.2794047498436107	291.36930726472355	7.089526150163972e-8	1.3400201568685636e-4	0.387601950739751	0.1319537548886064	0.24580436366031366	15.564076385652971	18.563355162196956	21.537386974303313
ENSMUSG00000048489.13	Depp1	5.966443764321145	7.512495778530996	285.78533429486146	7.681075300823267e-8	1.3400201568685636e-4	6.4600325123291835	6.069872724875894	4.793185091376117	461.43288703523024	223.79494075868266	391.04958976648174
ENSMUSG00000058427.11	Cxcl2	9.127589638052635	4.357479252784299	283.2253578670207	7.97260647099451e-8	1.3400201568685636e-4	0	0	0.12290218183015683	39.71745633683227	28.849279825840515	52.47456572128985
ENSMUSG00000026822.15	Lcn2	9.368235258163326	8.358242697167563	271.92613617270433	9.435220186896864e-8	1.3400201568685636e-4	1.162805852219253	0.7917225293316383	0.9832174546412547	761.9939305988357	293.05755772451914	909.1332586356339
ENSMUSG00000013483.15	Card14	5.407156428169833	4.485906798866118	268.49432979419953	9.943882012897279e-8	1.3400201568685636e-4	1.162805852219253	0.7917225293316383	1.0446685455563332	59.22098774126048	33.41403929195452	36.777826062051844
ENSMUSG00000040026.9	Saa3	11.224415593200554	9.433340095666177	265.14382471062873	1.0473569347823335e-7	1.3400201568685636e-4	1.0336052019726694	0.5278150195544256	0.30725545457539205	1432.1533523993373	657.1427727417722	2055.3602942172
ENSMUSG00000035356.18	Nfkbiz	4.216953524368467	4.484563377973383	262.0273589988028	1.0997879972716813e-7	1.3400201568685636e-4	1.8088091034521714	2.2432138331063087	2.5809458184332934	40.944499703336035	33.657493130147266	51.28818423541721
ENSMUSG00000031762.8	Mt2	7.022997116735737	9.314231685577163	255.10324812295693	1.2283820955807993e-7	1.3400201568685636e-4	10.077650719233526	8.708947822648021	10.262332182818096	1246.9989665169014	700.6601463187258	1841.0815458457416
