Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_0-1	CPM_0-2	CPM_0-3	CPM_0-4	CPM_0-5	CPM_0-6	CPM_0-7	CPM_0-8	CPM_7-1	CPM_7-2	CPM_7-3	CPM_7-4	CPM_7-5	CPM_7-6	CPM_7-7	CPM_7-8	CPM_14-1	CPM_14-2	CPM_14-3	CPM_14-4	CPM_14-5	CPM_14-6	CPM_14-7	CPM_21-1	CPM_21-2	CPM_21-3	CPM_21-4	CPM_21-5	CPM_21-6	CPM_21-7	CPM_21-8	CPM_28-1	CPM_28-2	CPM_28-3	CPM_28-4	CPM_28-5	CPM_28-6	CPM_28-7	CPM_28-8
ENSMUSG00000030470.16	Csrp3	-1.7474138894823021	5.762406668848058	25.221011751101457	1.250906656445484e-5	0.20736279643896788	86.05484996713197	40.27898582138534	97.74229103545481	79.35723239349544	64.14930874174169	62.89265529734822	42.64315229768007	17.291208502900766	23.120750990202254	13.805611990345763	29.398941285769187	16.765291126268803	16.19732516009201	16.69933392830974	20.528821209724004	9.479020950578207	49.73340153874627	25.213495312470098	10.017070211828715	61.88787974532702	30.73545884850573	62.98437819042179	34.022226884435774	136.88911322712295	44.32256503414011	67.55328245674107	24.393544609299695	78.44324383263844	84.33377035923343	83.19395976826678	48.24980182078781	19.329160338323877	116.6721750934553	119.18759546444613	73.7250731906674	65.11162798115402	90.30078647149729	64.37519054585384	85.73258882279862
ENSMUSG00000024672.12	Ms4a7	-2.1299377198867386	0.4480248593866589	22.658438500762653	2.8236102673134855e-5	0.23403493700627825	12.141231829895117	1.6111594328554137	1.0378913637190492	0.9733940706755412	1.0734147279494626	1.1936433269784674	1.3307903702125394	0.9539977105048699	0.7690894300275178	1.0694488161535451	0.27734850269593575	0.594897427061151	0.37814766910720643	0.9377595726480632	0.09226436498752362	0.5078046937809754	0.8402686638014154	1.1921274379418485	0.5247036777624564	0.613303312791529	0.789353678292282	0.6162855008847533	0.9930812171673146	0.5486537604293505	0.9287242673338608	1.3392799852644939	1.2454450592776254	1.5493868702834905	1.2447788982912684	1.063559144764774	1.1312389825465032	1.3889217009574044	1.0356697003857418	1.0084209183454602	1.2106608847844589	1.3299396353597417	1.636542646483036	1.046042364996948	0.5685723560015067
ENSMUSG00000031576.17	Kcnu1	1.2578538905351675	-0.43243956140827466	21.26708018364569	4.463779296658247e-5	0.24665356466901256	0.44712751781483434	0.49574136395551194	0.36100569172836494	0.5123126687766006	0.0511149870452125	0.3704410325105589	0.4050231561516424	0.29812428453277184	0.7690894300275178	0.8750035768529005	0.7858207576384846	0.48673425850457813	1.1344430073216194	0.5770828139372697	1.0149080148627598	1.523414081342926	0.9453022467765924	0.6556700908680166	0.6678046807885809	0.9478323924959994	0.6906844685057467	0.6162855008847533	0.8091772880622563	0.43108509748020396	0.7365744189199586	1.0714239882115952	0.8589276270880175	0.35414557035051214	0.6223894491456342	0.4333018737930561	0.6393959466567192	0.6172985337588464	0.6373352002373796	0.542995879109094	0.4592161976768637	0.44331321178658056	0.7273522873257937	0.7845317737477109	0.690409289430401
ENSMUSG00000038352.16	Arl5c	-1.550590804284243	-0.8523373856596228	19.240290997999004	8.889851327775373e-5	0.3382809652942156	1.2381992801026183	0.7849238262628938	0.31587998026231934	0.9221628037978811	0.7667248056781875	0.6997219502977223	0.8100463123032848	0.41737399834588057	0.48068089376719864	0.2916678589509668	0.13867425134796788	0.27040792139143227	0.25209844607147097	0.3967444345818729	0	0.1692682312603251	0.3676175404131192	0.8344892065592939	0.38160267473633197	0.5017936195567055	0.29600762935960573	0.4930284007078027	0.6620541447782097	0.6270328690621149	0.608474519977357	0.4821407946952178	0.5583029576072114	0.48695015923195417	0.6223894491456342	0.2757375560501266	0.3934744287118272	0.11574347507978369	0.39833450014836225	0.271497939554547	0.2922284894307315	0.27707075736661285	0.2909409149303175	0.34868078833231597	0.4467354225726124
ENSMUSG00000002111.10	Spi1	-1.4429511430208695	0.7357221031611261	18.426717920048564	1.1812645363182605e-4	0.3382809652942156	5.434319062672603	1.9003418951627957	0.8122628063888211	0.8709315369202211	1.0734147279494626	1.2759635564252583	1.2729299193337333	1.4906214226638592	1.1055660556645568	0.6805583375522559	0.8320455080878072	0.594897427061151	0.6932707266965452	0.43281211045295226	0.2767930949625709	0.6206501812878588	1.7855709105780078	0.8940955784563864	0.9540066868408299	1.1708517789656463	2.07205340551724	0.8011711511501793	1.2137659320933845	1.8419090528699624	1.120874115747763	1.5535647829068129	1.030713152505621	1.5051186739896767	2.934121688829418	2.402855845579675	1.1312389825465032	2.8935868769945925	2.0315059507566473	2.0944126765636484	2.2125871342612524	3.324849088399354	3.7458642797278374	1.307552956246185	1.4620432011467315
ENSMUSG00000012483.5	Rpa3	-0.7782797685502556	1.503051668420419	17.075433030336463	1.913904955267545e-4	0.3382809652942156	3.47383686917679	3.5115013280182095	3.068548379691102	3.176338546414924	3.782509041345725	3.6632502103821936	3.760929307122394	5.127737693963676	2.836017273226472	1.6041732242303175	2.2650127720168087	2.163263371131458	1.9537629570539001	2.77721104207311	1.4300976573066162	2.144064262630785	3.3610746552056616	2.5630739915749743	2.051114376707784	2.955006870722822	2.466730244663381	3.820970105485471	3.1263667947859903	3.5662494427907783	3.0423725998867854	2.8928447681713068	2.9203539320992595	3.098773740566981	2.2672758504590957	2.008945051222351	2.1641093579150494	1.6975709678368274	1.3543373005044315	1.7065584772000097	1.6281301553997896	1.551596241253032	3.127614835500913	3.0945419964493044	3.8581695585816527
ENSMUSG00000029304.15	Spp1	-2.5498660502392667	2.471465222878849	17.04693403243206	1.9337635021946523e-4	0.3382809652942156	106.14119384435222	5.040037200214371	3.655182628749695	3.7398824820691843	2.1979444429441375	2.5107669981271212	2.8930225439403032	2.4446191331687293	2.787949183849752	3.013901209159991	4.576250294482939	2.9744871353057554	2.142836791607503	2.23619590400692	1.6146263872816633	2.708291700165202	6.302014978510615	1.8477975288098651	2.051114376707784	3.122271410575057	2.269391825090311	2.8349133040698655	1.6183545761245126	3.6054389971071603	4.003121841956297	2.7321311699395676	2.705622025327255	3.098773740566981	0.9335841737184513	4.017890102444702	2.114925054326071	1.8904767596364669	1.434004200534104	2.055627256627284	1.168913957722926	1.2191113324130964	2.0002187901459325	5.317382022067819	1.7463293791474848
ENSMUSG00000034768.5	Asb16	0.30974652748535403	6.369299974323877	16.903513773260013	2.0370626783490327e-4	0.3382809652942156	55.47820663348676	71.13888572761596	83.79844619244672	74.84888090826135	75.65018082691451	69.84871468560205	73.4249121652049	72.98082485362255	97.289812898481	83.56284158945199	74.3756234729601	98.91521764498593	103.86455978144605	82.37857168954524	83.72991122617769	91.29199939306868	89.38357911187556	91.07853625875723	98.1672880759214	87.20058010963194	81.64877109835791	78.39151571254062	75.25348778978984	77.28180111190565	77.46841388553825	84.91035106576892	80.30973313272963	70.16509112569521	77.30966086173271	75.27635280168457	93.84365124777078	88.69808306947424	88.82859353308477	80.63488804770046	97.27034005337204	81.68045927167746	86.19124604810655	86.21132491516512	80.94033610792877
ENSMUSG00000030579.11	Tyrobp	-1.4400922598477084	1.862713610081345	16.804778135218708	2.1115590274222663e-4	0.3382809652942156	19.639216359405417	3.841995570655217	2.256285573302281	2.664025877638323	4.447003872933488	2.675407457020703	1.2729299193337333	2.086869991729403	2.2592002007058336	1.6527845340554788	2.3574622729154537	2.4336712925228907	1.1344430073216194	1.2984363313588567	1.706890752269187	1.5798368250963677	2.8884235318173657	2.3246485039866047	1.9557137080237013	2.7877423308705866	2.614734059343184	1.6639708523888341	1.6919161477665359	3.527059888474396	2.914272700944184	3.3214143634559448	2.104372686365643	2.567555385041213	5.023571982389762	5.081449247209476	2.4100308758599414	4.78406363663106	5.058848151884201	5.236031691409121	6.554267548660691	4.710202875232419	7.3098904876242266	3.3996376862400806	4.142455736582406
ENSMUSG00000038642.11	Ctss	-1.9630991253217338	3.1538605695184443	16.7008605941301	2.1930861943882208e-4	0.3382809652942156	106.51953251327247	10.245321521747247	5.189456818595246	5.532976822787287	6.4404883676967755	4.568772734296893	4.860277873819709	4.352614554178469	6.87373678087094	5.493078010243209	4.76114929628023	3.7316293152017654	2.0167875685717678	4.797000890853554	6.550769914114177	3.7239010877271523	7.142283642312031	6.079849933503428	4.14992908775761	4.571897422627762	7.597529153563214	4.067484305839372	4.156228797774316	5.40815849566074	4.29134661457715	6.58925752750131	7.129099304830545	6.994375014422615	8.93573423416232	7.366131854481955	5.459457698376602	10.532656232260315	7.249687902700193	8.14493818663641	9.351311661783408	8.20129441805174	11.6376365972127	5.404552219150897	5.97000973801582
ENSMUSG00000002699.14	Lcp2	-1.5457033221101941	0.03197573324953597	16.328956218627873	2.513235975815865e-4	0.3382809652942156	3.9553588114389195	0.8262356065925198	1.0378913637190492	0.9733940706755412	0.8178397927234	0.7820421797445132	0.23144180351522425	0.6558734259720981	0.7690894300275178	0.43750178842645027	0.369798003594581	0.32448950566971874	0.37814766910720643	0.4688797863240316	0.04613218249376181	0.3949592062740919	0.6302014978510615	0.7748828346622015	1.0971076898669545	0.5017936195567055	1.03602670275862	0.43139985061932734	0.40458864403112815	1.0189284122259366	0.9607492420695112	0.5357119941057976	0.5583029576072114	0.8410957295824664	1.111409730617204	0.7090394298431828	0.737764553834676	2.39203181831553	1.2348369504599228	2.0168418366909204	0.9601793224152605	1.551596241253032	1.4547045746515874	1.3947231533292639	0.8934708451452248
ENSMUSG00000069516.9	Lyz2	-1.4854571865755601	6.06331794319065	16.13111522336493	2.703367241481159e-4	0.3382809652942156	539.8892805491888	77.37696455738948	53.519093798730104	53.485442620277105	59.95787980403426	47.7457330791387	34.02194511673797	55.57036663690867	54.55728144257705	50.21548304939146	47.380369210555685	32.719358488363305	20.41997413178915	42.88446661071335	50.56087201316294	30.52470437061196	56.03541651725689	54.12258568255992	32.5316280212723	55.25305299785502	60.13888336489323	39.68878625697812	42.51858840908947	46.94908607102585	41.66449213108113	51.05335303828251	58.02056120979558	61.2671836706386	83.53355535318904	73.6219274653838	48.692460553088615	69.83189663146949	63.932687273812135	73.38201451960042	61.660211269884336	58.794414713195245	101.24743839575048	55.70175593608748	62.86785764930946
ENSMUSG00000030148.16	Clec4a2	-1.2034322031635554	0.26850232970047183	16.019981373324423	2.816794007867897e-4	0.3382809652942156	4.677641724832113	1.2806651902184059	0.8573885178548667	0.5635439356542606	1.43121963726595	0.6997219502977223	1.7358135263641818	1.3117468519441962	0.6248851618973582	0.4861130982516114	0.6933712567398393	0.7571421798960104	0.6302461151786775	0.7574211932926664	0.8303792848877126	0.6770729250413005	1.0503358297517693	0.41724460327964696	0.572404012104498	0.5575484661741172	0.789353678292282	0.554656950796278	0.9930812171673146	0.666222423378497	1.5371987873112178	1.3392799852644939	1.030713152505621	1.3723140851082345	1.2447788982912684	1.693816415736492	0.491843035889784	1.3889217009574044	1.0356697003857418	1.2023480180272796	1.0854201035998596	1.3853537868330643	1.7092778752156152	1.307552956246185	1.5026555122896963
ENSMUSG00000122884.1	Gm59415	-4.479958459810033	-1.33644447319779	15.713154342112096	3.156890055069648e-4	0.3382809652942156	0.5503107911567192	0.20655890164812996	0.13537713439813687	0.2561563343883003	0.2555749352260625	0.576241606127536	0	0	0.048068089376719865	0	0	0	0	0	0	0	0.10503358297517693	0.059606371897092426	0	0.6690581594089408	0.5920152587192115	0.184885650265426	0	1.9202881615027267	0.256199797885203	0	0.3865174321896079	0.39841376664432615	0.6223894491456342	0.5908661915359856	0.1475529107669352	0.0385811583599279	0.27883415010385354	0.542995879109094	0.8349385412306614	1.0528688779931288	0.4364113723954762	0.043585098541539496	0.36551080028668287
