# --- Comparative Meta-Gene Profiler (CMGP) Results ---
# Total Datasets (N)   : 52 across 4 groups ['Cachexia', 'Sepsis', 'Disuse', 'Denervation']
# Input Significance   : PValue < 0.1
# Permutations         : 100000
# Mode                 : eFPR Boundary (min datasets where eFPR < 0.05)
# k-adj/boundary Applied: Ignored
# Expected Common FPR (ecFPR)          : 1.0638e-07
# Base Universe Size (for ecFP)        : 7608
# Expected Common False Positives (ecFP) : 0.00081 genes
# Sorting Criteria     : Count_Ratio (Average of hit ratios across all groups)
# ----------------------------------------------------
# Group 'Cachexia' (N=27, Univ=6286):
#    UP Req  : 5 (mFDR=0.2691) | E_UP=198.68, eFPR_UP=3.1607e-02
#    DOWN Req: 6 (mFDR=0.1206) | E_DOWN=92.08, eFPR_DOWN=1.4649e-02
#    Total Expected Noise (E) : 290.76 genes, Total eFPR : 4.6255e-02
# Group 'Sepsis' (N=7, Univ=4169):
#    UP Req  : 3 (mFDR=0.2348) | E_UP=58.89, eFPR_UP=1.4125e-02
#    DOWN Req: 3 (mFDR=0.2080) | E_DOWN=57.44, eFPR_DOWN=1.3777e-02
#    Total Expected Noise (E) : 116.32 genes, Total eFPR : 2.7902e-02
# Group 'Disuse' (N=11, Univ=6658):
#    UP Req  : 4 (mFDR=0.1409) | E_UP=63.26, eFPR_UP=9.5012e-03
#    DOWN Req: 3 (mFDR=0.2369) | E_DOWN=105.61, eFPR_DOWN=1.5862e-02
#    Total Expected Noise (E) : 168.87 genes, Total eFPR : 2.5363e-02
# Group 'Denervation' (N=7, Univ=7608):
#    UP Req  : 3 (mFDR=0.1449) | E_UP=75.93, eFPR_UP=9.9798e-03
#    DOWN Req: 3 (mFDR=0.2726) | E_DOWN=152.21, eFPR_DOWN=2.0006e-02
#    Total Expected Noise (E) : 228.13 genes, Total eFPR : 2.9986e-02
# ----------------------------------------------------
Geneid	Geneid_clean	GeneSymbol	Dominant_Direction	Count_Ratio	Cachexia_sig_up	Cachexia_sig_down	Sepsis_sig_up	Sepsis_sig_down	Disuse_sig_up	Disuse_sig_down	Denervation_sig_up	Denervation_sig_down	Final_Avg_logFC	Final_Median_logFC	Cachexia_Avg_logFC	Sepsis_Avg_logFC	Disuse_Avg_logFC	Denervation_Avg_logFC	Cachexia_Median_logFC	Sepsis_Median_logFC	Disuse_Median_logFC	Denervation_Median_logFC	ERP145838_Sham_vs_334P_cells_injection_edgeR_results.tsv	SRP055049_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP125804_Fasted_vs_CACS_edgeR_results.tsv	SRP148786_PBS_vs_LLC_edgeR_results.tsv	SRP172440_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP224400_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP238415_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP246188_PBSinjection_vs_LLC_cells_injection_edgeR_results.tsv	SRP279572_Control_vs_KPC_edgeR_results.tsv	SRP288335_Control_vs_LLC_edgeR_results.tsv	SRP304002_CACS_neg_vs_CACS_pos_edgeR_results.tsv	SRP321471_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP337393_Control_vs_Melanoma_edgeR_results.tsv	SRP342685_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP400565_Control_vs_TOV21G_cells_injection_edgeR_results.tsv	SRP426212_Control_vs_KIC_edgeR_results.tsv	SRP436115_Control_vs_LLC_cells_injection_edgeR_results.tsv	SRP441976_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP468164_Control_vs_C26_injection_edgeR_results.tsv	SRP518009_Control_vs_C26_injection_edgeR_results.tsv	SRP519530_Control_vs_KIC_edgeR_results.tsv	SRP526827_PBS_vs_LLC_edgeR_results.tsv	SRP535687_Control_vs_Kras-IKKaL_cells_injection_edgeR_results.tsv	SRP544896_Control_vs_CT26_cells_injection_edgeR_results.tsv	SRP560874_Control_vs_B0092_cells_injection_edgeR_results.tsv	SRP567610_Control_vs_C26_injection_edgeR_results.tsv	SRP597284_Control_vs_CT26_cells_injection_edgeR_results.tsv	ERP131935_Sham_vs_CLP_edgeR_results.tsv	SRP388005_Saline_vs_LPS_edgeR_results.tsv	SRP475349_Saline_vs_LPS_edgeR_results.tsv	SRP511238_Saline_vs_LPS_edgeR_results.tsv	SRP553590_Sham_vs_CLP_edgeR_results.tsv	SRP591840_Sham_vs_CS_edgeR_results.tsv	SRP646634_Sham_vs_CS_edgeR_results.tsv	SRP114869_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP220337_Control_vs_Casting_edgeR_results.tsv	SRP293052_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP307991_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP395698_Control_vs_Casting_edgeR_results.tsv	SRP396700_Control_vs_Casting_edgeR_results.tsv	SRP449926_Control_vs_Casting_edgeR_results.tsv	SRP454976_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP455216_male_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP522174_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP588888_Control_vs_Hindlimb_unloading_edgeR_results.tsv	ERP143166_Control_vs_Denervation_edgeR_results.tsv	SRP196460_Control_vs_Denervation_edgeR_results.tsv	SRP371311_Control_vs_Denervation_edgeR_results.tsv	SRP406911_Control_vs_Denervation_edgeR_results.tsv	SRP411450_Sham_vs_Denervation_edgeR_results.tsv	SRP420335_Sham_vs_SCI_edgeR_results.tsv	SRP484329_Control_vs_Denervation_edgeR_results.tsv
ENSMUSG00000121137.2	ENSMUSG00000121137	Gm56555	UP	0.8632756132756133	21	1	6	1	9	0	7	0	1.7627900065514979	1.6237921146586576	1.4105563098016343	2.6037038844341898	0.6572552903660581	2.3796445416041085	1.615257091688582	2.37483984338639	0.5856601614307773	1.6323271376287334	1.615257091688582	3.973021196792277	0.4022561383817096	0.3299703459103859	1.8003108251665505	2.72078653383766	1.8280843224416785	0.9870364362686588	1.7606058850834534	0.1018325793895966	0.6712571819823686	-1.291707713921372	1.655944973229126	2.2736106855311458	1.7203966131009842	-0.157329884177839	0.4035075609075561	1.138540038344565	1.6329417824828034	1.9644253380399284	0.4089285627506974	0.6354412685870661	1.0842049947723356	2.0178561840849416	0.4046500469639982	3.5988940268464304	4.404297350158839	2.37483984338639	-0.4333559948558872	4.44434202379728	5.503343087895357	1.6129139553202054	3.790857414862355	0.9329868606336272	0.5243015835580331	1.2546812308216408	0.6802021168962625	0.9722085634279826	1.130836557994591	0.1674133478976738	0.5856601614307773	0.1982103687469054	0.5215962191644343	0.5788448338547217	0.6158532102336166	2.200629894690728	1.307637046368309	1.4971230442733412	4.3157982942274735	1.6323271376287334	0.4960970261580272	5.207899347882148
ENSMUSG00000143907.1	ENSMUSG00000143907	Gm74406	UP	0.8498075998075998	22	0	6	0	8	0	7	0	1.258694619111794	1.277289740466986	1.2767494923311706	1.4235234947821016	0.59734639769501	1.7371590916388941	1.3312758723701177	1.2233036085638544	0.5240812437391474	1.6809612537177536	0.952294799010325	2.2781355016496883	-0.4031821934220239	0.4526726693856231	1.6904847195225572	1.738430119095554	1.7691920436022777	0.999510466955973	2.0099134590463965	0.6732344644114273	-0.0326294062036009	0.8650087698528807	0.9538341308464522	2.782397075035912	0.6052570434610071	1.0378078914755864	1.0444833257781203	1.3312758723701177	1.6676542349607266	1.6722921044766366	1.9743706122990723	-0.5780244622203528	1.633478317343308	1.7562589509715218	1.20222741011344	2.064757752842839	2.3311006202801408	1.9815305897809417	0.5226772330933475	0.8616993345952828	2.8080226786371587	1.2233036085638544	1.720777518244007	0.8466535005601188	0.237769713290895	0.5070667567719199	1.2434899597989466	0.3998548072135683	1.241273381316759	-0.1744067429643522	0.5299669488079575	0.5240812437391474	0.5339172432963553	1.1054452297971833	0.4223518335767293	1.87136185038319	2.4643183411816096	1.3832483416135746	1.5416953480402285	2.21165551709597	1.0068729894399329	1.6809612537177536
ENSMUSG00000085965.4	ENSMUSG00000085965	2310016D23Rik	DOWN	0.8460798460798461	0	23	0	5	0	9	0	7	-2.0185183996442273	-1.5461888661191567	-1.8736062982305925	-1.4117300221900375	-1.2942258920898206	-3.4945113860664576	-1.6214104521958665	-1.4709672800424471	-1.2888995947397264	-4.138451548382076	-1.7932734105348205	-4.276112320774535	-2.159606203099172	-1.0473539689640756	-4.088507085676658	-1.384614691559955	-2.6778182214188537	-1.203376782610132	-1.672192069229086	-0.3235723157542106	-2.017749428165219		-1.3217319799042213	-3.1409928748586537	-0.3665316158821763	-1.5128596315691478	-1.0766087566400178	-1.5706288351626474	-2.270451934636942	-2.375833740034963	-2.6569356553907344	-0.4303700314018039	-3.914515201395977	-1.1131921260122306	-2.0068139003564416	-0.8838924576806384	-1.428228515282097	-0.905806936042784	0.1772162512567125	-0.9803251863613344	-1.7408473380494096	-3.290726681184457	-1.6706529849065432	-1.4709672800424471	-0.8136352015612489	-2.04191277972612	-2.044120531141482	-0.706903529589427	-2.069490683886057	-0.0916101089755113	-1.9210227119987728	-0.9863502366089156	-1.557904198079068	-0.7146352366816955	-1.2888995947397264	-2.584081376708651	-4.646680976023303	-4.560235528534329	-2.236561435187882	-4.138451548382076	-1.8947986887022048	-4.400770148926761
ENSMUSG00000117545.4	ENSMUSG00000117545	Gm30794	DOWN	0.8423520923520923	0	24	0	4	0	10	0	7	-2.5660876855334775	-2.2099584236993843	-3.28351911683137	-2.1224688141531662	-1.227162449640772	-3.631200361508602	-2.9334041999662137	-1.486512647432555	-1.2128356462205745	-3.818017438474828		-5.660630368611949	-1.3204356350414437	-1.8386483559293527	-5.32060246882828	-2.776870399188377	-5.120465932118607	-1.1398070465141503	-4.161301026877133	-0.560201061283026	-2.5983979759956224		-2.23179049978331	-5.632359405520182	-1.7257170631527905	-2.945165069083771	-1.7122151204271925	-2.9216433308486565	-3.6953582597049306	-5.274162871916601		-0.9101659966433766	-4.230412912777754	-5.669475530866498	-2.8603451326528218	-4.051740781195043	-4.446546558992001	-1.2823316998410128	0.116673500112319	-1.486512647432555	-3.305801360086109	-4.783575443030375	-2.8937017076400178	-1.2220323411544138	-0.7099095508245927	-1.4483039110736462	-1.2128356462205745	-1.3161607301276177	-3.210321969879853	0.0583866203855242	-1.5843548194008437	-1.5039579406406418	-0.8102867294542346	-0.9877367327850244	-0.7733055360269887	-3.042901902281168	-4.793313988945807	-4.035969789186116	-3.6358245540313554	-5.010761492915742	-1.0816133647251958	-3.818017438474828
ENSMUSG00000086841.4	ENSMUSG00000086841	2410006H16Rik	UP	0.8326118326118327	24	1	6	1	8	1	6	0	1.825080688808785	1.482491431562186	2.553825351965247	3.4196051921628268	0.8994138910575002	0.42747832004956665	2.399552949078701	3.889446035408388	0.5654299140456711	0.4825097221185149	3.5661616729978616	4.755322056871297	0.9556273632781672	0.7683902825299056	5.088056046388446	3.410258711864936	4.245782662179119	2.01083695512991	2.399552949078701	0.0642140553285993	1.4390828731550411	-0.6115746455478394	2.0043308804644586	4.728977405304521	1.1348577925792367	2.2117115767968856	2.0209112954789097	3.44437345939648	2.572530365047254	4.519177781904631	2.441287830118688	0.4139494652734737	4.54176206173733	2.071042751456329	2.0364970219994443	3.1666913896916022	3.553472442558292	4.321974845337345	-0.3858523937389773	3.4089930104475843	3.111385904198604	3.889446035408388	4.58875153776365	5.002537405723193	0.4445088191857688	2.0743609479576035	2.378501009251853	0.551617633834599	2.156137088292465	-0.5144879086141858	0.8111135500659804	0.9933359360807597	0.5654299140456711	0.0134450310725068	0.4195907804594805	0.4825097221185149	0.5439000395891719	0.3270794278838351	0.6649730521570693	-0.0418870852878583	0.6812076353711898	0.3345654485150438
ENSMUSG00000086584.11	ENSMUSG00000086584	Gm12002	DOWN	0.8312890812890812	0	20	0	6	0	8	0	7	-0.9153446361532489	-0.7996831451141675	-0.8374221165862618	-1.0942608821221018	-0.7267315911801467	-1.0029639547244857	-0.8018131786906614	-0.7975531115376737	-0.6950977290145848	-0.9487949179471958	-1.423015343593807	-0.3642537288584094	-0.4379909690537938	-0.8155319669675102	-1.3474598942812055	-0.5558148560246372	-0.7750300113207405	-1.6478532911130177	-1.286285956170066	0.0729266740628453	-0.4518882002857742		0.0616504448361841	-1.2380740252514184	-0.3249445535913347	-0.7880943904138126	-1.0681198517296069	-1.3964614749786792	-0.2695711044861341	-0.5450379789169101	-0.2930952501275133	-1.4346855968467516	-1.6989858443927122	-0.1996661542261768	-1.5110971155305772	-1.0590713646798455	-0.9755232273013984	-0.7975531115376737	-0.5482502790002425	-1.8071703388474871	-2.0478022243706424	-1.2260084288249828	-0.6673877188181331	-0.5656540734555513	-0.6210399529471453	-1.2978267995966466	-0.7510382242567003	-0.0132142595829252	-1.7402525412666634	0.0551100539525229	-1.309979424032734	-1.060904913154325	-0.3173148868843361	-0.6950977290145848	-0.2424888261980768	-0.7612740831362377	-0.6297415228015264	-1.4605601582390393	-0.9487949179471958	-1.4776900110649305	-0.5815807252879751	-1.1611062645944954
ENSMUSG00000143680.1	ENSMUSG00000143680	Gm69864	DOWN	0.8158970658970659	0	25	0	4	0	10	0	6	-1.730495879198327	-1.360032065278539	-1.614091301174677	-1.3156123352901372	-1.0884508647140911	-2.903829015614402	-1.5416795612184626	-1.0168061255377843	-1.178384569338615	-2.9583840346123167	-1.3210538561860548	-3.143652316927028	-1.3391557362390438	-0.922129312258342	-2.5703019799752376	-0.8163269599837374	-1.7011745583286382	-0.7983438016361943	-1.9416541806182075	-0.5082252904597182	-1.5146985223699043		-1.2273900148015833	-1.709840211818994	-0.8202807542014059	-1.1965559949470448	-1.164562896597122	-1.5975770848735094	-2.141550153007467	-2.879301640671512	-1.4690587684436451	-0.428418018135098	-2.8088865127118723	-2.067875422447169	-2.396081129531465	-1.5686606000670211	-1.913618113304585	-0.8448236740401612	-0.4386970023161519	-1.1887885770354072		-3.1039155551948765	-1.8985587281138256	-0.4188904750404006	-0.7926310450044884	-1.1470158306581637	-1.0879520632433404	-1.2898845224595734	-1.477102366307316	0.4079865869634654	-1.9636813893787248	-1.178384569338615	-1.2341165728045842	-0.8245097932060561	-1.3856679464176027	-1.6013001012446808	-2.9084032199444496	-4.247068965200163	-2.9583840346123167	-3.5638812797416963	-1.1073014191938806	-3.9404640893636302
ENSMUSG00000053332.16	ENSMUSG00000053332	Gas5	UP	0.8140933140933141	22	1	6	1	8	0	6	0	0.9883179593648488	0.7458968172200263	1.288519919803075	1.6189657502330526	0.4947441902290431	0.551041977194225	0.976201603914088	1.5701594448037597	0.3575240506268756	0.5155920305259647	1.872195929750366	3.1609360379494738	0.6053169431927103	-0.0342846464417625	2.659930323389444	1.8790717285553251	2.545084279236765	0.7763304281903646	0.92582811015863	0.1532082135943554	0.7036184974949887	-0.3001517328793477	0.7030723162748594	2.3763413173486683	0.976201603914088	0.8275752535480096	0.3490624024061584	1.607046852678283	1.4834968171367346	2.3047662630396224	0.917535709274556	-0.0099645216699284	2.606512845337425	0.8472951402716353	1.228201881425521	1.723277804366987	1.9025320371390904	2.0310035325614137	-0.251759359355957	1.385533775400668	1.2095639390631865	1.5701594448037597	2.3959286240343958	2.992330295123901	0.3552188460198522	0.9812429837548629	1.1713832855399735	0.3575240506268756	0.929937357117572	-0.048074063611117	0.5687129583858096	0.5592120182460832	0.147208717980355	0.1288308790390189	0.2909890594201881	1.195145985839095	0.6138384119444852	0.2058477789703665	1.0594779920092456	0.1942426865704299	0.0731489544999881	0.5155920305259647
ENSMUSG00000140465.1	ENSMUSG00000140465	Mir1a-1hg	DOWN	0.8006253006253006	0	23	0	5	2	7	0	7	-1.4286621340201493	-1.3509891290569742	-1.577112074551396	-1.4212593806164686	-0.7473456371800224	-1.9689314437327095	-1.5736370929665549	-1.1283411651473938	-0.4443355853073537	-1.8427939605621904	-1.9192943839923136	-2.9604364978379296	-1.086276948139878	-0.171997624532772	-3.635665763441196	-1.5545672177994756	-1.867371311015692	-0.7895366889353702	-1.9720317867777464	-0.5225561248697738	-0.944511004371292		-0.7320318342828042	-2.335220473319814	-1.262723535580413	-1.0582870696631903	-0.526261734501539	-1.599310138042899	-0.6534094583934777	-2.419182612283898	-0.7920132184508499	-0.0561550590072511	-3.126430643577704	-2.521192264993649	-1.592706968133634	-2.1898823829293104	-2.715861193462422	-1.1283411651473938	-0.4815898470750224	-1.1278456813016349	-1.917545773279417	-2.495594362566029	-1.7453228666745475	-1.052575968271236	0.4187432341604041	-2.351908923137864	-1.5277984388045482	-0.4047698427625028	-2.3950384124912367	-0.0142084341335241	-0.993539365804354	-0.8926262988354695	0.1516439982069134	-0.4443355853073537	0.2330360599292893	-1.8427939605621904	-1.30731611415509	-2.552864358507316	-1.298299557616044	-2.694732757910968	-1.1944259560165893	-2.89208740136077
ENSMUSG00000120414.2	ENSMUSG00000120414	Gm32261	DOWN	0.8002645502645503	0	17	0	5	0	11	0	6	-1.0687072373263855	-0.7537305127926652	-0.561622525270679	-0.8374093808322876	-0.6693407152368185	-2.2064563279657565	-0.5428417341550812	-0.9075515131179034	-0.5999095124674271	-2.2950258154173917	-0.4548251664330333	-1.0827525476242816	-0.4032687115671711	-0.7689655447569305	-1.2647694307404895	-0.5408080362428109	-0.5541414494176763	-0.3538851990823695	-0.7960037850142169	-0.1715024913954247	-0.5554651233421388		-0.6330190234687659	-0.9490192010346052	-0.0149335928650257	0.1261128424504888	-0.0971027443969756	-0.4820449244491133	-0.0882230326744281	-1.3005961457325657	-0.0857943071949508	-0.0421127354574329	-1.7590869430927938	-0.6141257818810677	-0.6433532308843128	-0.5448754320673515	-0.5276239186722127	-0.8726625209251396	-0.1058964010574238	-0.462732056029433	-0.9933293610589368	-1.5086136116936928	-1.0110802019434828	-0.9075515131179034	-0.9665255008390812	-1.284625959891351	-0.5635923855691969	-0.4114183465562408	-1.0222866095847596	-0.2616917522225006	-0.5999095124674271	-0.3178019150538515	-1.1150186123426833	-0.1630049088672246	-0.6568723642106863	-2.298430921230564	-2.1464006105774485	-2.9569323575342303	-2.2950258154173917	-2.2130952887784274	-0.4045921220671808	-3.1307171801550537
