Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_CTL-7-1	CPM_CTL-7-2	CPM_CTL-7-3	CPM_CTL-7-4	CPM_DN-7-1	CPM_DN-7-2	CPM_DN-7-3	CPM_DN-7-4
ENSMUSG00000023043.8	Krt18	8.486930670643067	6.859049877893524	1775.2073060367313	2.5238722601150653e-12	3.2922352850698524e-8	0.7345043930709119	0.4846488012323156	0.6558257292998205	0.6854730953780536	247.5042966513525	246.29544064503284	253.85434413190947	177.885099040841
ENSMUSG00000036390.9	Gadd45a	5.623340354985309	7.9567825480920265	1742.2916095388543	2.762753564444134e-12	3.2922352850698524e-8	8.282170225316833	10.605256121083611	9.897006460342746	10.720799211712757	479.1426553791749	523.3622639865515	474.1637304992984	470.8180964537129
ENSMUSG00000001864.14	Aif1l	4.177684482545189	4.838978751220851	1524.6061299352552	5.263832304467371e-12	4.181763843745695e-8	3.039328523052049	3.249997843557881	2.861785000581035	2.7967302291424585	48.44313013536849	52.413341424006084	56.89333119174226	58.7146296387863
ENSMUSG00000060716.8	Plekhh1	6.245301574250892	5.868334058127794	1238.538509823574	1.4346799397545965e-11	6.98206592014709e-8	1.3423700976813215	1.9100864519155967	1.1626001564860455	1.6451354289073286	128.61813611779715	121.79198842521774	102.59749019034251	107.6989674054667
ENSMUSG00000022952.18	Runx1	4.884936897160595	6.167162831255541	1233.2148468961493	1.464789560724015e-11	6.98206592014709e-8	4.229732194580768	4.589909235200166	5.514898178203036	4.469284581864909	119.51472911249301	157.46390660368226	133.68353713016046	144.87892476940814
ENSMUSG00000087523.4	Gm12319	-4.466772509211285	3.5415802798727487	875.3968317553508	7.627875038381355e-11	3.0299190964957133e-7	19.654324449069918	21.866213561481533	22.50674661915293	24.868963900315784	1.1054137077869322	0.8457776973973454	0.879793781315602	1.1778774371496596
ENSMUSG00000087410.9	2310065F04Rik	-4.1544980463056955	5.283014527563924	785.5088523387986	1.2837782292805516e-10	4.054937439904822e-7	66.10539537638206	77.1161769019655	69.78581964958545	81.68097404524886	3.663037580705716	3.3831107895893817	4.579439425822236	4.91635799853771
ENSMUSG00000042734.7	Ttc9	4.072848471033069	5.161275047413743	758.7164969634682	1.5165264785178228e-10	4.054937439904822e-7	4.179076719196567	4.0767516809541835	3.2493183860763835	4.496703505680031	54.44704380315242	68.25923534289164	70.74444354373661	76.28036707106166
ENSMUSG00000027333.19	Smox	-4.35289911486887	7.72398284787692	748.6397115229972	1.6170396751373974e-10	4.054937439904822e-7	362.61722053780153	349.4602944415132	447.9587833722001	452.22031048280945	23.885605999631355	19.328507966992277	18.272640073477888	17.386495213578673
ENSMUSG00000023019.13	Gpd1	-3.4358728781055787	7.563708918369867	722.9466821533459	1.912036352160643e-10	4.054937439904822e-7	310.3914254166905	361.80458449643044	335.81258366193083	377.28439169608066	34.679645734491984	29.253958004096418	35.77828044016781	28.26905849159183
ENSMUSG00000022235.16	Cmbl	-4.191753990983025	4.679043355102369	720.2120508014822	1.9471165017154912e-10	4.054937439904822e-7	45.53927237039653	47.72365254487625	42.89696474829281	57.90876709753796	2.947769887431819	2.2139475020106985	2.3235579352694105	3.1239358115708367
ENSMUSG00000121135.2	Hmga2-ps1	-3.406583754260799	2.9308660099151065	713.1272483767945	2.0416753777895298e-10	4.054937439904822e-7	14.563449172957734	12.857447609163195	14.517596825864208	13.57236728848546	1.4738849437159094	1.2935423607253518	1.1730583750874692	1.2803015621191953
ENSMUSG00000031508.15	Ankrd10	2.741022368356639	6.410936541916774	686.484292821576	2.4506798779320357e-10	4.4928502715964775e-7	20.46481205521713	22.179809844631855	21.28452594182145	24.567355738349438	131.11073565496378	150.59818176598614	156.12955796116105	153.8666417354849
ENSMUSG00000025161.17	Slc16a3	-4.746561349177063	6.756184944110628	669.1760603689387	2.769796399618689e-10	4.500516273020878e-7	162.60407598328462	197.7937284088121	213.14336202244166	259.958816691173	7.86794462601287	6.268705286592089	7.963261661651474	8.936504903591983
ENSMUSG00000049382.11	Krt8	7.8991485203423615	5.46591033510159	666.0560801724733	2.832532375081323e-10	4.500516273020878e-7	0.557210229226209	0.2850875301366562	0.3577231250726294	0.24677031433609928	73.91099497163604	112.91132260254561	102.43957848600381	62.29947401272004
ENSMUSG00000046345.6	Smco1	-3.7053576456956887	4.518018861548641	631.4979489910999	3.6561757569837756e-10	4.6780483724308344e-7	43.6903475188732	39.57014918296788	42.09208771687939	44.66542689483397	3.121168116104279	3.5074898627360502	3.947792608467445	2.432572968026471
ENSMUSG00000023243.10	Kcnk5	4.254003494364267	3.8092013545290753	626.869241150198	3.787276979167257e-10	4.6780483724308344e-7	1.418353310757623	1.4539464036969467	1.1029796356406072	1.562878657461962	28.26391127361097	31.990297613323126	21.701579939118183	24.095275399083256
ENSMUSG00000044734.17	Serpinb1a	3.790413977825206	4.034365395026931	626.2076763520283	3.806474609349475e-10	4.6780483724308344e-7	2.2035131792127354	2.423244006161578	1.9078566670540233	2.2483517528400156	25.034369264586402	30.62212780870977	28.649694930020885	37.46162370760766
ENSMUSG00000040111.18	Gramd1b	2.682729627830973	4.496019074765543	625.7002841879669	3.821277933001345e-10	4.6780483724308344e-7	5.268169439956885	6.414469428074765	6.73711885553452	5.840230772621016	36.91214792864991	40.696832733589915	41.711248760321745	36.41177642666992
ENSMUSG00000027107.4	Chrna1	4.853410700602055	7.054835416235753	619.5404138828862	4.006651037030476e-10	4.6780483724308344e-7	10.713633043758472	9.208327223413995	7.780477970329689	7.8143932873098105	183.7587728356394	292.29082189467084	282.4589214321193	269.0937823262125
ENSMUSG00000033044.13	Dhrs7c	-6.359117463405674	5.562738072161837	612.8639329761904	4.219964476223268e-10	4.6780483724308344e-7	82.89768546624464	86.4955566434615	87.6421656427942	116.33849374756325	1.278811936459392	0.6218953657333423	1.5114405986703932	1.101059343422508
ENSMUSG00000001473.8	Tubb6	3.5903961838909675	6.204852166114966	609.923013893577	4.3182588928577337e-10	4.6780483724308344e-7	10.662977568374272	9.322362235468658	12.341447815005713	12.859475269292284	111.53841059355986	147.68771145435412	143.02288650104916	142.13907942647307
ENSMUSG00000000794.10	Kcnn3	5.344531141064054	5.428570419193281	595.0903882718898	4.858239746433719e-10	5.034192516380645e-7	2.254168654596936	2.4517527591752435	2.1761490108584955	1.3709461907561071	61.70809462881168	91.64250109446532	86.78376094156721	95.6129206590615
ENSMUSG00000025777.9	Gdap1	-4.096160568880627	3.688532004063514	587.4021010305319	5.170101580248765e-10	5.1341262900862e-7	22.085787267511556	25.828930230381054	24.20593146324792	25.11573421465188	1.885705736813002	1.2189149168373508	1.4212053390482802	1.1266653746648918
ENSMUSG00000021728.9	Emb	3.8564026523046344	4.373709226513944	556.3454474552515	6.703669572232322e-10	6.182438000229069e-7	2.8113788838231453	2.3662265001342466	3.159887604808226	2.330608524285382	44.23822309006134	43.33366908429929	30.386723677746563	36.66783673909375
ENSMUSG00000050821.15	Fam131a	-3.2044515099074466	4.927575729303627	553.2657798345065	6.883915688425801e-10	6.182438000229069e-7	48.224012565759175	52.31356178007642	53.06226355244002	65.80541715629315	5.201946860173798	5.572182476970746	6.948114990902703	6.0686294044449856
ENSMUSG00000031608.14	Galnt7	2.4050877594887257	3.825138100641467	551.2678568644446	7.003978769193339e-10	6.182438000229069e-7	4.407026358425471	3.991225421913187	4.859072448903215	4.661217048570764	24.79594670016177	24.428049966005684	21.83693282855135	23.890427149144184
ENSMUSG00000023034.8	Nr4a1	-3.836987687140997	5.170516640353807	540.4997546816684	7.696337726541613e-10	6.55095775130951e-7	51.51661846573223	73.09644272703865	73.24380985862086	71.2069451478722	4.573378281236131	3.7313721944000533	5.459233207137838	5.04438815474963
ENSMUSG00000132710.1	Gm30020	-5.357543926620273	1.9321272246024794	533.8475894969438	8.16540923904423e-10	6.55600934084186e-7	6.281278947640901	6.785083217252418	7.065031720184431	9.432109792402017	0.17339822867245994	0.14925488777600213	0.1579117043386978	0.23045428118145517
ENSMUSG00000024048.16	Myl12a	4.227375236053355	9.675619765120866	532.6641084	8.252434868680225e-10	6.55600934084186e-7	106.35117056912961	67.02407833512788	69.5473375662037	88.59054284665964	1548.2727838163948	1515.0117383703096	1508.5079527326745	1638.6067572938732
ENSMUSG00000032380.10	Dapk2	2.6837814259781028	6.352435528059982	522.5424688574764	9.044297490654813e-10	6.953314261121812e-7	19.502358022917313	21.467091019290212	22.119213233657582	24.868963900315784	148.8407045367228	122.9362758981671	137.67644736843894	155.73588201617892
ENSMUSG00000028033.17	Kcnq5	2.477749467617356	5.84446698589562	513.8869872083058	9.79511035307023e-10	7.295214532647587e-7	14.436810484497233	18.41665444682799	19.406479535190144	17.630368013123537	93.0064749041907	101.04555902435344	96.16822794226695	99.04412884554095
ENSMUSG00000021260.9	Hhipl1	3.845125157870419	4.3724266688690046	499.97668347016935	1.116581700050718e-9	8.064088381002655e-7	2.48211829382584	2.5372790182162404	2.5040618755084054	3.2080140863692903	30.019568338919626	43.78143374762729	46.17789411161634	34.44011202100636
ENSMUSG00000031880.8	Rrad	5.708522026827961	6.672324529228429	495.0793411039497	1.1702731337827067e-9	8.071496975597535e-7	2.7607234084389445	3.535085373694537	3.0704568235400687	5.9224875440663824	172.55291230768168	219.87732550868049	208.80439076556954	198.8564386283534
ENSMUSG00000024052.18	Lpin2	4.158597722104581	5.730219419496388	493.75346515527207	1.1853413088822796e-9	8.071496975597535e-7	5.014892063035881	5.473680578623799	6.796739376379958	5.209595524873206	134.3619524425724	87.83650145617726	96.61940424037752	82.78429900662717
ENSMUSG00000055489.9	Ano5	-2.9872830704705358	6.759040852581536	488.267421874382	1.25023015213408e-9	8.240738433431815e-7	175.01466745241382	193.60294171580324	186.85071232960343	213.75793006269222	21.306307348128513	21.318573137338973	29.349018192092263	25.017092523809076
ENSMUSG00000143426.1	BC023105	-2.711437042137886	5.589575965917392	482.51955906036136	1.3228689219385252e-9	8.240738433431815e-7	75.88190212553282	89.43195820386906	83.61778048572712	85.05350167450888	14.392052979814174	10.174208183397479	13.467612498600369	12.931045777403872
ENSMUSG00000079278.4	Tmem233	-3.852618503530927	6.211798507501968	477.192986133781	1.3947727587013424e-9	8.240738433431815e-7	105.945926766056	161.50208582241575	127.20038122374247	159.71523122308648	10.447243277515712	7.68662672046411	10.534966560881696	9.679079809621117
ENSMUSG00000027215.14	Cd82	3.531661220329165	5.428024158906888	470.38296677687885	1.4936937416058053e-9	8.240738433431815e-7	5.344152653033186	5.872803120815118	8.346872918361353	7.8143932873098105	77.33560998791714	74.9508294781824	90.30293606682962	73.89900616551995
ENSMUSG00000071042.13	Rasgrp3	-2.1385648543296387	4.21337244453273	469.21815012488696	1.5114501976707202e-9	8.240738433431815e-7	28.645671329765563	31.38813706804585	28.28993714116044	32.381749025659246	7.586172504420122	6.243829471962756	6.880438546186118	6.6831741542622
ENSMUSG00000020190.14	Mknk2	3.242481070040307	9.806364089062228	467.7106088924203	1.5348106069229008e-9	8.240738433431815e-7	165.99799283402606	166.06348630460224	148.51471742598662	203.88711748924825	1685.0623114603816	1737.1776388248888	1402.1205816382032	1653.7143157268797
ENSMUSG00000029994.18	Anxa4	1.8435415625620089	4.993496144734929	466.80752923694894	1.5490130487984579e-9	8.240738433431815e-7	13.499684189889518	13.114026386286186	13.861771096564388	14.943313479241567	50.41553498651773	48.40833526868336	46.92233500349877	53.18372689043137
ENSMUSG00000123692.1	Gm74420	-3.252611350024379	2.7784835648382624	465.9530645913284	1.5625971004921328e-9	8.240738433431815e-7	11.093549109139978	14.45393777792847	11.834673387819489	12.064326478653742	1.2354623792912771	1.3930456192426866	1.4437641539538084	1.101059343422508
ENSMUSG00000022533.15	Atp13a3	3.012645910045917	7.728423124514431	464.9899105592388	1.5780816972405928e-9	8.240738433431815e-7	39.63790948813714	53.6534731717187	43.43354943590175	50.25888735311889	318.29412350688426	400.0528508689444	404.6149041455548	386.1133451039069
ENSMUSG00000059796.17	Eif4a1	2.0858081384175	6.879183214225017	461.26847801533654	1.6396768760175363e-9	8.240738433431815e-7	48.122701614990774	42.07891944817046	41.46607224800229	47.76376528594277	200.27495411669122	182.66310682319727	195.74283693526868	183.10872941428732
