Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_D0-1	CPM_D0-2	CPM_D0-3	CPM_D0-4	CPM_D1-1	CPM_D1-2	CPM_D1-3	CPM_D1-4	CPM_D3-1	CPM_D3-2	CPM_D3-3	CPM_D3-4	CPM_D5-1	CPM_D5-2	CPM_D5-3	CPM_D5-4	CPM_D7-1	CPM_D7-2	CPM_D7-3	CPM_D7-4	CPM_D14-1	CPM_D14-2	CPM_D14-3	CPM_D14-4	CPM_D21-1	CPM_D21-2	CPM_D21-3	CPM_D21-4	CPM_D28-1	CPM_D28-2	CPM_D28-3	CPM_D28-4
ENSMUSG00000026459.6	Myog	6.550123999243342	6.79482903782115	1636.6670338791278	9.793856384189367e-28	1.013759448867453e-23	3.1905805871594075	3.455765320607377	2.306526785786138	2.4652781178471668	27.99294660076166	34.934412017830745	27.892871896323356	37.9167166496177	304.8457998567915	269.03510185528654	255.17811341508798	245.98058595078328	117.70315593713583	99.77953088449804	109.00973371551885	97.3105699578833	110.41027996075266	149.5500889659907	106.96242060573181	115.42290240620767	84.25013353746984	95.36210027281656	87.31319945076972	119.31917143023549	130.8677286539489	127.9344318554382	126.28297273801368	112.43243119486345	122.72080207585043	153.7656273143176	133.48993061624228	132.44887549485532
ENSMUSG00000032511.18	Scn5a	8.21511322958105	6.428343733047118	1623.4016397485818	1.1041928426832077e-27	1.013759448867453e-23	1.1226116880746062	0.748749152798265	0.43636993244602607	0.541158611234744	13.66055794117169	23.823467221328702	14.826964490713639	18.987842552374648	254.4131306307909	211.63388202730812	210.57273187316363	181.40991708338433	65.42180178534473	61.151290165863486	72.29963013286674	54.12337562223391	100.18870326126111	110.61958961611376	93.85525432281628	82.52083567922567	95.23564921439326	89.90211988132226	95.70559570112097	109.76033846995888	111.59942623149358	108.59708587233304	117.71214281933261	118.58176121754606	85.85990618274022	83.20689938688984	76.8868679930057	84.85204759702413
ENSMUSG00000032114.10	Slc37a4	-3.3601212963989835	5.05306385602042	1397.1426318015729	1.005497788332321e-26	6.154316796452693e-23	113.56103497259964	98.60450381466383	97.1234792501298	107.38991996280585	40.84730767983142	46.495800522299085	47.32130812553433	42.98800379093515	10.311512295278924	10.773767413866718	9.318550005293105	10.159934627476991	15.38393869294083	18.365568993708173	15.867370779314832	16.382828437157965	16.777187072161244	23.073442297609994	17.674815139083048	17.94286620266472	22.764661763966814	20.547865137455666	21.02133868477404	21.195673085830755	25.998379345131095	26.03975161659362	25.028646943382498	27.0832194616021	24.19503739239393	27.60011700618333	23.199342075896084	24.582511291845147
ENSMUSG00000038777.20	Sema6c	-4.233278112657095	4.482196511880787	1136.8462052736263	2.0666439346052803e-25	9.48692898180554e-22	100.68054297258574	101.94507695791764	113.20682818885476	90.73426048369207	13.839712799416564	14.964740964658155	14.883772783781506	13.032028584083223	6.936835544096731	5.43103849141642	5.2113218039079925	3.855878804403918	12.178951465244824	12.795352463748333	13.31245514535736	11.879694966211405	10.782253902417253	8.023480963572199	10.882919883390462	9.64582328890404	10.901975633752913	9.58622511483733	11.700937079816644	12.135561845220746	13.46015384535156	13.450097791527487	14.95336283684783	13.694252674626503	13.518368207495268	10.57025757683617	10.287679520190903	12.376022926239282
ENSMUSG00000035606.9	Ky	-6.298225437912979	5.9058882378990605	1101.8041959963125	3.26649482857283e-25	1.199587560845086e-21	379.7381746976576	412.56078319184405	275.0377345645524	285.25071685529167	28.485622460935065	43.192546663879554	51.468313519488724	47.94135402198941	4.733921553741688	5.5635028448656	2.9589708547613176	3.855878804403918	19.430235067907038	20.58558282811246	23.532117681187252	18.012533883786244	12.464285511194344	12.343816867034153	12.511385997328452	15.040944789477487	15.204287857034714	16.46329965374237	18.519759033227032	16.831858038747953	20.14413435074874	22.688548799849396	25.074236464226544	25.251504135696642	25.006951398850106	20.462934539772583	24.823712526452542	22.887165685511
ENSMUSG00000022594.15	Lynx1	-3.487093206328099	5.675789857582039	1056.3850324239922	6.041531377903551e-25	1.6555475460392712e-21	180.14963352313023	198.36092940286346	219.2447217732391	184.8958588385375	65.83941040499143	72.77168348699986	72.3169570753964	68.34443949752242	17.7639234541396	14.880162370791329	18.372117545980718	18.850963043752486	24.91877569533645	24.097241075261056	19.273924957924795	20.199770141103144	19.364928008741384	16.901533864092915	20.772872624135807	19.29164657780808	24.05953243310988	21.131374492271853	27.396331990329315	24.81140555341365	27.888332453553748	31.066555841709953	34.556856799788584	32.840039057304956	34.343962473096084	25.65771924633737	28.947114439403553	32.0420319597154
ENSMUSG00000085348.3	Myhas	-4.308654067789606	4.010581041983093	1053.228673192116	6.311312941005826e-25	1.6555475460392712e-21	56.366923706482865	61.109450086073785	65.01911993445789	53.694959981402924	13.615769226610471	16.716466495638205	18.405886953989345	16.27529361632113	3.515288282481451	3.0466801293311625	2.8706433665594875	2.3869725932024255	5.568665308121811	5.933491521044179	4.571954292344952	4.417359500071388	7.375061669253401	8.023480963572199	6.950769998515806	6.457796947656095	11.152595763264475	10.91996078298861	8.755528780414524	12.800524138109555	14.24379293908778	12.861372972369718	14.17834098249901	12.211435506036372	15.548153223635698	17.029859429347162	13.453119372557335	13.944217612098369
ENSMUSG00000036390.9	Gadd45a	5.493783760250605	9.570865075048427	900.8439684980476	6.1488611056113595e-24	1.4113173452654474e-20	22.097724807363303	27.70371865353581	16.39504174761498	16.595530744532148	162.8069774300298	198.695724514023	287.4499629234138	253.68229397613584	1005.5599308314273	873.9114944887299	797.9946921594366	1057.6124720650746	818.5938002939062	851.032212446908	905.112480640408	754.5965087743309	841.9215137163487	1078.8495941787849	1141.594464556236	916.5575731087844	1001.0185672907609	1111.5019624455736	914.2063184637432	957.3794611866614	1120.2812291218459	1166.3091532760905	1085.9423865052297	947.2148848414428	945.3926691175669	864.6832074179399	1075.791394036481	1111.8076486339344
ENSMUSG00000061825.11	Ces2c	7.010594305670534	5.465939536586906	838.6668658934392	1.7364757482125547e-23	3.2224482003663593e-20	0.5317634311932345	0.748749152798265	0.6233856177800372	0.4810298766531057	0.7614081475407172	1.7016762300949073	1.4202073266967086	1.2973060128951623	90.64756717758836	81.77466086262771	59.665218280336425	78.95370885208023	92.78438024179938	88.92164503986618	111.74394167466632	102.67144313758159	56.28336537061806	107.24877808703904	71.69222769897732	53.17464448671253	35.045048110033314	41.97099430713561	32.76262382348661	36.24044496244004	30.930695993941427	30.2061118752486	29.952315194539707	32.18585501233872	32.0706032550188	35.05350375908063	32.07090376739674	36.15324505507571
ENSMUSG00000025777.9	Gdap1	-5.4770004854904695	3.0291642485579597	838.0547917480222	1.75495490707241e-23	3.2224482003663593e-20	45.96799438537072	36.22793977770067	44.88376448016268	34.63415111902361	9.763939774345667	12.36217731863065	15.622280593663795	16.27529361632113	0.9374102086617203	0.9272504741442668	0.927438626119219	0.7956575310674752	2.2835533997334045	2.1392860586077656	2.5997387152549725	2.4016711845048326	1.2938704682900704	1.8040963113357609	1.4695913711147703	1.1852918448229541	2.0049610360924897	2.625792096672834	1.734966532524537	1.9948868786664242	3.826002634123902	2.717191473035856	3.1000874173952817	3.9251042697974055	2.63872052098256	3.7492793969119744	2.540681986767794	2.7973202504513446
