Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3	CPM_Unloading_4
ENSMUSG00000071637.6	Cebpd	2.782061176100383	3.9470146618560364	783.8567303851718	6.655309194258204e-13	1.0994570788914553e-8	4.0439229860916495	3.634240750153578	4.069846446200313	3.8420198578137432	27.12654366138566	27.973077465804863	23.86869086276032	28.332922538973207
ENSMUSG00000002910.12	Arrdc2	2.505018052436839	5.717751553468607	281.3087861683108	4.069442578659739e-10	2.11739006453683e-6	12.72441284416769	17.559836147938316	19.14335180249777	13.544090205828246	97.18476592736103	105.71691299823232	72.33052167197496	82.31459600796427
ENSMUSG00000044167.7	Foxo1	2.1321372803806646	6.433067530242146	273.5503267173934	4.834728419560932e-10	2.11739006453683e-6	28.133153877378977	33.86297222339362	34.40527597574894	31.900407304271685	173.63229806399335	149.93716554930097	128.41813230954753	110.46111774076002
ENSMUSG00000117294.2	Gm49839	4.44479302082089	4.030800813501417	270.95603153479476	5.126852456505641e-10	2.11739006453683e-6	0.7669509111553129	1.0189460047159564	1.5073505356297456	2.4837300090917127	37.924850986647996	35.58204860302117	23.792433064476743	27.214517701908477
ENSMUSG00000020108.5	Ddit4	5.0634598616863755	4.67287264196169	219.64320558673379	1.8554939382784729e-9	6.130551972072074e-6	1.0109807465229124	1.256700072483013	1.9218719329279257	1.7463726626426106	73.60783886078478	62.525893257994845	35.421747302722586	26.096112864843743
ENSMUSG00000102844.2	Gm38034	2.842955883063414	3.468940702621514	201.29801303846872	3.153646917520556e-9	8.683041179573265e-6	2.405436948623481	2.3435758108467	3.2031198882132097	2.8330045416202347	25.07150247491705	23.010704985011625	14.565239472163647	14.651103365547987
ENSMUSG00000026473.18	Glul	1.3222443699734607	8.599981759743592	184.1507570739574	5.405080940244608e-9	1.2755991018977275e-5	206.97216179677693	249.60780628858546	197.16145006037073	232.84968835234807	608.2174624242917	553.5067023391454	484.38953469729574	570.9083891603101
ENSMUSG00000000078.8	Klf6	1.1831959164327144	5.623728857275371	179.17357896005828	6.3762270917956115e-9	1.3166908944557938e-5	29.283580244111945	27.715331328274015	29.657121788515244	33.802013092482525	61.4270492828072	75.83240316945523	68.36511616122884	67.84989344859373
ENSMUSG00000112734.2	Gm47644	1.9775157310808085	3.8850594226121165	173.37939489644288	7.771382326310139e-9	1.4189237867548655e-5	6.4493599347151305	5.264554357699108	6.293188486254188	5.821242208808702	28.135382062015704	24.039937795842814	16.586071126678497	25.089548511485486
ENSMUSG00000069917.8	Hba-a2	3.39429937684153	1.4253720519232276	170.51692762735667	8.58912703846771e-9	1.4189237867548655e-5	0.5229210757877133	0.47550813553411303	0.41452139729818005	0.3880828139205801	6.725589337533635	4.4845143900501885	4.537338997872968	3.429774833665178
ENSMUSG00000026819.16	Slc25a25	2.5255979130256456	5.777224952985341	162.2156810738176	1.1585759506049279e-8	1.7399704276357645e-5	15.373879628158772	18.069309150296295	16.392437074973483	14.979996617334391	115.00757767182516	125.05178651598969	70.42407671488549	62.92891216550891
ENSMUSG00000020893.18	Per1	1.4396717631298646	6.23603015310063	151.845340033022	1.7190723521946142e-8	2.3665896048545856e-5	36.81364373545502	42.35418892935992	48.98889240796673	34.11247934361899	122.92882733603143	115.71517458916388	94.97908776219802	106.58398097226895
ENSMUSG00000052305.7	Hbb-bs	3.2947017096536473	3.0943624698143335	146.72844345676296	2.1081105381270585e-8	2.6673185169771718e-5	2.3357141385184526	1.1548054720114174	1.0928291383315656	1.6687560998584945	22.119716043443955	15.364975533122777	14.22207937988754	9.879242727405131
ENSMUSG00000025270.14	Alas2	3.315741128891534	3.229448952838404	144.43442572516318	2.3149760822717704e-8	2.6673185169771718e-5	2.1265457082033676	1.2227352056591478	1.356615482066771	2.0956471951711326	24.548401081997767	18.636465538979063	14.717755068730805	9.841962566169641
ENSMUSG00000108268.2	Gm44187	1.669215545052499	2.87940926097128	143.3397686989262	2.4218993798218873e-8	2.6673185169771718e-5	2.9283580244111946	4.279573219807017	3.466906231948415	3.259895636932873	10.835671710470857	11.946452268576321	9.68474038201457	11.92965159535714
ENSMUSG00000036452.19	Arhgap26	1.5726839929947378	4.4928927038820845	133.66192776719254	3.662654523562815e-8	3.652812750480876e-5	11.469402262277178	10.834792516813003	10.77755632975268	12.1081837943221	33.6653110728767	39.55194658765576	24.02120645932748	37.16832075178459
ENSMUSG00000117313.2	Gm49838	4.178773258859766	2.086130321334321	131.796860478813	3.979104177479276e-8	3.652812750480876e-5	0.2091684303150853	0.6792973364773043	0.48988892407966733	0.3492745325285221	12.218153963186104	8.932270465427834	4.842370191007285	5.741144830265624
ENSMUSG00000044468.15	Tent5c	2.720703777617009	3.4027065486970973	131.79147673503113	3.980062318925894e-8	3.652812750480876e-5	3.695308935566507	1.8680676753125869	2.5624959105705676	2.949429385796409	25.48251071221077	19.004048685704486	16.54794222753671	12.004211917828123
ENSMUSG00000067279.4	Ppp1r3c	1.6949165467171567	8.748495708956138	125.28670659651523	5.360155744719014e-8	4.6605143633030584e-5	244.30872660801967	229.059061860147	195.99325339525768	142.38758442746084	777.6649493449308	621.436067854004	659.439310657252	569.9018248069519
ENSMUSG00000032705.10	Exd2	-0.9060836799476562	4.455091963496832	120.00991985803641	6.89677660316712e-8	5.6967374742160404e-5	29.144134623901888	30.73820447559802	27.056942114553934	27.049372130264434	15.28203355028476	14.188709463601416	15.632848648133757	15.732228041377228
ENSMUSG00000028211.12	Trp53inp1	1.2578837483489518	4.786193729155497	116.18091607999989	8.334106410361206e-8	6.275084521240753e-5	15.757355083736428	14.638857601085908	14.922770302734481	19.636990384381352	40.91400180332961	44.66135232713917	33.66781794220026	36.01263575348437
ENSMUSG00000024222.19	Fkbp5	1.7268355802540034	5.483157888190684	116.12708882811394	8.356650088819405e-8	6.275084521240753e-5	27.01758891569852	22.518706704222637	18.879565458762563	14.397872396453522	77.64319246330497	74.0680040651732	63.98029275992303	58.79081426836941
ENSMUSG00000073490.12	Ifi207	1.3080518660339346	3.8540571707600813	111.3019132858692	1.0696821314748738e-7	7.68310817911518e-5	7.669509111553128	6.725043631125312	9.760094718202604	9.00352128295746	18.794285759885657	22.790155096976367	18.950062873469456	21.47337287164285
ENSMUSG00000021903.12	Galnt15	1.1964898008786484	4.989942042417763	106.39381759179157	1.389057526889847e-7	9.500619880453328e-5	22.5553290689767	16.67674961051782	19.97239459709413	17.851809440346685	37.7380290606054	44.29376918041375	42.62810924052083	51.96854476227454
ENSMUSG00000035963.9	Cimap1d	1.4874464575489834	3.269357957849138	105.7614039362459	1.4377451392937846e-7	9.500619880453328e-5	5.996161669032446	3.8719948179206347	5.6902482720022896	4.579377204262845	15.767770557995522	14.96063407172481	12.582536716790585	13.159896916128345
ENSMUSG00000025889.14	Snca	2.8743953597472447	1.3413577679212374	104.39864794615978	1.5495211198120427e-7	9.845418807421132e-5	0.7320895061027987	0.47550813553411303	0.4522051606889237	0.6985490650570442	4.820005691899105	5.80781371826172	4.041663309029703	2.7214517701908476
ENSMUSG00000038594.10	Cep85l	1.0114580112978282	7.632422268792256	101.8696373619823	1.7846927562552123e-7	1.0840249376191228e-4	140.7006307919474	135.62171322769382	143.72587357229625	106.06303304449455	264.20356780944627	244.62658414577052	290.8091137544297	261.0729691321439
ENSMUSG00000031762.8	Mt2	2.343957668258534	2.5126578281103686	101.35625155454888	1.837330402744276e-7	1.0840249376191228e-4	2.23112992336091	1.6642784743693955	1.8465044061464384	1.6687560998584945	13.750093756735431	7.204629675818335	6.55817065238782	10.214764178524552
ENSMUSG00000031765.9	Mt1	2.155515934049913	4.256546047959971	99.51336553624051	2.0416400028797559e-7	1.1630307878473644e-4	9.482302174283868	6.079711161471874	5.087308057750391	7.257148620314848	45.771371880437236	26.61301982292079	26.537713802685598	25.574190607546868
ENSMUSG00000048489.13	Depp1	2.330266711614545	3.2187980784740775	96.05762749322587	2.4999329859433806e-7	1.3517796089549837e-4	1.56876322736314	4.347502953454748	3.6553250489021334	2.677771416052003	17.00079526987669	12.424310359319374	14.22207937988754	18.080878199213167
ENSMUSG00000029657.16	Hsph1	-0.9292985990855857	5.339919008112584	95.81311743749151	2.5366324381116525e-7	1.3517796089549837e-4	56.440614780020525	54.71740045324686	47.971430796416655	52.89568753737507	29.629957470356516	27.45846106038927	30.846279405707826	23.411941255888387
ENSMUSG00000044471.15	Lncpint	1.1669261685952115	6.8501147791501404	94.82231605728863	2.691861022270272e-7	1.389673252747028e-4	70.76865225660387	67.04664711030993	75.48057807165951	70.94153838468205	172.17508704086106	196.25264203670457	125.02466028592826	144.7215859161763
ENSMUSG00000041040.13	Fam117b	1.139362890074565	3.9822867943662286	93.14885294747319	2.9796814166893373e-7	1.4626482932528952e-4	8.610767047971013	9.476197843858396	11.531231597567555	9.702070348014503	23.128554444074002	21.136030936711954	24.21185095503643	18.118158360448657
ENSMUSG00000074794.11	Arrdc3	1.4950373469025846	6.434906811735743	92.98193511552962	3.010293097493852e-7	1.4626482932528952e-4	39.14935787397347	51.62659757227513	49.139627461529706	41.17558655697355	105.55438821406955	177.32210998034515	113.58599054339138	114.04001321936717
ENSMUSG00000120700.2	Gm57098	2.4699162407938013	1.9641939126792582	89.00416599234336	3.859566360073486e-7	1.8217153219546854e-4	0.9063965313653697	1.3585946729546086	0.7159915044241292	1.7075643812505525	8.257529131082963	7.461937878526133	5.033014686716234	5.25650273420424
ENSMUSG00000047731.18	Wbp1l	1.1274418507847443	6.038231487958237	88.33461045601234	4.028317785037106e-7	1.8485502724670277e-4	43.785924745957864	41.74282132653035	40.133208011141974	39.23517248737065	111.7568761586839	93.21908600956786	69.43272533719896	85.8934914865714
ENSMUSG00000066170.10	E230001N04Rik	4.532057931066396	1.07059915575988	87.47165977379092	4.2585456293834516e-7	1.9013830756058007e-4	0.10458421515754265	0	0.33915387051669277	0.23284968835234807	3.2880658983497772	5.5872638302264646	2.821538536492434	3.9144169297265616
ENSMUSG00000114019.2	Gm47155	-0.9549763934808353	3.6404207068675376	83.43324566675022	5.560104946643252e-7	2.41718246627754e-4	17.814177981834767	15.182295470267752	16.88232599905315	15.523312556823205	9.154274376087448	9.189578668135633	7.663908727499719	7.71699337574665
ENSMUSG00000021453.3	Gadd45g	1.6385303489627006	4.074818094594753	82.28511900638763	6.010481081088707e-7	2.54597813998937e-4	6.414498529662617	8.79690050738109	6.896128700506086	10.55585253863978	34.0389549249619	25.179445550691632	21.466570216827574	20.951450614345976
ENSMUSG00000109873.2	Gm45407	1.4834105261386956	2.670243661171998	81.39697318618475	6.387933616571844e-7	2.6382165836441715e-4	2.370575543570967	4.279573219807017	3.5799575221206457	3.027045948580525	9.116909990878927	8.491170689357324	9.570353684589202	9.953803049876115
ENSMUSG00000001506.11	Col1a1	-2.136171672543464	4.681272036445054	80.26559548409503	6.909128092561015e-7	2.7838730753440967e-4	39.84658597502376	36.00275883329713	56.487961322724715	34.34532903197134	11.993967651934982	5.219680683501039	12.696923414215954	8.015234665630578
ENSMUSG00000040170.14	Fmo2	1.00849885014672	4.227370666862686	77.90058578687828	8.165845118930017e-7	3.1951200362474134e-4	13.909700615953174	9.883776245744778	12.058804285037965	13.738131612788536	23.614291451784762	27.826044207114695	23.678046367051373	24.6049064154241
ENSMUSG00000121069.2	Gm56730	0.8515339800321878	5.1592751515617765	77.64542893662383	8.316595735995083e-7	3.1951200362474134e-4	26.94786610559349	22.892320239285155	25.13507018162601	26.777714160520027	53.39370646297536	46.756576263474095	41.903660156826824	41.53009961633705
ENSMUSG00000027947.12	Il6ra	1.2415526745716194	2.765160186520111	77.0468643261685	8.683035774900376e-7	3.2343363771898697e-4	3.6255861254614787	3.600275883329713	4.597419133670725	4.191294390342265	11.43350187380718	9.520403500188515	8.350228912051934	8.537156922927453
ENSMUSG00000028967.11	Errfi1	1.257657625114178	4.656554139038981	76.84588058490624	8.81023831558984e-7	3.2343363771898697e-4	15.234434007948714	12.838719659421052	15.374975463423405	15.911395370743785	46.21974450293948	37.27293107795813	30.50311931343172	27.885560604147315
ENSMUSG00000024085.14	Man2a1	0.9577463674241907	4.431419535449251	75.1013257886879	1.0009708266918509e-6	3.5947908819455166e-4	14.467483096793401	11.92166825517669	17.37221492313282	14.747146928982044	28.84530538097759	25.91461184414248	28.139127566640763	30.681572696809145
ENSMUSG00000104030.2	5330406M23Rik	1.27952150257038	4.345611975801694	74.41417913790299	1.0533241049832796e-6	3.6675617955400094e-4	12.410660198695062	10.698933049517542	14.093727508138121	10.090153161935083	31.647634271616603	33.119241519960816	20.70399223399178	29.339486892331468
ENSMUSG00000059824.13	Dbp	-1.0267332858085256	5.1434211839885045	74.25831707939759	1.0656353885346273e-6	3.6675617955400094e-4	50.23528468067299	49.92835423108187	44.579892091249725	44.47429047529848	25.893518949504493	17.460199469457702	22.839210585932	26.6925954446116
ENSMUSG00000034842.17	Art3	0.7726670381892097	6.70181057429697	73.60697579559968	1.1189165001358926e-6	3.7723470576010097e-4	81.74999484814585	74.48495294473642	78.34454408935603	72.68791104732466	121.09797246081395	152.76755577908676	133.14611580312945	117.95443014909372
ENSMUSG00000029661.17	Col1a2	-1.616106743817794	5.31392490958741	72.78234347990602	1.190850711142594e-6	3.93457074961513e-4	60.728567601479774	47.958391955297685	76.1588858126929	54.64206020001768	26.117705260755617	12.7918935060448	21.237796821976836	17.969037715506694
ENSMUSG00000028834.14	Trim63	0.7958302504877688	7.3603782268244515	72.35561921448706	1.230166176514019e-6	3.984773575688548e-4	128.9523372892501	129.64389666669354	122.6983336002613	98.92230926835587	221.085067278814	216.91081488267346	195.3343503033884	200.45542696323545
ENSMUSG00000007659.19	Bcl2l1	1.1782787288578997	3.272758917916922	71.41207211077311	1.3225466687289427e-6	4.201629032192718e-4	5.5778248084022755	6.860903098420773	6.443923539817162	4.618185485654903	15.169940394659198	11.46859417783327	14.10769268246217	12.526134175124998
ENSMUSG00000001542.8	Ell2	0.7910289760557369	5.824177705280296	71.06914623660525	1.3580907650303892e-6	4.231790020473408e-4	46.40053012489643	36.78395077024603	43.03485779222924	39.58444701989917	79.62350487935653	72.70794642228913	71.49168589085559	63.07803281045088
ENSMUSG00000045730.5	Adrb2	0.9093176141630622	4.2958295720578	70.83241166033571	1.3832727669828331e-6	4.231790020473408e-4	14.362898881635859	10.766862783165273	14.28214632509184	15.01880489872645	27.537551898679382	25.804336900124856	24.707526643879692	24.120264319362718
ENSMUSG00000053205.10	Styx	-0.7621010609614286	6.009906237975792	69.97238025980646	1.4794101831926614e-6	4.364408703389204e-4	76.2418928498486	75.74165301721943	88.40610891468458	83.55422983710089	46.33183765856504	49.58696649325987	41.44611336712535	53.60887185663615
ENSMUSG00000056749.8	Nfil3	1.6787606932671049	3.3140961226154957	69.78048107434786	1.501902145129429e-6	4.364408703389204e-4	4.810873897246962	6.487289563358257	3.8437438658558514	3.609170169461395	20.475683094269066	14.40925935163667	13.154470203917429	12.227892885241069
ENSMUSG00000021250.14	Fos	3.1288838528334413	3.4582647007999516	69.61663011567093	1.521419910394782e-6	4.364408703389204e-4	2.7889124042011377	2.207716343551239	1.884188169537182	2.0568389137790746	29.517864314730954	18.59970722430652	24.17372205589464	6.225786926327007
ENSMUSG00000048546.9	Tob2	1.1337085716715263	6.357201402160633	69.52635611032936	1.5322984551850715e-6	4.364408703389204e-4	44.58773706216569	59.50644667541186	59.42729486720272	41.60247765228619	132.00837294170185	121.67002156611576	96.38985703044423	100.09723291729351
ENSMUSG00000019944.15	Rhobtb1	-0.7435737438050177	4.938815770034288	68.92398044584397	1.6072338634593815e-6	4.5002548176862684e-4	36.11641563440473	33.964866823865215	40.962250805738336	42.22341015455912	23.726384607410324	21.246305880729583	23.98307756018569	22.554497547472092
ENSMUSG00000103976.2	Gm37677	0.6323305897264448	5.5371478426897855	68.45416644199359	1.6686274703152363e-6	4.594287634934617e-4	38.55671398808073	37.83686164178585	35.19663500695456	33.84082137387458	58.88627108862783	51.86598200295751	56.20199733499795	58.52985313972097
ENSMUSG00000028150.15	Rorc	0.5977248571644954	5.0716912643175105	68.22190398455241	1.6999775394085053e-6	4.603873598529263e-4	28.098292472326463	25.84726365296143	26.79315577081873	26.079165095462983	40.764544262495534	41.500137265300516	38.05264134350607	41.34369881015959
ENSMUSG00000052684.6	Jun	0.9288248698086943	6.782353297791406	67.71719112924279	1.7704790017858824e-6	4.7174698563714156e-4	89.14061271927886	66.43527950748036	63.94934647409196	83.55422983710089	148.33660927782518	158.46509455333083	142.8689850842858	127.31175061920199
ENSMUSG00000024210.4	Ip6k3	1.2816651368019523	3.528328030434671	66.23828195016938	1.997353491629229e-6	5.237504711383312e-4	6.623666959977702	7.4722707012503475	5.991718379128239	6.6362161180419195	21.63397903573319	14.446017666309213	16.624200025820286	12.339733368947542
ENSMUSG00000120860.2	Gm56662	5.80071119676115	-1.145426875798716	65.50548936502088	2.1221223449413837e-6	5.477728302879947e-4	0.03486140505251422	0	0	0	0.7846520893789241	0.7719246081233931	0.4575467897014758	1.0065643533582587
ENSMUSG00000019997.12	Ccn2	1.4827233553751795	4.310789146361874	64.71425252695698	2.267078967573454e-6	5.71800766684977e-4	7.704370516605643	12.193387189767613	12.247223101991683	9.546837222446271	30.82561779702916	19.518665091120084	35.99368078984943	30.234210761983253
ENSMUSG00000117545.4	Gm30794	-1.3161607301276175	2.586845887781771	64.6234554231139	2.2844340557632255e-6	5.71800766684977e-4	7.9832617570257565	8.083638304079921	8.403479236135832	9.391604096878039	3.8858960616861	4.116931243324763	2.3639917467909584	3.2060938662522314
ENSMUSG00000050211.15	Pla2g4e	0.6808625064184567	4.901863509037197	62.945158471825835	2.6346161545672267e-6	6.496098339320983e-4	25.588271308545437	20.480814694790723	22.271104163929493	23.323777116626864	38.6721386908184	37.38320602197575	34.39226702589426	36.49727784954575
ENSMUSG00000031824.16	6430548M08Rik	1.1540055308830814	4.126906922838219	62.523974540078	2.731996144325786e-6	6.637143574156174e-4	10.284114490491694	12.329246657063074	10.438402459235988	10.090153161935083	31.386083575156963	18.30564070692618	24.364366551603588	22.032575290175217
ENSMUSG00000022637.12	Cblb	0.5799536907783375	5.464685470661206	62.242659251412746	2.799356227761449e-6	6.702226794582484e-4	34.826543647461705	38.04065084272904	33.72696823471556	34.77222012728398	53.58052838901796	55.06395537946871	53.53297439507267	49.172532669612714
ENSMUSG00000140427.1	Gm32574	1.740491638166329	1.926083697536101	61.712978863676376	2.931467228075015e-6	6.86830155813609e-4	2.1614071132558816	1.5963487407216652	1.2435641918945401	1.8627975068187845	6.725589337533635	7.020838102455623	5.261788081566972	3.988977252197544
ENSMUSG00000032942.15	Ucp3	1.1141450248689568	7.51407749320973	61.63362879384685	2.9518729456880293e-6	6.86830155813609e-4	128.15052497304228	127.30032085584683	118.70385468084247	87.7067159460511	285.800182459971	282.8184730905422	240.40270908898376	190.91170568694974
ENSMUSG00000015202.14	Cnksr3	1.3750579672460528	2.28595744535315	60.204893107809276	3.3489329005154557e-6	7.669937206293884e-4	3.5907247204089647	2.2756460771989695	2.2610258034446185	2.561346571875829	6.725589337533635	8.41765406001224	6.443783954962451	6.188506765091517
ENSMUSG00000021025.9	Nfkbia	0.9820625853612804	3.4955442428745402	60.07084311227265	3.3892579664615835e-6	7.669937206293884e-4	8.610767047971013	8.151568037727651	6.632342356770881	6.713832680826036	16.85133772904261	12.718376876699715	16.090395437835234	13.905500140838166
ENSMUSG00000054659.14	Pm20d2	0.9855198565846346	3.121832697912109	59.13166712997616	3.6880656365274836e-6	8.233357339923518e-4	5.194349352824619	5.196624624051378	6.293188486254188	6.519791273865746	11.73241695547534	9.998261590931568	10.86673625541005	13.30901756107031
ENSMUSG00000022462.8	Slc38a2	0.6537252025963367	7.0689502761592236	58.780585513471266	3.8075067632690948e-6	8.386668230560727e-4	115.35638931876956	103.42301947866959	99.48513535156322	98.92230926835587	149.27071890803816	173.09490379300277	180.08279064667252	153.9297857413426
ENSMUSG00000024042.8	Sik1	1.2329063327334042	4.679714471508781	58.603631356752835	3.869399741763063e-6	0.00084108531228849735	12.863858464377747	18.68067675312587	16.806958472271663	12.651499733810912	45.21090610230944	27.973077465804863	31.53259959026004	38.77136768491071
