Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3	CPM_Unloading_4	CPM_Unloading_5	CPM_Unloading_6	CPM_Unloading_7	CPM_Unloading_8
ENSMUSG00000045193.14	Cirbp	0.9309881011532668	5.147602177499215	239.42772098767776	1.3188917092820559e-11	2.1745886502642537e-7	23.91619922281269	19.908159230103816	25.05326436891537	25.05400494932094	24.838132615218036	23.1244942084062	25.053259622073163	43.56182865013235	46.31156042260898	47.506574181131114	45.602734200482566	48.42285118690444	40.72374111905251	46.73638504485524	44.922267211661534
ENSMUSG00000031167.17	Rbm3	1.1544857136328155	7.33668691915801	168.63824702059605	2.205977540116126e-10	1.8186078840717344e-6	114.116273173367	93.93981257703506	111.03717500963486	80.99519920639251	94.956869465002	86.23082962006339	102.58680623787264	214.82512129933318	208.92268441536734	177.1396708935011	255.7347129162721	221.0576149738397	244.79924695120854	218.24628670405644	199.11863840751815
ENSMUSG00000041920.15	Slc16a6	-1.6663419002214765	2.6989400386439044	133.90118045305167	1.345554602235969e-9	5.939340078137299e-6	10.479409874512012	12.536916599715523	8.277266349509057	12.080747933578419	9.215000160016926	12.45755384899759	6.234715294077568	3.1796955219074707	3.9186704972976827	2.9925401058980228	3.2405043682513455	2.6970315684070436	3.9284820372838096	2.879971835196485	2.8110866598708446
ENSMUSG00000037818.18	Abhd18	-1.4834492353652111	3.922067510001049	132.72284620511414	1.4408879374423335e-9	5.939340078137299e-6	24.269798942504814	19.124601942621595	18.27088893202668	30.122181523038535	24.070215935216627	28.394013906339474	16.845171138585723	8.854229068696187	8.440213378795008	8.173375164233974	7.747751353182762	7.348792438687082	10.620605507773089	7.9830798238779765	6.614321552637281
ENSMUSG00000002910.12	Arrdc2	2.2877413517750154	6.168624984421825	121.2801091651239	2.8853550639953138e-9	9.514746859030947e-6	25.74848867939915	35.05693345476007	23.060076485421554	18.90206734726122	22.719741773834837	24.556985000077383	13.72781349154694	120.77951143983915	108.6266423166994	77.89955963165791	92.97301623819314	80.58928273671322	143.91491463328654	99.76323488763965	189.61055117560207
ENSMUSG00000021815.5	Mss51	2.589158270575779	8.155891797810702	118.39905918498145	3.468038706467956e-9	9.530170365373944e-6	89.8786196599251	56.50318661955121	90.30248438828944	45.74109046091037	72.1576880346153	65.99689718770797	122.34913774341209	377.5521544320286	314.3157384895414	307.5770127593311	440.97372625776717	552.6935242523682	587.0568244436381	793.1543485774461	360.72856167695574
ENSMUSG00000029657.16	Hsph1	-0.8942961095641353	6.1234883152472674	109.87643165576118	6.120798627920932e-9	1.4417103968165761e-5	87.59629419645778	101.5432203296403	94.59337497081086	104.39168728883726	81.29324853808035	76.79173851065865	101.07102683151433	54.91089574370978	57.32768307934791	51.22854593784178	41.596292436099084	43.49891281889525	46.981904364493	55.17419726376424	47.209720081948596
ENSMUSG00000031799.11	Tpm4	-0.6826344015632204	4.8238492644910576	102.32465551649878	1.0465973947549327e-8	2.1570372305899162e-5	33.55982794168877	35.463222418639745	32.50003576696867	41.533547644993874	36.780560983515834	37.90984559386946	30.02959201275893	20.814776070332748	21.210146607751092	23.061262191076636	23.773518410716687	23.753672529089556	20.944290861565428	21.877680783159263	20.97291125648738
ENSMUSG00000110344.2	Smim36	1.3425917936455192	2.241514227105018	97.26571293496472	1.5286327177390084e-8	2.8004551388978633e-5	2.860943186599905	2.4087131430008992	3.1281976504833557	1.7531428399652058	2.1978304979350716	2.4301183072993244	3.145957258479507	5.650074350466351	6.796015967341435	5.611012698558793	8.7788209248991	6.309569265539413	6.006923115149081	7.22519249882627	5.677292666013666
ENSMUSG00000030591.18	Psmd8	0.7920947409233191	7.36329401612771	92.12770080848837	2.2860371763896528e-8	3.585023902627078e-5	105.17984389387517	118.81050129452628	137.00398382515158	113.2849027861153	115.95541868021299	108.20421515659096	130.29982972393302	180.14198091421937	208.10058570964057	186.8467228620078	217.70297528524947	202.8712094437555	194.848141046908	188.3855260970192	261.2657013291726
ENSMUSG00000030880.15	Polr3e	0.611515919152783	3.9111786830325137	91.31339087195195	2.4408590475056975e-8	3.585023902627078e-5	11.572354462651301	12.072586355281615	13.038770737855403	10.837610283421272	11.730589284159478	10.973902671909581	11.611442244933452	17.12143742565561	17.647718882935017	19.582434317970186	16.08468531877486	18.35960939227547	16.76456869399021	17.608248852034652	19.732725965367887
ENSMUSG00000051627.4	H1f4	-1.994280494208217	2.0603131072972327	90.49096749340276	2.6091877020575532e-8	3.585023902627078e-5	5.5933046569481295	8.357944399810348	4.927603378637499	6.534441494415767	7.308448402772045	9.362350531279501	6.1489164597554	1.7610621352102913	1.7264072820262517	1.4214565503015608	1.4729565310233388	1.286657261992351	2.1012810897099445	3.132600943547054	0.9094692134876261
ENSMUSG00000005373.14	Mlxipl	-0.5823825166071642	5.706244781864149	88.74783278852624	3.010490418959311e-8	3.818228155984702e-5	69.75558106653702	58.389528237563965	57.05500316501059	62.762513670754366	66.67635173253626	65.22949140645555	63.920131570015435	44.93154364418479	45.10581565420969	45.898083874210926	39.09226633335941	36.99139628228009	42.2768619244903	44.311145604689784	40.07176473972753
ENSMUSG00000069372.4	Ctxn3	1.3793661512011859	6.339703304582883	86.44222900611882	3.651088761848458e-8	3.8771272607552775e-5	51.72199536223874	34.67966513115752	50.63250887375273	29.99468022558652	38.52823342765698	41.15853006783803	58.77220151068533	91.08604710448785	94.54135115858045	138.70423390837337	117.54193117566243	115.4774892638135	94.78604915539424	102.8453100095166	153.34202132864098
ENSMUSG00000047246.8	H2bc6	-1.5505136757953564	3.1263587009098837	85.59116519410937	3.9248804763803894e-8	3.8771272607552775e-5	13.340353061111918	16.68686815934358	10.298137398051402	11.889495987400396	13.21346287312772	16.03878082817554	12.383631753832967	4.060226589512617	4.795575783406255	4.413996656199584	6.1274991690570895	4.008432239283863	4.5908423807793355	6.366253530434336	2.259893197151071
ENSMUSG00000024294.16	Mib1	0.8843985073277723	7.37841176127541	85.2474558285803	4.0418830786283835e-8	3.8771272607552775e-5	138.80396269368978	103.71976835042426	110.70497702905257	125.39752604405672	102.9537948912236	92.54913721904164	128.21205808876027	232.70479381098212	192.50811359102252	194.58992038601892	180.23096113601574	213.9562566239973	253.7525315943205	232.84824916671934	191.92556371902512
ENSMUSG00000047446.19	Arl4a	0.6436454285295979	5.235309408860225	84.8007728467055	4.199792611256855e-8	3.8771272607552775e-5	32.113283633857364	25.65424600497343	30.202333067941073	27.60403089836124	27.77739990763723	28.11263178654692	31.05917802462495	50.043515675559114	44.6673630111554	38.210996477185375	40.62414112562368	45.50312893853718	46.02262386701672	45.422713681432285	51.12319366725899
ENSMUSG00000027470.10	Mylk2	0.8021172565146674	10.313151915991648	84.71012307795384	4.2326716820472464e-8	3.8771272607552775e-5	851.0180890117516	922.943422733224	931.6492365430695	704.9546736121907	894.3846132319876	942.1440776435938	1129.1412592911763	1562.0621139315285	1406.0902229849048	1695.8724780124096	1582.8685473683004	1607.4060713617134	1425.7192193681974	1739.124044796151	1687.2031893852266
ENSMUSG00000019916.15	P4ha1	-0.6536730994496411	5.113972081001465	83.5844926268762	4.665780547914995e-8	4.048915246001181e-5	40.14964089958743	47.18756109059593	39.94680716502197	48.5779943292177	37.601437434551826	37.9865861719947	49.076933232280304	26.73390158034512	30.66428172360914	25.586217905428093	26.572135819661032	28.60338067044534	25.58081326603411	27.83972774023269	26.73288294190901
ENSMUSG00000025512.16	Chid1	-1.0019153025370071	2.6972025103704502	79.79322368148544	6.5317008570466e-8	5.384734186549217e-5	9.09715642480644	9.025419126184092	7.502137728150349	10.168228471798194	9.373879473120667	9.311190145862675	7.092703637299252	4.476032926992824	4.713365912833576	3.703268381048803	5.066970466720285	4.354839963666419	4.636522404468682	5.128370899516548	3.0591237180947424
ENSMUSG00000030421.10	Uri1	0.764209173395367	5.724587857696219	79.02241326560312	7.005449661696461e-8	5.500278762954821e-5	40.27822261583911	45.01101306981198	38.70106473783833	36.11474250328324	35.430086822134044	37.27034077615911	36.550303421243726	63.15364490434684	68.563032057614	50.349487281734234	63.189835180901234	70.44448509408122	59.109950654014526	66.51724422870478	81.60419215566246
ENSMUSG00000039230.15	Tbcd	0.5291902901367317	4.185007960108725	78.15505754970786	7.584912073790612e-8	5.684546830575437e-5	13.276062202986077	15.03269166354778	16.22233471843581	14.05701804408465	14.35209795037119	15.501596781298847	14.185407274598504	22.99164454302325	20.44285448240609	22.518864296882622	20.032208821917408	22.145350951599116	20.00785037593382	20.94295308226216	20.201240408679695
ENSMUSG00000028737.16	Aldh4a1	-0.6215208731214703	6.270693504525268	75.43000642132075	9.783432700886813e-8	6.409644882106602e-5	91.96807254901493	100.26631215744706	94.62105813585939	85.33024331976101	95.14222866362303	105.90199781283371	90.8609655471763	55.13102851061107	71.98844333147561	61.0291147846578	71.20271870966819	56.53868930101004	61.39395183848186	53.75947425700106	62.33998063360637
ENSMUSG00000103114.3	Gm32200	-1.2752378837190532	3.2991143345031073	75.3595660563148	9.848998734018754e-8	6.409644882106602e-5	13.854679926118642	18.28300337458514	13.260236058243606	15.42765699169381	13.319382415196879	11.434346140661031	14.35700494324284	6.824115773939879	7.481098222113758	4.170852772595369	8.189638312489764	4.750734505817912	6.463723352042547	4.95153052367115	4.4095477017581874
ENSMUSG00000031617.17	Tmem184c	0.5676866267368899	3.835959831529913	75.35525486671294	9.853027483209915e-8	6.409644882106602e-5	11.37948188827378	11.898462513618899	10.907167029118957	10.327605093613212	12.154267452436118	10.436718625032888	12.069036027985018	15.800640824247893	16.5515872752993	15.804352434273932	15.61333922884739	17.122438948052057	19.071409890302213	16.193525845271466	17.968906884664612
ENSMUSG00000086584.11	Gm12002	-1.060904913154325	1.7949151959725627	74.84706756602478	1.0341055774394934e-7	6.409644882106602e-5	4.821814359438043	4.2079928401822935	5.038336038831599	5.769433709703677	4.898778820698653	4.578854494806095	3.946746378819745	2.127950080045769	2.877345470043753	1.9451510688337148	2.2683530577759417	2.6970315684070436	2.421041255535371	2.248399064320063	1.6260207150233317
ENSMUSG00000022186.15	Oxct1	-1.1590429370886088	8.306345750994538	74.69115491455477	1.0496143365895093e-7	6.409644882106602e-5	492.757282105505	410.9322663240088	366.5804715725717	496.7131795486873	471.7126806050044	554.0925542569544	347.7998747306298	220.7197876130232	281.4865968408517	179.0287118353492	182.5582324550326	141.1364042770071	240.41396467703126	183.1813664649975	178.7795996331585
ENSMUSG00000024404.8	Riok3	0.5475795310799523	7.8433725601167055	73.2407554576003	1.2070010853381786e-7	7.107512105377103e-5	195.0906089828632	174.5591512668724	193.47764052414314	167.6323308250367	168.2267126913435	168.0618660942796	222.6479750660269	263.107574839682	271.59400908193936	267.70141584824	268.16646603810904	268.1443220809828	275.97586311918764	272.4099675344184	267.24615039968216
ENSMUSG00000055980.3	Irs1	-1.0161842457650383	6.293793469254213	72.85026367569338	1.2537539942876785e-7	7.128239950970773e-5	83.64240642171858	90.86362470766042	135.813607728065	112.13739110904716	120.80123772987706	98.84186462531146	109.47931259508684	46.839360957329276	51.46337897849684	66.75234773718778	41.03656895431022	51.342573435271696	43.6472626351707	65.73409399281802	57.792634566168246
ENSMUSG00000039208.16	Metrnl	-1.0344817395996733	1.5438043069555512	72.31277855865224	1.321443982557984e-7	7.26265612813868e-5	3.825306058487514	3.250311711037358	3.543445126211235	5.418805141710636	4.395660995870143	4.067250640637816	3.2031564813609523	1.687684546243196	1.671600701644466	1.98255782015744	2.121057404673608	2.0042161196419315	2.1012810897099445	2.046295777639608	1.8189384269752522
ENSMUSG00000020799.17	Tekt1	1.3830452016481392	1.6005447123128986	71.69253569628509	1.4046707105455282e-7	7.471035701766022e-5	1.6072714531460142	1.770259056904275	1.2457424271836373	1.2431376501571458	1.9859914137967514	0.9976275156281437	2.316568526698546	3.986849000545521	3.6720408855796465	4.357886529213996	4.3304922012086156	4.750734505817912	3.471681800390343	3.7136478927533627	5.043420183885927
ENSMUSG00000037514.19	Pank2	0.44599734215112097	4.92999540894677	70.81660969203347	1.532343030994927e-7	7.895397467201362e-5	25.780634108462067	26.960174817443797	25.57924450483735	22.9821088657257	24.440934332458685	25.938315406331736	26.797835919957254	32.23722075287728	35.898310150069676	32.37554327068423	35.05636543835546	34.66551584714007	37.023659200215434	34.00387798398657	36.654365270864936
ENSMUSG00000001143.14	Lman2l	-0.7137697314022422	4.128830978045695	69.26588891750302	1.7913769202355876e-7	8.950370503286172e-5	23.048272638113843	20.86584035924875	23.115442815518602	21.96209848610958	21.369267612453044	20.233932432355427	23.709077884359193	15.360375290445319	13.290595742583049	15.243251164418053	13.963627914101252	11.505685131277755	14.00092726078474	14.197755889301972	9.893922655819933
ENSMUSG00000073147.6	5031425E22Rik	0.7274825881072604	4.436343706048042	67.24287912379829	2.2057349439697776e-7	1.0038420170433374e-4	17.390677123039872	15.38093934687321	16.111602058241708	14.598898558255714	16.15273016554691	16.03878082817554	16.273178909771268	26.000125690674164	23.786055885695024	19.937798455545575	30.283986277839844	27.613644315066608	23.296812081566777	31.401798167975713	29.626648621187822
ENSMUSG00000068566.14	Myadm	-0.6623582219325977	5.137561835112966	67.14057999729873	2.2293643146620061e-7	1.0038420170433374e-4	37.09582513861001	48.17426286001798	47.781142873754625	44.912332027472274	42.63261568283693	51.1859656095363	34.433932174630236	26.807279169312213	29.650359986546103	28.859308646254057	25.894575815390297	30.756057243394082	26.49441373982104	27.081840415180984	25.575376670197485
ENSMUSG00000032127.10	Vps11	0.43917524392283824	4.956849167696362	67.0875158545938	2.241732341756454e-7	1.0038420170433374e-4	25.169870956266582	25.131874479985285	26.71425427182689	24.065869894067824	24.864612500735326	28.982358338632995	27.427027371653153	36.199610557100435	34.19930615823432	36.41547241364656	33.22989933988652	35.50679174921199	34.64829796836941	34.231244181502085	38.17014729334431
ENSMUSG00000036890.14	Gtdc1	0.55747957426732	4.759538125551465	67.04082598474898	2.2526779858444618e-7	1.0038420170433374e-4	23.048272638113843	19.879138589826695	24.61033372813897	19.794576429425323	19.701034824863772	19.620007807353492	24.50986700469943	29.669005139028936	31.267154107808782	31.159823852663163	31.344514980176648	33.750009718414745	31.86181652331927	30.062863893717697	35.13858324838556
ENSMUSG00000069763.4	Tmem100	1.6752469624528723	5.336179282682536	64.91005824144035	2.8217820805949365e-7	1.2159721544129574e-4	14.883333656132091	13.378515167751981	20.374809475714603	18.23268553563814	16.12625028002962	12.355233078163932	34.71992828903746	35.465834667429476	59.79397919652828	53.30462063630853	77.21238135624341	48.299134142482096	63.08411271498768	64.19305643187955	73.52920792681778
ENSMUSG00000024966.10	Stip1	-0.46581851429690607	6.130309472183651	64.68949142092484	2.889325281511753e-7	1.2159721544129574e-4	81.19935381293664	75.36660279967873	85.48561366984605	92.62969259888888	74.51439784565412	80.32180510441977	85.0838440361503	59.31355108173551	64.83618459165257	55.51161896440832	57.504222971151144	55.10357158571088	60.54887140022895	59.16573717570323	63.4974869053179
ENSMUSG00000000031.20	H19	-1.263074104108839	8.31914505297778	64.35648794328957	2.9947423510689337e-7	1.2159721544129574e-4	416.7654878007615	529.974932740752	349.25081025219487	515.1371170305034	483.0195917208872	569.4918302674196	381.34721895059766	205.43278991154497	308.39662780830855	183.01253085132595	182.94120115309866	125.25113577317848	177.2156519028202	214.38106134629274	148.60175754925092
