Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_Con_8	CPM_Con_9	CPM_Con_10	CPM_Con_11	CPM_Con_12	CPM_Cast_1	CPM_Cast_2	CPM_Cast_3	CPM_Cast_4	CPM_Cast_5	CPM_Cast_6	CPM_Cast_7	CPM_Cast_8	CPM_Cast_9	CPM_Cast_10	CPM_Cast_11	CPM_Cast_12
ENSMUSG00000025610.8	Map3k7cl	-0.8685947966731845	3.7139502463943215	41.660303249014696	3.961703073179123e-7	0.003669784113096283	16.28010080955453	14.382289684974792	14.258358168603273	22.517423526145546	10.827740401361105	17.520778625907223	22.802291816897874	17.729094070133012	24.665313384974798	14.1257235199586	12.129828546934109	14.49808338308289	6.840433751820111	5.898769664754346	9.096716483973848	9.25292467318796	7.5301772690492195	9.685729205732413	9.820840494862225	12.795425528187174	10.106583100464613	12.762084353339507	8.645047035631652	8.051859757545843
ENSMUSG00000032060.11	Cryab	0.5548716434129402	8.387752267481478	40.20772953449532	5.421857299396148e-7	0.003669784113096283	265.55246402470095	216.99464900990316	221.58259316072653	406.9641152474054	232.9897711364309	296.63227645743274	245.19643266079856	300.71271095879456	262.44106073625125	266.76510049760896	241.32717027679374	297.26647121236493	431.0124733527795	335.5416810967764	459.6714471717522	429.8754587751907	336.7662611991457	441.069424896576	371.21413064954925	345.01950977790415	320.7155703880771	471.15338183276816	437.3543467534308	401.68236088090305
ENSMUSG00000061816.16	Myl1	-0.370820694444191	12.792697775983273	26.263269521077472	1.6421647775237815e-5	0.05107202623131192	7502.190717320947	6998.540777530878	9084.941371165729	7468.534236089442	6852.090599825629	7306.775167094806	7932.61290963119	9459.767274059548	6870.831359802042	9749.780035350428	9138.909020747931	7662.961972128461	4653.319066904827	7059.893316847367	5715.945741432557	6100.440385748554	7158.031127347875	5994.43388944826	6971.978347977608	7002.696477348187	5846.476923409283	6021.521450909133	6412.073902952761	5325.7300967767505
ENSMUSG00000035105.6	Egln3	0.8764202022938293	4.403990449291571	25.170570935755496	2.225906164350344e-5	0.05107202623131192	14.87894459233877	24.316448539545007	7.211756448212466	23.46056168430871	11.858953772919303	14.83466622332911	9.706769060593807	13.501387022639754	9.993704561153583	10.337215296214914	10.437294331082839	27.657882146188896	34.983932616451426	18.187873132992568	29.827654576398462	30.521800137251955	22.411241872170297	32.35131886990826	33.008936107731365	27.818626036728368	24.92957164781271	25.666496784969045	28.131833386440704	19.266950134127555
ENSMUSG00000084843.3	B230312C02Rik	-1.2553554021372897	3.3372363803632767	25.08081898006603	2.28286672100784e-5	0.05107202623131192	14.54533596919216	14.752967254175173	10.514851004645656	18.862763163263285	8.507510315355153	11.904361784152991	15.737601908891733	8.182658801599851	35.82849401179529	8.659447368556997	7.193270417367902	14.163512228088669	4.234554227317211	4.079982351455089	6.607088814675743	15.421541121979935	2.6893490246604355	7.374920715024679	5.524222778360001	5.141019185432347	6.634064804407541	3.2735458006707283	6.094049549707558	3.978002142120863
ENSMUSG00000000031.20	H19	0.7190388921979948	8.413566248423543	24.94210169081754	2.373989759098398e-5	0.05107202623131192	308.7881415845015	270.9653030854787	167.63204873898442	352.32104820882705	236.0189604153831	234.11911508834214	180.58036642903505	230.0009011483025	320.9148640195967	268.4969899713204	187.6597311825097	333.95777454339776	786.454440494975	275.423386930155	537.6638216580333	367.6109864951967	333.479279057894	496.1354995687602	421.4095376232895	379.74995049726937	462.3632196884349	405.3503669700102	338.3614720913208	285.2179608164007
ENSMUSG00000049225.16	Pdp1	0.4191714566513181	6.241367055076824	24.566321566101507	2.6409410033181905e-5	0.05107202623131192	76.3963747005735	45.59334101164689	75.14540115885508	59.71243463870534	66.1265574511696	67.33595409190127	64.21401070854364	60.96080807191889	62.51381151019475	67.38132483658413	61.8480211375652	68.30827747798669	95.24489662058097	122.79272185463631	82.44497781791036	87.45298944589454	79.78402106492626	96.51312909062297	73.72450399268101	75.00175767191857	95.31285293207397	63.193666760774065	76.74250770154983	88.9059514895687
ENSMUSG00000136525.1	Gm72623	0.7326685157733118	5.384149050999821	21.397542691081494	6.702433065084564e-5	0.10370803933581915	24.62031638821976	25.87329433018661	23.782280806318973	37.19501111255979	26.167039303289336	25.090731760445532	30.958275287929357	44.527301645372525	42.10113836400871	33.06826463867703	33.70963979903782	28.21550073784593	56.87332062227578	38.243689993157346	76.65180574127437	34.569954681771684	51.33668471518476	30.72883631260283	31.1675285149447	58.550496278535064	71.057053490958893	35.01270725934779	89.85180033754864	50.03655706474917
ENSMUSG00000062488.10	Ifit3b	-0.6036505364640319	2.807360109248599	20.853195757707162	7.914643079825566e-5	0.10370803933581915	8.34021557866523	5.634299051845795	11.61588252345672	5.481990544323392	7.347395272352178	7.936241189435327	10.051388080496544	9.069113505106502	8.292648465638079	10.98667384885669	8.885804633219173	6.022280789895969	5.928375918244096	5.898769664754346	4.739868062702163	5.847334342084059	6.75325421748065	3.539961943211846	4.364817997716544	5.19814162082604	7.256008379820748	4.886597354624421	5.88146642588055	5.367906505030563
ENSMUSG00000047343.5	Mettl21c	-0.810296501902218	5.637356909842627	20.285021639377444	9.434014764873045e-5	0.10370803933581915	52.10966693550036	26.762920496267526	49.54641834649786	55.3504206572007	44.535527484169776	48.71631130130301	70.47458957011006	72.82566333423868	49.22431076397988	128.97164424544576	104.7255546057974	55.59457358820631	22.54085788695008	31.607574120308705	31.216100776583943	43.11605872020223	37.71064965690522	25.861388640686542	59.197844094030636	40.042827210978615	35.39895516726836	42.41376733042944	35.2887985552833	28.852497464539272
ENSMUSG00000022008.5	Gpalpp1	0.47807204325146824	3.6149971482554992	20.041635964445256	1.0177828086260328e-4	0.10370803933581915	11.142528013096747	11.120327076011437	9.90928366929957	8.606135693238874	11.149994579973042	11.110737665209458	5.513904318443819	12.273988202399778	8.398964471607798	11.257281579124095	10.860427885045656	10.42746766398654	12.052192800825908	16.958962786168748	12.112996160238861	14.90748975124727	18.287573367690964	12.045703834540308	14.526659898650374	12.852547963580868	16.222361592027816	12.335100118469411	11.479488686658422	15.624442148571102
ENSMUSG00000028803.19	Nipal3	0.3180853700845054	3.9918315413298173	19.94214952755947	1.0499725543763065e-4	0.10370803933581915	16.68043115733046	13.121985949693496	12.221449858802805	13.734449428251079	16.177159766319267	13.918946086086573	14.990927365769132	12.68312114247977	14.40581880889692	12.826806414675051	12.835051136872138	15.055701974739923	18.6971855883083	19.46593989368934	14.985643470967446	19.212669981133335	16.55443732957646	17.6014774398589	18.27767536543803	19.021770986099686	18.502821368542907	14.564906678346574	15.164262832993225	18.260467664434323
ENSMUSG00000017707.10	Serinc3	-0.3116566365536572	7.528663344266277	19.934027609976614	1.0526481612077655e-4	0.10370803933581915	181.95014306416067	223.51857422782987	189.5425759633246	184.3245637860134	209.07851108342513	187.72262813472022	208.60938004779115	221.40910940662263	169.09560749483802	245.82006217491173	244.43014967252105	187.3598467967635	131.79235695173412	177.20887201199517	148.6594983302042	161.73341251676456	155.68342687200968	162.1990895924428	186.45956883995362	144.9196185937985	150.76948840641825	188.01539142113182	191.74997769196108	176.9971314560524
ENSMUSG00000042834.16	Nrep	-0.6115599329882297	6.655198782649152	19.874295898850345	1.0725511935447056e-4	0.10370803933581915	123.70207746276269	62.4221026533442	128.54542982119168	109.52191861669745	91.00458004001118	92.2435418248983	120.61665696595854	137.80961198361084	123.27340892188914	181.5777870094295	176.58773652048262	112.86200295138372	58.697436289427806	78.94520067996234	67.3635794365853	77.68601340197392	54.86272010307289	73.55254259784613	125.82951884042225	96.36554850915967	84.2215258372051	68.31747757921521	100.90612277655305	69.49521814548496
