Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Cast_1	CPM_Cast_2	CPM_Cast_3
ENSMUSG00000046598.16	Bdh1	-3.1081492240829243	5.5824173658178395	281.07118720446107	3.5202679543023115e-7	0.005278993824271746	96.86579054473545	81.48808165866284	79.05487843808201	7.489012824868341	11.115830837688186	11.220925564912868
ENSMUSG00000090877.4	Hspa1b	-2.5995204198622357	3.6621643962782375	218.57879374575464	8.754047843680768e-7	0.00656378507319184	24.950279382734887	21.200400762852418	18.82609198153395	2.8989727064006483	3.935418371106998	3.8670986410151693
ENSMUSG00000027560.5	Dok5	-2.667052526211501	1.6684190599585953	173.07704049217134	2.0269353288466648e-6	0.0073536307080140735	5.157788847187212	5.921385451853135	5.110989815299256	0.759254756438265	0.7939879169777276	0.9826234251759856
ENSMUSG00000020908.16	Myh3	-4.719120065105059	5.478306276104056	161.45374368982127	2.5993650156989084e-6	0.0073536307080140735	95.35619380897333	101.61465604423618	60.4861744328581	1.7946021515813537	3.244994095474191	4.6912344169692215
ENSMUSG00000056091.13	St3gal5	-1.5707093381718558	6.471384158405168	146.04520572159228	3.7171305407238983e-6	0.0073536307080140735	155.74006323945778	121.0969346034421	121.26650655292767	46.31454014273417	42.66822023410745	45.01049237902902
ENSMUSG00000040485.6	Lrrc52	-3.5168419486856966	1.0594936576958984	140.61014415827066	4.253744750617415e-6	0.0073536307080140735	4.2352575086659225	2.9146715954717504	4.118207620960551	0.3796273782191325	0.24164849647148232	0.34867282828825297
ENSMUSG00000033196.18	Myh2	-2.2971424550372044	12.170944255704025	138.75312214630188	4.459415301294246e-6	0.0073536307080140735	7221.826917400618	7032.488944800603	8735.343449142654	1405.207996268038	1410.7439224005138	1861.6276252906714
ENSMUSG00000028773.9	Fabp3	-2.312067052378182	8.305123224018537	133.44299375604547	5.1214716959149315e-6	0.0073536307080140735	655.0391835927759	472.63700977097176	451.78943784591337	114.88904928104473	117.61377535404861	85.55163304999952
ENSMUSG00000038370.7	Pcp4l1	-1.549523061431379	5.12963175025929	130.83683033467824	5.492104734904296e-6	0.0073536307080140735	48.76836121364819	54.70378373395928	52.83807456535993	16.531046742451316	15.70715227064635	21.142252406205884
ENSMUSG00000021223.14	Papln	-3.1336473914319303	1.0255440664571664	127.64079948069678	5.994407094581692e-6	0.0073536307080140735	3.8578583247253944	3.0680753636544744	3.78728022284765	0.5176736975715444	0.31069092403476295	0.3803703581326396
ENSMUSG00000001334.11	Fndc5	-1.0467775064954064	6.250832951428112	126.98152636400356	6.105185679754226e-6	0.0073536307080140735	106.25883690058858	96.06143963602159	105.34522173260696	49.38607074832533	49.503420562872236	50.018702094442105
ENSMUSG00000032060.11	Cryab	-2.2476780237910168	9.088715834920494	126.30772081834918	6.221104351694012e-6	0.0073536307080140735	1089.1321116097029	876.1809623524448	733.0777262418795	217.59551087923913	196.184057921062	154.39866787200728
ENSMUSG00000007033.5	Hspa1l	-1.564321389960609	5.134551549351577	125.43823766626747	6.37484657269825e-6	0.0073536307080140735	56.48407786309898	49.24260958665431	51.55113468380976	20.706947902861774	17.605819028636567	14.866141497017331
ENSMUSG00000015243.5	Abca1	1.2943207510785386	4.8053084717986785	114.69337330668748	8.741366564071325e-6	0.008953433423339378	15.892698968162223	14.511996470085663	18.053928052603847	43.65714849520024	38.21498365627585	36.959319798554816
ENSMUSG00000032285.16	Dnaja4	-1.630625134886871	6.521235729080935	113.27913871690563	9.131129096952559e-6	0.008953433423339378	149.36621035512886	139.35198301718623	127.62766653887566	51.560300278125816	35.93658354668759	46.944041699536605
ENSMUSG00000057604.10	Lmcd1	-1.5951232342386554	7.013824974651869	111.52984284796611	9.644280263822291e-6	0.008953433423339378	203.41816014394445	203.0452275666531	175.8695272415564	59.22187100218467	56.0624511813839	77.43706540983655
ENSMUSG00000028033.17	Kcnq5	1.1253488292335252	4.583927358361417	109.91797629921852	1.01499311947699e-5	0.008953433423339378	13.292837923238588	15.217653803726192	16.546369905645072	32.37186188814057	33.62366222331768	32.36317797111875
ENSMUSG00000030541.17	Idh2	-1.4647465382979619	8.199784378955352	103.8269440282518	1.2393538175118192e-5	0.01001913140656904	468.5201202408351	441.6801293516981	384.5376366071915	132.86958237669637	172.60606890820165	163.59095152687942
ENSMUSG00000030246.13	Ldhb	-1.4416721627305897	7.581469933965261	103.11741547410257	1.2694284924300596e-5	0.01001913140656904	273.2789424156021	277.384693628001	289.08346710707013	95.32098351284036	90.27297403898946	123.5252738035747
ENSMUSG00000034570.13	Inpp5j	-2.4557628963294245	2.6659876371023405	98.93188001692012	1.4670319971883389e-5	0.010202368304706265	13.041238467278236	10.523498497334847	8.42026379642827	2.208741109638589	1.4153697650472536	2.1871295592626776
ENSMUSG00000091971.4	Hspa1a	-2.486548078897626	4.2041328241323965	98.33786787214312	1.4981595380001037e-5	0.010202368304706265	41.17844429217758	29.484204244719496	22.981069313395935	6.143061211182326	6.28286090825854	4.279166528992195
ENSMUSG00000006005.19	Tpr	0.9134154582775773	7.344110351215446	97.72693000185438	1.5310535579240795e-5	0.010202368304706265	115.14868434452102	111.58590097611322	111.19160576593488	215.9734666268483	213.3065799567556	207.2067525927554
ENSMUSG00000046997.6	Spsb4	-3.1738683037720485	0.3864663845555061	97.11757918130868	1.5647804148322493e-5	0.010202368304706265	2.1385953756629905	2.7919485809255717	1.8017158341702413	0.24158105886672068	0.20712728268984198	0.2852777685994797
ENSMUSG00000030470.16	Csrp3	-4.2709331342999715	6.800050137042432	95.50155445730562	1.6589054559516586e-5	0.01036539425727128	265.4793592808312	232.95896236228424	137.0039428187412	6.557200169239562	17.70938266998149	8.653425647517551
ENSMUSG00000006281.9	Tep1	0.8863734194668467	4.265343050531954	93.22233498983654	1.8042300962663663e-5	0.010424102963023577	13.292837923238588	13.223404817350783	13.825411298938993	23.882013247967244	25.752825481103688	24.94595598753228
ENSMUSG00000038539.16	Atf5	-0.9698825057367624	5.733336331887831	93.17632985880515	1.807326467315371e-5	0.010424102963023577	68.05765283727517	75.5666962068097	67.43564979322903	33.7868366615028	35.867541119124304	38.100430872952735
ENSMUSG00000039914.7	Coq10a	-1.0854856239815165	7.494277482373324	90.34937638991939	2.011260401958767e-5	0.011152984606559193	235.287424565589	239.12579384322973	260.66048058026206	124.34522215668495	103.42555648979443	118.61215667769478
ENSMUSG00000037139.16	Myom3	-1.98415887806883	7.6083235862752385	88.98723628189721	2.1199556056785278e-5	0.011152984606559193	391.6145532022876	316.07312396368394	226.6852677073375	68.98864809636781	87.06250115729692	80.09965791676503
ENSMUSG00000112041.3	9530020I12Rik	-1.6545464419502365	1.886486590907908	87.79032835336717	2.221687858142419e-5	0.011152984606559193	5.996453700388384	5.338451132758785	5.25806865890499	1.8981368910956626	1.5534546201738149	1.806759201130038
ENSMUSG00000023092.17	Fhl1	-2.3228102046849455	9.953055413491272	87.68207152409698	2.2311919058200573e-5	0.011152984606559193	1831.9375720899816	1661.884382230719	1462.5520208154187	235.8521366135956	307.58401479441534	447.1887510446066
ENSMUSG00000143125.1	Gm40485	-3.7827298972991885	-0.02368061235158858	85.4286896864834	2.441277238945733e-5	0.011416163452594781	2.2224618609831075	1.4726761745541477	1.5443278578602069	0.06902315967620591	0.13808485512656132	0.15848764922193315
