Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_Con_8	CPM_Con_9	CPM_Con_10	CPM_Con_11	CPM_Con_12	CPM_Con_13	CPM_Con_14	CPM_TOV21G_1	CPM_TOV21G_2	CPM_TOV21G_3	CPM_TOV21G_4	CPM_TOV21G_5	CPM_TOV21G_6	CPM_TOV21G_7	CPM_TOV21G_8	CPM_TOV21G_9	CPM_TOV21G_10	CPM_TOV21G_11	CPM_TOV21G_12	CPM_TOV21G_13	CPM_TOV21G_14
ENSMUSG00000024222.19	Fkbp5	2.801531870959349	6.723823852446256	475.1728362323178	1.3739666652154477e-19	2.0359438045162506e-15	32.565392310573294	27.84823479643912	33.22797585376006	43.44814761978641	25.65863532029986	21.81526748895708	18.099065054298787	18.289926486529424	32.05778046935766	27.790991369399716	16.468005303774103	22.805464430191638	21.323986667104236	29.843033067497476	152.31276082338366	189.02073437543714	144.47470189150582	133.6436437156343	147.33829510527866	165.00004248602326	213.82936332846484	198.39312504902037	175.42535651927417	207.5715441217051	229.05619902385283	182.04937366955053	232.1779309672885	215.9221732643333
ENSMUSG00000070337.5	Gpr179	3.6005802566943053	1.3473062464066023	387.8101322799249	2.2092597313718277e-18	1.6368405349733872e-14	0.3289433566724575	0.44596817289671187	0.3709662376017869	0.3694570375832178	0.48282378290886835	0.5361029817702118	0.06829835869546712	0.34509295257602685	0.6757898386162353	0.19067575553619015	0.4262307255094474	0.5067880984487031	0.22399145658722935	0.13880480496510456	5.546403055193243	5.031404907755133	3.2082855901180354	3.3151911619382153	4.098660194177558	3.411498609141177	4.117051520162981	4.30970007512066	3.9029465025946015	5.384646193603233	6.158344409901943	4.678117238538753	5.535986288504724	5.278894812776247
ENSMUSG00000028862.7	Map3k6	3.030444079373048	4.123266231720183	347.56861004187584	9.729030655392235e-18	4.8054925417200706e-14	3.042726049220232	5.797586247657255	6.518406746431398	3.842353190865465	3.3797664803620786	2.639276217945658	4.780885108682698	3.8946204647865885	3.6746072474757794	3.0508120885790424	4.029817768452957	2.2805464430191638	2.6430991877293066	3.5626566607710166	23.892197776217042	48.31292212560326	18.485836019251536	22.532939928798807	30.52647957121827	31.993200371092257	35.86981136941998	20.52004922131314	42.48339998399434	25.28157054313713	40.88456427684901	23.699518463163304	33.94960266083017	33.87717933247669
ENSMUSG00000042292.19	Mrtfa	-1.4269791808736823	4.312862211703937	328.49465728044817	2.0784770395499642e-17	7.699718193012842e-14	23.478332082496653	29.83031556486895	25.278699333721764	30.886608341957004	30.900722106167574	30.02176697913186	23.289740315154287	34.952986196629006	27.15830413938996	31.413830724587328	28.944941086868834	32.98345874070309	28.85009960843514	25.586352381900937	10.97090714214048	13.093087771317334	14.61552324387105	10.411772242962208	11.95442556635121	11.44100143309541	8.028250464317814	11.215014968211717	9.083848939667082	8.536634209370979	9.237516614852915	11.78355945933818	10.004794497297695	9.5840129125161
ENSMUSG00000002831.16	Plin4	1.5376795078711012	9.803330709006453	302.12004759808417	6.36657160681476e-17	1.886797161395622e-13	484.2457389414415	448.2971177996169	667.4742517992152	435.3681730880638	443.2322327103412	346.11633276902984	427.68432215101507	403.1671665952496	415.31509269459013	456.287082998103	469.24128053812797	401.88296206982153	453.134716675965	557.3938284715381	1265.9207852347654	1632.6908925665405	1144.186676805905	936.2307040761141	1112.4446877030255	1577.152448462596	1568.648092326098	1411.279853008546	1383.439108096674	1298.5533960793161	1394.0667049378028	1056.01876682788	1550.0094621513408	1276.1600081371705
ENSMUSG00000022822.18	Abcc5	-0.8035778377269223	5.851011148565017	284.8524436807446	1.392239732288107e-16	2.715536169474268e-13	69.20145865996825	71.4540117018954	71.33150797314359	77.14262944737587	71.18202056599317	70.93054835728957	80.1822731084784	70.59615829841006	69.98648516169386	81.27554079730105	71.91674786777585	66.81156431215402	70.33331736839001	83.46795605234954	40.592356425919775	38.364462421632886	50.67054225662611	38.3836976718159	43.4201814320685	40.272325044495844	38.185652849511655	49.855394050827634	39.305779822589884	40.056514367048436	36.6649579219162	42.014788783857476	45.88865742760542	43.92245489853635
ENSMUSG00000040447.16	Spns2	1.6322606431080438	5.901345591865827	283.76241232375395	1.4648387013591332e-16	2.715536169474268e-13	39.432084881110846	29.384347391972238	32.645028908957244	29.260997376590847	29.797124888090163	27.3000133793754	23.358038673849755	27.706034192532442	32.05778046935766	21.594029314473534	33.36224133305765	28.168971805440414	26.430991877293064	26.83559562658688	79.173379875780455	124.47009641116958	72.82299037886969	78.01059202935863	79.53962439325824	84.58020332175626	86.66393449943077	65.28216136518	86.348373951208	104.2126037713211	103.43737740335301	69.06842904069008	111.1199175499864	119.21077023803448
ENSMUSG00000036452.19	Arhgap26	2.942720047296599	4.9303831597954675	283.74436345205277	1.4660743255361143e-16	2.715536169474268e-13	7.3601076055462364	7.581458939244102	7.472319928835993	8.128054826830791	8.966727396878984	7.010577453918154	6.62494079346031	7.542745963447444	8.320662387962397	6.4353067493464176	5.114768706113368	5.659133766010518	5.689382997315626	6.292484491751406	46.565405869974036	89.02156183380387	36.76797136611463	46.619875714756155	39.62038187704973	35.15507713078408	75.44496910698663	23.70335041316363	55.40111672709505	32.176544327629074	88.55471174608998	62.75738408681233	41.48654784879444	79.95219328088297
ENSMUSG00000026991.21	Pkp4	1.208071311781382	5.2648487906486565	276.00243650969486	2.1145357336506752e-16	3.4814656112484113e-13	21.915851138302482	22.44706470246783	26.23261251612636	22.536879292576284	26.348383581598245	18.1862626892818	24.245917336890827	21.987350978415424	21.033958726930326	25.645889119617575	21.854011744302575	22.763232088654245	24.549463641960337	24.799791820432013	55.0373841630714	53.28715197758845	36.51334552562907	40.50749200993257	52.55677811492264	56.3729343339792	69.98987584277069	51.66742703695791	62.93069493564039	54.30612685499846	57.19277262158934	51.503422805421934	59.76197246385823	47.81756175068193
ENSMUSG00000041417.16	Pik3r1	1.3895118404835103	5.887162275916064	268.55657468009065	3.034307640294755e-16	4.496237061388768e-13	46.79219248665708	29.433899411182985	42.078170379402685	32.66000212235645	32.487143107153855	31.17645032448309	30.665963054264736	25.04388855837452	34.54975549925503	32.8915678299928	29.022437582416007	30.407285906922183	29.611670560831723	30.166910945749386	73.3222293999722	89.47896227996344	77.60995617999819	78.7875899579379	73.05007908581044	74.01287836173358	71.37938073082569	71.2079989684709	86.00298045540316	98.56529190973723	107.42889692828945	88.75182798774937	97.11320525376962	111.06179669209834
