Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_CT26_1	CPM_CT26_2	CPM_CT26_3
ENSMUSG00000076617.10	Ighm	-5.331407633073778	4.721229445503844	955.1663902128901	8.456736351936037e-10	1.3411538180535362e-5	52.27276600768664	46.28551833059931	55.96171009322224	1.0611284761059985	1.2634328022114447	1.4746126105775652
ENSMUSG00000063821.7	Dusp29	-3.9800104613029648	3.8648824195606872	505.3574375416829	1.1264805494793369e-8	5.9965915268559706e-5	22.200279955375425	29.206364186775545	30.8468632899881	1.550880080462613	1.7547677808492288	1.8820713582371555
ENSMUSG00000052276.9	Ostn	-4.193970649426446	4.396396055392166	504.4891154785911	1.134357436191936e-8	5.9965915268559706e-5	40.74443071928694	43.691642849190174	35.386090218804824	1.7141306152481512	2.667247026890828	2.192516118358748
ENSMUSG00000020623.12	Map2k6	-3.5364239711149907	3.5894708321862425	439.4053323862024	1.9840554100754465e-8	7.075791486665281e-5	21.475641737247443	23.51331280550096	21.50334508614638	2.339924331926048	1.7898631364662134	1.610432193130762
ENSMUSG00000117545.4	Gm30794	-5.669475530866498	1.5871901476464747	426.84429205128816	2.2308441536872695e-8	7.075791486665281e-5	6.1264867532638405	5.962544937784627	5.599484313649827	0.16325053478553822	0.10528606685095374	0.07761119003039817
ENSMUSG00000031490.7	Eif4ebp1	3.3646621569359514	7.63569886049968	369.82094972012675	3.97949763001059e-8	9.415051032553694e-5	32.74047221905515	41.40094761885484	31.376991982404654	376.0476068784873	313.26114423720435	397.6215293232374
ENSMUSG00000020303.3	Stc2	3.2169860869399054	3.685706359672041	365.8664986291921	4.15570699463244e-8	9.415051032553694e-5	2.1080384527359453	3.031802510737946	2.2861799860463794	21.52186216922679	24.98789319929302	22.623661893861065
ENSMUSG00000071637.6	Cebpd	4.513220337560776	6.913206332369491	341.8446926452598	5.46283236450963e-8	1.0829382308594778e-4	10.869573271919718	8.48904703006625	10.93390428109138	250.3174866711586	162.84245006280844	278.7793945891902
ENSMUSG00000098127.3	Gm4665	-5.9282346872527665	0.528027971702934	312.50123392813146	7.836407068575903e-8	1.2290646226335137e-4	2.5691718642719334	2.6275621759728867	3.280171284327414	0.05441684492851274	0.035095355616984576	0.03880559501519908
ENSMUSG00000032078.18	Zpr1	1.8788262548787602	5.548211302143548	298.26569399699497	9.449202005016954e-8	1.2290646226335137e-4	19.927550998519482	20.144643349125463	19.81355987906862	69.81681204328184	73.27910252826379	77.16492568772338
ENSMUSG00000045246.13	Kcng4	-4.376716088858051	5.012674830055026	296.2204881219324	9.713646607114133e-8	1.2290646226335137e-4	63.241153582078354	61.98351799730912	59.50694572375793	3.237802273246508	3.895584473485288	1.8820713582371555
ENSMUSG00000020241.14	Col6a2	-2.579295732932652	5.665448521528634	295.9663979411259	9.747139565430265e-8	1.2290646226335137e-4	85.93550504981377	96.00707950670163	78.8897760402381	16.70597139305341	14.283809736112723	12.670026772462501
ENSMUSG00000028834.14	Trim63	3.405798100842815	9.539467645917144	288.97355810624185	1.0727958826495852e-7	1.2290646226335137e-4	122.20035405703683	131.27704871495305	131.40564963275276	1552.1588763184332	1039.7701008644021	1487.321442945043
ENSMUSG00000031360.15	Ctps2	2.1356200102067	2.9778426533090183	282.0203948742697	1.1827870829652071e-7	1.2290646226335137e-4	2.931490973335924	2.829682343355416	2.8825747650149998	12.706333290807724	12.42375588841254	12.883457545046095
ENSMUSG00000031380.11	Vegfd	3.8567391924341274	3.830899084867822	278.25483238087105	1.248217322731711e-7	1.2290646226335137e-4	1.9104098477919504	2.054888368389052	1.4909869474215516	24.025037035938375	20.951927303339794	34.07131242334479
ENSMUSG00000028197.5	Col24a1	-3.311577863964077	1.5835291568083227	277.32781985938664	1.265010448435695e-7	1.2290646226335137e-4	5.632415240903854	5.591991297583323	5.069355621233275	0.48975160435661463	0.6317164011057224	0.5238755327051876
ENSMUSG00000027887.12	Sypl2	-2.4541727840408964	8.554041438078865	268.81616096195245	1.4331293150930113e-7	1.2290646226335137e-4	593.1493196385766	683.8735863387893	630.0579509370717	125.64849493993592	119.99102085447026	102.38856244760278
ENSMUSG00000101968.8	Teshl	-3.779902327996838	2.179759362276601	268.0793553589338	1.4489543019450566e-7	1.2290646226335137e-4	6.818186870567823	10.038634979998976	8.482059078664827	0.734627406534922	0.5615256898717532	0.5432783302127872
ENSMUSG00000028150.15	Rorc	2.29085452194997	7.659217177864976	265.4410245031332	1.507432012540431e-7	1.2290646226335137e-4	66.04089215211829	77.64783096945517	61.991923969460515	326.8547790631118	326.59737937165846	353.05330344828127
ENSMUSG00000022357.3	Klhl38	3.1065081312162692	6.324740160726515	263.1023419650004	1.561739956963999e-7	1.2290646226335137e-4	16.040855101287583	18.96560903939404	14.943002517491552	113.241454296235	144.0313394521047	172.9565369827423
ENSMUSG00000069372.4	Ctxn3	4.7271231181867215	5.328643081528088	260.4027036397885	1.6274895690335952e-7	1.2290646226335137e-4	2.733862368391929	2.155948452080317	3.84343302002	54.28080281619145	95.91560690121885	81.51115232942567
ENSMUSG00000029205.13	Chrna9	4.450370584520394	3.0914609105476747	255.89942915383358	1.7450133775045728e-7	1.2579166888111373e-4	0.9552049238959752	0.741107280402609	0.4969956491405172	12.815166980664749	14.95062149283543	20.35353458547192
ENSMUSG00000025352.7	Gdf11	-3.5718706323776392	3.0129505606378855	251.23284228406652	1.8781438946286494e-7	1.281740114357494e-4	11.100139977687713	18.460308620937717	15.108667733871723	1.2787958558200494	1.3687188690623984	1.1253622554407734
ENSMUSG00000001909.17	Trmt1	1.8384211105307795	5.777934689032499	249.21197039513825	1.9397038113739744e-7	1.281740114357494e-4	23.386051585039393	24.995527366306177	23.42506159615638	78.6323409217009	87.52781690875953	90.64986995550505
ENSMUSG00000043557.17	Mdga1	-5.919984373610406	2.6462743174867724	239.68292470139738	2.2662250009447153e-7	1.39366312522252e-4	10.737820868623722	14.013664938522062	12.292359055408792	0.05441684492851274	0.17547677808492287	0.3298475576291922
ENSMUSG00000001729.15	Akt1	2.2671220876464755	6.929446798514302	239.19184876249477	2.284837710813136e-7	1.39366312522252e-4	46.903855573374784	39.413432639593296	39.362055411928964	179.466754574235	200.0084316611951	225.51871543082947
ENSMUSG00000025780.8	Itih5	-2.2924714766393275	3.894637638312895	235.00881535570957	2.451345159139544e-7	1.427377694866802e-4	20.78394161994346	27.084102429258984	26.17510418806724	5.387267647922761	5.229207986930702	4.5208518192706935
