Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_KPC_1	CPM_KPC_2	CPM_KPC_3	CPM_KPC_4	CPM_KPC_5	CPM_KPC_6	CPM_KPC_7	CPM_KPC_8
ENSMUSG00000002910.12	Arrdc2	3.5009572751573144	7.782565374442012	239.7167338372218	1.0311802116058673e-10	9.76331995075629e-7	14.09212399767472	35.74661151008468	36.391927960072046	29.65911245508114	33.83014523523193	312.7561947259477	376.2248226567138	321.11453005387455	361.00957777855217	406.5123961350168	278.6906308963024	333.3325622807535	322.3449191790292
ENSMUSG00000092397.9	Actc1dt	-4.472061153288124	-0.08935719200055428	235.5647143598754	1.1687000180460008e-10	9.76331995075629e-7	1.7052654249287058	2.9014370788147366	2.042550897363727	2.147635090697901	2.0982163145046147	0.04092596109996698	0.08706220826674957	0.10570627758702829	0.09780144335348517	0.0704853305054358	0.10421458039649331	0.17371626628025025	0.09213803606660832
ENSMUSG00000026043.19	Col3a1	-4.823895022965545	6.443907969965351	203.53779811581265	3.3130725144185917e-10	1.446175051809089e-6	152.76336098319655	245.3754404544494	232.534350751986	229.7697694503628	210.31025716753786	4.174448032196632	10.882776033343696	3.868849759685235	13.887804956194895	3.829702957462012	11.067588438107588	4.719291900613465	8.062078155828228
ENSMUSG00000129657.1	Gm66748	6.023966106732558	3.157296896832039	202.27863215560768	3.462233784556115e-10	1.446175051809089e-6	0.18947393610318952	0.09066990871296052	0.37398819247504866	0.29903779743894826	0.1437134461989462	19.439831522484315	13.697787433968598	12.156221922508253	4.9878736110277435	12.687359490978444	14.840156248460646	17.748011871632233	18.61188328545488
ENSMUSG00000020623.12	Map2k6	-2.8308397236631846	3.8941212398084786	187.57236547197556	5.906791138862217e-10	1.9738133269621984e-6	31.050041278910182	33.13985163458707	28.854627465574907	28.70762855413903	35.61219196809887	3.92889226559683	3.8017164276480644	2.6849394507105186	7.066154282289304	3.1013545422391755	5.0022998590316785	4.024426835492465	5.75862725416302
ENSMUSG00000069372.4	Ctxn3	2.9778749047430706	8.177332449252628	182.49027146686845	7.169264527889115e-10	1.9964011955328556e-6	49.80796095312594	38.21736652251286	53.53784816892812	58.747334569597015	76.25435455316085	478.6495780446638	465.9569386436437	428.3006955271212	285.87361892223714	552.370040060932	356.1637499630555	564.0567166119725	354.6623353293921
ENSMUSG00000020241.14	Col6a2	-3.4839985751882785	4.6261903492189225	158.01572750987378	1.9664383529201837e-9	4.5340599351356764e-6	43.98163741795287	59.45679263852386	57.56541331865941	61.030895931858076	58.405144535251736	2.8034283353477383	5.136670287738224	3.2980358607152827	8.851030623490407	3.1483447625761327	8.608124340750347	3.879663280258922	4.353522204147243
ENSMUSG00000031250.9	Tnmd	-5.08424531455691	1.9064747236311816	155.78616620976922	2.170964776220099e-9	4.5340599351356764e-6	4.642111434528143	16.524590862937053	5.60982288712573	8.83520765160529	10.404853504803704	0.12277788329990094	0.2902073608891652	0.12684753310443395	0.660159742636025	0.2584462118532646	0.29180082511018124	0.20266897732695863	0.20731058114986872
ENSMUSG00000020108.5	Ddit4	5.7084804025821665	7.616906957160699	152.92899552319952	2.469183818366259e-9	4.583902581918162e-6	5.826323535173078	4.374823095400345	5.667359532121891	6.850684086783178	7.415613823865623	213.06055348642812	560.9998493348453	291.77046739571546	129.14680594827718	391.07610875432636	97.66990474759352	428.6159343354708	408.79343151852447
ENSMUSG00000117545.4	Gm30794	-5.632359405520182	3.446668817736715	147.45840395500736	3.1791059605844416e-9	5.3116502389444845e-6	24.157926853156663	30.737099053693616	22.726974773483725	33.193195515723254	25.98339107276947	0.10231490274991746	0.7255184022229131	0.12684753310443395	1.2714187635953071	0.49339731353805066	0.9587741396477384	0.463243376747334	0.276414108199825
ENSMUSG00000031490.7	Eif4ebp1	3.9250676531442714	8.02505445552164	143.449057630286	3.847037903820656e-9	5.78059543413982e-6	21.931608103944185	19.47136289610827	26.438088375736132	35.66705365817273	30.294794458737858	467.5381796060228	422.83212481551374	476.7987356840498	131.6651931146294	570.2968091194812	284.29737532163375	424.01245327904417	474.3496441799163
ENSMUSG00000129017.1	Gm62690	-7.29489780868305	-0.7828441678875682	139.45628020527604	4.674409440457798e-9	5.78059543413982e-6	0.7578957444127581	2.3574176265369733	1.639794382390598	1.440818478569478	0.7473099202345203	0	0	0	0	0	0.04168583215859732	0	0
ENSMUSG00000086938.12	4930481A15Rik	2.4806723802428268	3.5243830261294162	138.63653719350242	4.868191362796039e-9	5.78059543413982e-6	2.747372073496248	2.3800851037152135	3.1645154747888733	3.9690471296442222	2.7305554777799776	11.19325036084097	20.169411581796982	19.17511875428693	17.555359081950588	16.587547778945893	14.48582667511257	22.293587505965448	12.484703887025427
ENSMUSG00000017781.19	Pitpna	-1.3049092413504886	6.767403107843856	137.52276627218092	5.146219397735969e-9	5.78059543413982e-6	161.31337234985298	187.50537121840236	172.69623995597823	163.95426875948152	173.74955645452596	59.03569888670237	75.22174794247162	58.56127778321367	82.6177692728566	70.6028060562782	73.0961066901004	71.60005441850981	65.69441971549173
ENSMUSG00000037991.10	Rmi2	-5.07177807423572	0.6741738041044941	136.5992331858157	5.390434116388793e-9	5.78059543413982e-6	3.292109639792918	3.7401337344096213	4.200175084719778	4.512752215896856	3.5640934657338654	0.10231490274991746	0.1451036804445826	0.021141255517405658	0.3178546908988268	0.046990220336957204	0.04168583215859732	0.17371626628025025	0.06910352704995625
ENSMUSG00000028150.15	Rorc	2.2467995240558802	7.80342884126159	136.07227833308391	5.535643221584697e-9	5.78059543413982e-6	64.27903282300704	55.96600115307488	72.0071112126959	67.12039289788757	78.46754162462462	434.79741072604924	274.8844122342173	414.93942204012086	236.21493605950508	303.4158527157327	250.90702376259728	393.0040997480195	257.38760375207033
ENSMUSG00000068373.16	D430041D05Rik	-3.7242296154380132	2.676317148112596	126.55093818313006	9.099987833940749e-9	8.943682160557768e-6	16.2710742628614	18.156649219770344	14.528002861530736	13.946035462380042	10.749765775681176	0.6138894164995048	0.6384561939561635	1.0359215203528773	2.4694864446755007	0.7988337457282725	1.771647866740386	0.8396286203545429	0.7140697795162145
ENSMUSG00000031812.17	Map1lc3b	2.063114923754884	9.058384939302753	123.2801183560973	1.0878919448562571e-8	9.24351754024828e-6	164.88969289380069	162.48047641362524	178.68005103557903	208.646826849448	186.9424508155892	899.6754028605742	764.2901056377056	889.6874559389823	472.4787728406869	890.9110824785402	540.1024843628662	728.9713587340235	842.4410982660165
ENSMUSG00000056481.8	Cd248	-2.770586529658352	2.158834431957112	123.0519383790474	1.1017020676278947e-8	9.24351754024828e-6	8.31316894652744	9.951022481247417	10.730584291784089	8.318687819665287	9.283888624451924	1.28916777464896	1.9153685818684905	1.0147802648354716	1.907128145392961	1.0337848474130584	2.02176285969197	1.0133448866347932	0.7140697795162145
ENSMUSG00000029416.18	Slc15a4	3.121856630344245	5.9590585467101995	122.9737790143498	1.1064780392923486e-8	9.24351754024828e-6	12.860543413003988	10.60837931941638	10.011376229332072	11.254695285429507	9.370116692171292	125.84733038239847	90.4576343891528	128.03144341340865	35.40412249396163	109.06430140207767	63.424993629305824	111.61270108506079	90.06493025510963
ENSMUSG00000110547.2	Gm29773	-3.4902198902124253	3.568448804118594	120.7293853998985	1.2541541019007497e-8	9.640773567784366e-6	14.944756710139073	27.835661974878878	24.798293993345535	38.84772841275064	28.167835454993455	1.9849091133483987	1.4510368044458262	2.1986905738101883	4.009859177492892	1.5741723812880664	4.522912789207809	2.055642484316295	1.3129670139491687
ENSMUSG00000038481.14	Cdk19	-2.053735439074227	5.187765814435681	120.33225785872872	1.2825437935929473e-8	9.640773567784366e-6	80.24221193970077	79.88018957611821	60.52855053596172	52.685022857880156	68.23514425525966	13.07584457143945	24.11623168988963	12.81160084354783	22.51878233213996	12.992795923168668	14.277397514319583	18.52973506989336	13.360015229658206
ENSMUSG00000130571.1	Gm64031	-6.2502383083200295	-1.3297379727743888	119.5695201446745	1.339134177859672e-8	9.640773567784366e-6	0.7815799864256567	0.8386966555948848	0.6904397399539359	1.0602249181926346	1.1784502588313588	0	0	0	0.04890072167674259	0	0	0.028952711046708376	0
ENSMUSG00000047343.5	Mettl21c	-3.2738297103054106	5.8427399765636	118.97968616031142	1.384836998005894e-8	9.640773567784366e-6	173.15549335630232	114.83343938496449	130.80956239877278	81.63731870083288	139.25832936677887	7.32574703689409	12.478916518234104	10.380356459046178	26.43084006627937	14.261531872266511	5.981916914758716	12.189091350664226	16.792157073139368
ENSMUSG00000058927.7	Gm10053	-1.4501356226843796	7.899685140963217	117.09997518584984	1.5426957170864538e-8	1.0234617760459134e-5	433.895313676304	410.7573539468894	444.9021074328175	308.55263644836936	359.4560716328042	146.45355179623184	167.10139839998132	141.9846720548964	179.5389996361604	125.62835407085508	129.60125218107908	131.47426086310273	124.52455574402114
ENSMUSG00000001119.8	Col6a1	-2.897707215901109	5.036613067615099	116.5501458422817	1.5926505971506912e-8	1.0234617760459134e-5	55.9895481184925	80.80955614042607	71.74819631021317	71.79625663966021	70.505816705203	6.282135028844932	9.054469659741955	5.010477557625141	16.11278779248668	6.273194414983787	16.153259961456463	7.151319628536969	9.259872624694136
ENSMUSG00000113780.3	Gm33195	-2.9688109715607984	0.6507608346939727	115.43361157065183	1.6998315878767813e-8	1.051880969268343e-5	2.605266621418856	3.0827768962406576	3.2220521197850345	4.26808492708317	3.3341519518155516	0.45018557209963683	0.4353110413337478	0.35940134379589617	0.7824115468278814	0.2819413220217432	0.20842916079298662	0.40533795465391725	0.43765567131638955
ENSMUSG00000013539.15	Tango2	2.7436542783449256	7.229018061844313	114.65631122389053	1.7792694296976975e-8	1.061715486835326e-5	35.502678777335134	29.71706258067281	37.1974409900183	31.725191782841147	32.24929732704353	295.17849443351184	230.16345792119694	225.51377260416615	100.66213557157461	357.31363544222256	166.63911405399278	205.15891047697556	202.54243778342175
ENSMUSG00000087080.3	Gm12199	-5.961826578740806	1.2218229174448634	113.53795852334802	1.9010428380727463e-8	1.0624773110164398e-5	3.9315841741411828	5.9162115435206735	4.77554153468139	8.18276154810213	6.2659062542740545	0	0.20314515262241564	0	0.19560288670697035	0.1644657711793502	0.10421458039649331	0.028952711046708376	0.04606901803330416
ENSMUSG00000030189.16	Ybx3	1.796485050949709	10.756235928682484	113.47892707290235	1.9077279944034713e-8	1.0624773110164398e-5	703.445672025104	524.5027544272983	685.8655766767412	768.6358804353475	746.1027272864491	2643.694309174567	2042.1601778409668	2983.8133799600823	1855.904639436573	2758.8663213132627	2145.2362945457353	2587.2142591338607	2038.8765310999422
ENSMUSG00000001506.11	Col1a1	-5.243393550194278	5.6555113791401945	112.73714582286003	1.9940410225769747e-8	1.0736528918035787e-5	45.63953435885578	141.33172020632722	92.8353767013063	196.76687071482795	151.6751711183678	0.9208341247492571	4.527234829870977	1.543311652770613	7.652962942410215	2.2555305761739457	5.273257768062561	1.389730130242002	2.9714516631481183
ENSMUSG00000023170.15	Gps2	1.592910010850701	5.823535682397677	112.22418562071546	2.0563138938062315e-8	1.0736528918035787e-5	23.281609898679413	22.032787817249407	24.855830638341697	29.713482963706404	26.357046032886732	86.57887070698015	60.10194444014612	94.98766103970362	56.67593642334466	82.6792926828762	68.69825139736838	78.40394151448628	81.15057526566528
