Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_C26_1	CPM_C26_2	CPM_C26_3	CPM_C26_4
ENSMUSG00000048572.6	Tmem252	5.124396927981907	2.8731888719683014	155.37533710585345	3.009480587139668e-8	4.140142443728041e-4	0.15064645037292612	0.22452522590573165	0.30435169001710544	1.1935068297818412	0.8203485365787647	0.3118080287944276	22.586674913662748	14.007793171686963	15.99911157732481	16.56597963587051
ENSMUSG00000044258.11	Ctla2a	2.618384186534606	4.015575349791538	126.02413553320677	9.685612709313163e-8	6.662248702101059e-4	6.327150915662897	3.255615775633109	5.516374381560036	7.274708295813127	4.043146358852483	5.051290066469727	31.439743472786837	20.735550465615468	38.571106573359494	38.363321262015916
ENSMUSG00000076617.10	Ighm	-4.484094286178684	5.366990424568675	104.4193777603564	2.721862174573033e-7	0.0012481552645200406	55.237031803406246	74.48624369422647	27.81013567531301	48.36544343544509	85.49203677631556	108.75864044349636	4.1427820821542225	1.3555928875826093	3.566680924881327	2.8578736798723976
ENSMUSG00000048120.17	Entpd1	1.518362046631541	4.129746431192085	95.32211509266314	4.4623906280849304e-7	0.0013408158092381001	9.390295406579062	8.756483810323534	11.869715910667113	10.00272390674305	9.726989790862497	9.977856921421683	26.899708314261662	20.936379041553632	29.29773616866804	37.05548076444719
ENSMUSG00000020937.15	Plcd3	1.1902639446961363	2.7914187690837626	92.68844807582941	5.189933294911964e-7	0.0013408158092381001	4.720255445018352	4.4343732116382	4.641363272760858	3.864688782150724	4.980687543513929	4.365312403121987	10.725833062015727	9.840600220970053	10.496232436079334	10.075215684973877
ENSMUSG00000034845.7	Plvap	1.669796708289042	4.099737600102414	90.65345214040879	5.847855532040852e-7	0.0013408158092381001	10.79632894339304	8.47582727794137	7.989231862949017	9.661721955376809	8.78944860620105	8.855348017761745	21.451666124031455	33.83961504558069	22.368184657470035	38.072690040333974
ENSMUSG00000037936.16	Scarb1	1.3499784675595778	4.519180860978392	82.25021530498631	9.831892808044948e-7	0.0019322478480039193	15.51658438841139	12.629543957197406	12.402331368197046	15.004085860114575	16.641356027740656	12.347597940259334	34.50426720479133	27.664136335482137	43.768270206758	37.73362028170504
ENSMUSG00000018339.13	Gpx3	1.582108148455436	8.550947861515418	76.68984757181656	1.423693506949228e-6	0.0024482189468875665	238.0716070726809	185.7384931305165	162.98033000415995	284.3387937808834	203.9738039879057	176.35862108612827	609.3862191530417	695.9714299137084	682.5098712683625	510.1062325887495
ENSMUSG00000023367.15	Tmem176a	1.9224010994424496	2.985813383406985	70.42066617244757	2.225379695323956e-6	0.002875742872421979	2.8622825570855963	3.5924036144917064	3.804396125213818	5.285530246176725	3.5157794424804205	3.0557186821853906	8.966569438087221	15.614421779192277	11.82099963674954	19.520730389636885
ENSMUSG00000104694.2	Gm43797	2.4223629181466793	-0.5167867673805397	70.00293426565486	2.2953890659719327e-6	0.002875742872421979	0.20086193383056816	0.16839391942929874	0.15217584500855272	0.2841682928052003	0.23438529616536136	0.2494464230355421	1.4187609870391173	1.3053857435980682	0.9171465235409126	1.0172092758867857
ENSMUSG00000100750.2	Gm29084	1.9401610250924182	4.795020185612897	69.77718840326746	2.3342905191942393e-6	0.002875742872421979	14.863783103462044	12.236624811862375	13.962133779534712	10.74156146803657	9.082430226407753	16.775271949140205	30.815488638489626	74.15595166516718	43.61541245283451	50.18232427708142
ENSMUSG00000042628.9	Zfyve1	1.0044686316896458	5.405995095216567	68.8176403275591	2.5084621988125135e-6	0.002875742872421979	27.26700751749963	33.285864740524715	30.435169001710545	35.00953367360067	26.544134790727174	28.374530620292912	60.32571716890327	56.43282983862418	56.404511197766126	68.83116100167248
ENSMUSG00000142665.1	Gm70280	1.777083703134555	2.6605869595840694	66.72741019028906	2.9431256997567405e-6	0.002946614588964991	3.715945775865511	2.638171404392347	2.777209171406087	3.125851220857203	2.1680639895295926	4.4900356146397575	8.399065043271575	13.857171739733339	9.018607481485642	11.915880088959488
ENSMUSG00000023968.16	Crip3	-3.737445671704899	0.7344000861369737	66.02722914621471	3.10795691279763e-6	0.002946614588964991	2.7618515901703122	2.525908791439481	2.2445937138761525	2.3870136595636824	2.285256637612273	2.743910653390963	0.22700175792625876	0	0.3566680924881327	0.14531561084096936
ENSMUSG00000020623.12	Map2k6	-2.0901305362488087	4.917622978798495	65.6038226620388	3.212853008248518e-6	0.002946614588964991	36.10493260604463	43.95081297104697	42.07662114486482	50.80929075356981	44.591802595459995	42.967146367872125	13.563355036093961	6.376307286036718	14.62339179201344	6.248571266161683
ENSMUSG00000028197.5	Col24a1	-3.020536440659475	1.113041227920333	63.9836224448518	3.6542707660954864e-6	0.002993540430270237	4.067454160069005	2.8065653238216455	1.9402420238590472	2.4438473181247224	4.629109599265886	3.305165105220933	0.5675043948156469	0.15062143195362326	0.3566680924881327	0.4843853694698979
ENSMUSG00000038264.9	Sema7a	1.1515803097092387	4.214266523164375	62.945647206226965	3.974278635035128e-6	0.002993540430270237	11.198052811054175	12.34888742481524	13.58169416701333	14.435749274504175	12.481017020805492	10.289664950216112	21.621917442476146	27.31268632759035	27.157727613739247	34.052291473733824
ENSMUSG00000071713.7	Csf2rb	2.672544463880897	2.470392426463136	62.677133899168716	4.062308670245469e-6	0.002993540430270237	1.355818053356335	0.9542322100993595	1.065230915059869	3.864688782150724	1.6406970731575294	1.4966785382132526	8.455815482753138	13.756757451764257	10.70004277464398	10.995547886966682
ENSMUSG00000028381.9	Ugcg	1.247575819731198	3.1153139357674067	62.42445477469133	4.147230838486698e-6	0.002993540430270237	5.724565114171193	4.939554969926096	5.250066652795069	5.512864880420885	6.2698066724234165	5.4254597010230405	12.031093170091715	16.869600378805803	9.731943666461905	13.80498302989209
ENSMUSG00000131059.1	Gm75004	2.3436384902841434	3.2196494385130796	61.839143805732256	4.352025049458802e-6	0.002993540430270237	2.8622825570855963	3.3678783885859747	5.097890807786516	4.205690733516964	2.4024492856949538	2.93099547066762	7.718059769492798	25.153779136255082	17.4767365319185	20.68325527636464
ENSMUSG00000028150.15	Rorc	1.1864382079509703	7.211234169515677	61.141992458252446	4.611532906917903e-6	0.003020993247641409	93.70209213196004	99.35241246328626	108.42528956859381	113.7809844392022	83.49976175890998	89.42654265824184	188.12770688138696	277.7459205224813	188.16789507981056	238.46291739003073
ENSMUSG00000044006.9	Cilp2	-4.756326608181713	1.6650831076478942	60.28815828693028	4.954344276790787e-6	0.00309804155526413	3.715945775865511	2.638171404392347	4.717451195265134	2.046011708197442	4.687705923307227	12.40995954601822	0.11350087896312938	0.15062143195362326	0.25476292320580907	0.19375414778795916
ENSMUSG00000021360.17	Gcnt2	0.9020501371162758	3.317641838078408	58.346889038006914	5.8506020181121606e-6	0.0034510653326478885	7.984261869765085	6.56736285774265	7.9131439404447415	6.535870734519607	7.090155209002181	7.7952007198606905	14.01735855194648	12.702407428088893	13.961008191678337	14.04717571462704
ENSMUSG00000079022.11	Col22a1	-2.170914989996298	4.124649272148759	58.01785886890283	6.020612632372561e-6	0.0034510653326478885	28.924118471601815	31.938713385090328	18.717628936051984	15.856590738530176	27.364483327305937	28.374530620292912	6.356049221935246	5.522785838299519	7.642887696174272	2.8578736798723976
ENSMUSG00000098127.3	Gm4665	-4.167266051517955	-1.132002052071818	56.709516572216245	6.756189846345399e-6	0.0036605395925404125	0.5523703180340624	0.617444371240762	0.6087033800342109	0.6820039027324807	0.4687705923307227	0.4988928460710842	0.05675043948156469	0	0	0.04843853694698979
ENSMUSG00000029321.2	Slc10a6	2.6475685294730513	1.9886967188215015	56.318953360097005	6.995743681476103e-6	0.0036605395925404125	1.0545251526104829	0.617444371240762	1.1032748763120073	2.5575146352468026	1.3477154529508277	0.7483392691066263	5.7317943876380335	11.899093124336236	6.012404987657094	7.459534689836428
ENSMUSG00000021536.8	Adcy2	1.3478417449481437	5.423860217913315	56.02233123996506	7.1843111869296454e-6	0.0036605395925404125	28.02023976936426	24.978431382012648	24.576398968881264	27.393823426421307	26.485538466685835	27.31438332239186	48.06762224088529	91.52762348381839	49.42400710192696	80.35953279505605
ENSMUSG00000073418.5	C4b	2.8935019970771343	3.4892781436942664	54.54517561682373	8.216423856463212e-6	0.003931167921033859	1.9081883713903975	2.1891209525808835	2.586989365145396	4.603526343444244	3.8673573867284623	3.554611528256475	10.442080864607902	19.88202901787827	14.827202130578087	47.179134986368055
ENSMUSG00000002769.10	Gnmt	3.1274696547244862	2.7088804491265077	54.4522070219324	8.286971702404732e-6	0.003931167921033859	1.8077574044751135	1.5155452748636886	1.7500222175983562	1.5345087811480815	1.1133301567854665	1.6214017497310236	4.029281203191093	27.965379199389382	7.948603204021243	14.822192305778875
ENSMUSG00000028782.15	Adgrb2	-3.116333159064905	-0.5082369628874337	53.707526577356404	8.878290000322217e-6	0.004071287851147758	0.9038787022375567	0.9542322100993595	0.7608792250427636	0.7388375612935207	0.8789448606201051	1.434316932454367	0.05675043948156469	0.05020714398454108	0.20381033856464725	0.09687707389397958
ENSMUSG00000050069.4	Grem2	-4.370084276794082	3.182226239393098	53.22104765469158	9.291182829467387e-6	0.004123187167257511	9.440510890036704	28.90762283536295	15.483892229620238	4.433025367761124	15.996796463285913	12.721767574812647	1.5890123054838114	0.3012428639072465	0.6114310156939418	0.3390697586289285
ENSMUSG00000069372.4	Ctxn3	3.21889846388423	6.006118285331715	51.8857666697014	1.0544785283607298e-5	0.00441285723861638	13.30710311627514	18.52333113722286	20.27743134738965	16.424927324140576	7.6761184494155845	12.659405969053761	64.52524969053906	259.06886296023197	43.819222791399156	185.13208821139497
ENSMUSG00000041559.8	Fmod	-2.880606070743087	5.131918404426225	51.62972284947245	1.0807153211399044e-5	0.00441285723861638	35.15083842034943	32.89294559518969	70.3432843552035	25.120477083979704	52.20932472083424	105.01694409796322	5.391291750748645	6.828171581897587	7.846698034738919	8.912690798246121
ENSMUSG00000108980.3	Gm45155	1.9853367599986935	3.6190364104854154	51.53490438827822	1.0906240176852287e-5	0.00441285723861638	4.670039961560709	3.9853227598267367	6.733781141628458	3.978356099272804	5.390861811803311	8.668263200485088	14.357861188835868	33.538372181673445	16.151969331248296	24.219268473494896
ENSMUSG00000042249.12	Grk3	-1.6080718838074888	2.711054997812322	49.35425776813996	1.350627580484852e-5	0.005308738178494318	7.482107035188664	9.935241246328626	6.809869064132734	10.45739317523137	10.07856773511054	8.231731960172889	4.369783840080482	2.0584929033661843	2.5985818166992525	2.5672424581904587
ENSMUSG00000015709.10	Arnt2	-2.8380914176151766	0.6709814271542247	48.406335782032556	1.4857838386514987e-5	0.0056777578523135195	1.7073264375598294	2.525908791439481	2.2445937138761525	1.989178049636402	3.1056051741910378	2.120294595802108	0.6810052737787763	0.10041428796908217	0.25476292320580907	0.24219268473494895
