Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_LLC_1	CPM_LLC_2	CPM_LLC_3	CPM_LLC_4	CPM_LLC_5	CPM_LLC_6
ENSMUSG00000031740.9	Mmp2	-1.9762764668086747	3.360085898068849	398.7959694007258	3.221967473246293e-10	4.569072073810568e-6	17.073030456789013	18.92747132019182	17.066489473687398	20.618923486485865	4.496381803303582	4.97642122831364	4.409079466632946	5.378461399286597	4.670680279909235	4.141056513814208
ENSMUSG00000041559.8	Fmod	-2.585830262600579	3.1202959604077214	282.9586581163258	2.141030787768053e-9	1.5180978800669378e-5	17.86809805159046	16.375452715222135	15.433704603767419	19.139928974797005	2.0904231190797353	2.555459549674572	3.5823770666392685	3.6316106884071897	2.4334636752468284	2.920534593953178
ENSMUSG00000000204.17	Slfn4	4.454734235411668	0.7611751602906216	244.24109669402898	4.790881886492594e-9	2.2646498677450492e-5	0.08369132576857359	0.17013457366464557	0.11662749070856991	0.08699967715816821	2.287632847294805	2.1071333128895593	2.204539733316473	3.7235501995061058	2.7474589881819034	2.6589941825543857
ENSMUSG00000023886.11	Smoc2	-1.3524371594329883	4.619725728249315	170.10750503006034	3.393887953490701e-8	1.2032181267112908e-4	36.4475723722138	42.958979850323004	35.065998873043355	39.84585213844104	12.936958170908552	15.870748782189448	15.110282755439993	16.043444686760875	17.505238696130412	13.164200707072533
ENSMUSG00000056054.10	S100a8	6.287688730372189	3.028899838697013	159.46540204784907	4.795700826780504e-8	1.3601566684914865e-4	0.041845662884286795	0.04253364341616139	0.3498824721257097	0.21749919289542052	12.81863233397951	11.656482156410329	7.945528622161455	19.675055375168068	19.271462331390207	8.805193850425999
ENSMUSG00000050105.6	Fam110d	2.2092700609747156	2.301250893312491	150.2426873628452	6.588593397104598e-8	1.3934347661543123e-4	1.5064438638343247	1.616278449814133	1.7882881908647386	1.1744956416352708	6.6656888136693455	6.72489355177519	5.695060977734222	6.389796021374676	9.655355872753546	7.235951382033247
ENSMUSG00000056071.13	S100a9	5.914881235991944	3.581815795223949	149.03251927909074	6.878247911346298e-8	1.3934347661543123e-4	0.20922831442143397	0.12760093024848418	0.7386407744876095	0.17399935431633642	12.81863233397951	17.843384224043504	13.456877955452637	28.73109721841131	30.104300627650282	14.77703324403175
ENSMUSG00000084843.3	B230312C02Rik	-2.4092437354018466	2.5914366760870506	141.32205327804826	9.119377830935608e-8	1.616523712756223e-4	10.754335361261706	8.932065117393893	12.47914150581698	14.09394769962325	1.4199100431484997	2.376129054960567	2.9393863110886307	2.5743063107696535	2.1979671905455227	1.5692424683927524
ENSMUSG00000000753.16	Serpinf1	-2.0976781726295397	3.1126969145864662	128.45528881599742	1.509856466070946e-7	2.3790305050391206e-4	14.520445020847518	18.799870389943337	14.695063829279809	15.35544301841669	3.234239542727138	5.424747465098653	3.444593333306989	4.1372779994512285	3.6109460987533586	2.3538637025891287
ENSMUSG00000022098.11	Bmp1	-1.3013637982404709	2.906384936739281	123.38055916136726	1.8660882372978534e-7	2.646299729312086e-4	10.294033069534551	13.185429459010031	10.574225824243673	12.005955447827214	3.86531067301536	5.245416970384648	4.730574844408265	5.286521888187681	4.6314308657923515	4.271826719513603
ENSMUSG00000026574.6	Dpt	-1.840205756760101	2.875381537278317	120.12183973421223	2.1471678862198177e-7	2.768089799498476e-4	13.306920797203201	15.524779846898909	12.051507373218891	10.17896222750568	2.524284521152888	4.662592862564131	3.5823770666392685	4.0453384883523125	3.4931978564027055	3.0948948682190394
ENSMUSG00000019929.17	Dcn	-1.3626037927575887	5.961418524660824	114.9734292840794	2.699639222289323e-7	3.0136507724112777e-4	94.32012414118243	112.88428962649233	91.39707688528262	94.3946497166125	42.912836859599096	43.71180808653873	31.59840284420278	37.649229795006185	43.40985201327407	29.902787036595225
ENSMUSG00000047798.16	Cd300lf	5.649781342912983	-0.8458640553847432	114.46586389153191	2.7626725930009597e-7	3.0136507724112777e-4	0	0.04253364341616139	0	0	0.7493969672172637	0.7621546025345215	0.642990755550638	0.7355160887913296	1.0989835952727613	0.6974410970634455
ENSMUSG00000032744.5	Heyl	-1.2532043460019333	2.5481823546164892	111.26340444888355	3.2027919964199323e-7	3.228656646114017e-4	8.913126194353087	9.357401551555506	9.291323426449402	7.786471105656055	3.86531067301536	4.483262367850126	3.0312421333101502	3.6775804439566477	3.80719316933778	3.3564352796178314
ENSMUSG00000034205.17	Loxl2	-1.7042120073758513	2.1144654502766485	109.8984902647423	3.4151223250624257e-7	3.228656646114017e-4	7.071917027444468	8.379127752983795	5.986877856373256	7.612471751339719	2.3270747929378186	2.2864638076035644	2.296395555537993	2.9880341107147763	1.7269742211429107	1.7436027426586138
ENSMUSG00000026879.15	Gsn	-1.5193789167326257	7.0711379609040454	107.59603887420552	3.812037731533099e-7	3.3722275925014705e-4	210.4836843079626	253.24531289982494	205.14775615637447	213.32320839182844	75.53132590637158	95.8969820483142	65.26356168838976	74.01130643462754	94.23784329463928	56.62349906783848
ENSMUSG00000032011.6	Thy1	-2.0554773090564322	1.262504951897094	105.38600676399952	4.244984925667483e-7	3.3722275925014705e-4	4.184566288428679	4.1682970547838165	3.965334684091377	4.654482727961999	0.631071130288222	1.2553134629980354	1.3778373333227956	1.1032741331869944	1.059734181155877	0.6974410970634455
ENSMUSG00000001119.8	Col6a1	-2.278527778816597	4.032865420027595	105.21713911310637	4.2803819663653105e-7	3.3722275925014705e-4	27.743674492282146	33.21877550802205	27.79621861887583	35.539368119111714	3.313123434013166	9.145855230414258	7.210682044389297	7.814858443407877	5.769663875181997	5.230808227975841
ENSMUSG00000041577.6	Prelp	-1.1216080583542687	2.7906032639114358	102.26129849035803	4.959933549527476e-7	3.701937771886796e-4	9.66634812627025	10.165540776462572	10.029964200937012	10.570460774717438	3.9047526186583736	5.2005843467061466	4.317223644411427	5.56234042148443	4.317435552857276	4.576957199478861
ENSMUSG00000031825.17	Crispld2	-1.5692849740672925	2.767257042023019	100.61598184331272	5.392971369032551e-7	3.8238863492125305e-4	10.545107046840272	11.569151009195899	10.302095012590343	12.223454640722634	3.4708912165852213	3.7659403889941063	3.0771700444209102	4.59697555494581	4.866927350493657	2.7461743196873165
ENSMUSG00000026822.15	Lcn2	3.0740808308132372	1.1044347743286198	98.1447075456507	6.129918477235928e-7	3.833687996477638e-4	0.41845662884286794	0.42533643416161393	0.31100664188951976	0.34799870863267285	4.4569398576605685	2.6451247970315745	1.9749001777626738	3.7235501995061058	4.199687310506624	2.1359133597568016
ENSMUSG00000028859.15	Csf3r	4.333397306472184	1.522591616838971	97.53600725903725	6.329224969769851e-7	3.833687996477638e-4	0.041845662884286795	0.5104037209939367	0.15550332094475988	0.17399935431633642	3.1159137057980963	4.662592862564131	3.490521244417749	6.52770528802305	5.691165046948228	3.6179756910166234
ENSMUSG00000042804.14	Gpr153	-1.7283023475807455	0.8993731675870372	97.12007156007763	6.469801518155136e-7	3.833687996477638e-4	2.887350739015789	3.8280279074545254	2.526928965352348	3.0014888619568034	0.7493969672172637	1.1656482156410328	1.010414044436717	0.7355160887913296	0.8634871105714553	1.002571577028703
ENSMUSG00000026180.10	Cxcr2	3.409469782191352	0.30503128504705507	96.51306128084508	6.681601460045986e-7	3.833687996477638e-4	0.1255369886528604	0.21266821708080696	0.19437915118094984	0.13049951573725233	1.656561717006583	1.4794765813905417	1.1941256888797562	3.125943377363151	1.8054730493766793	1.656422605525683
ENSMUSG00000071714.8	Csf2rb2	2.9386576611226216	2.9209890834894563	95.59694512013994	7.016898949777712e-7	3.833687996477638e-4	1.0879872349914568	1.4461438761494874	1.282902397794269	2.1749919289542055	16.328965496207744	8.966524735700252	6.613619199949419	9.975436954232407	15.542767990286196	11.42059796441392
ENSMUSG00000026580.17	Selp	2.559746208959975	2.246636035745758	95.28823233967407	7.134317278430496e-7	3.833687996477638e-4	0.9624502463385963	1.4886775195656488	0.8941440954323693	1.3919948345306914	8.874437769678122	4.931588604635139	4.409079466632946	8.826193065495955	8.006880479844403	6.843640764935059
ENSMUSG00000094686.2	Ccl21a	-1.910224743617637	0.7756246562309785	93.94540693124337	7.672713223996112e-7	3.833687996477638e-4	2.719968087478642	2.2117494576403924	3.693203872438047	2.9579890233777193	0.8282808585032915	0.9414850972485266	0.6889186666613978	0.9193951109891619	0.706489454103918	0.523080822797584
ENSMUSG00000078763.3	Slfn1	3.3077387998543117	-0.8079894513375783	93.09318064323898	8.039211559578755e-7	3.833687996477638e-4	0.041845662884286795	0.08506728683232279	0.07775166047237994	0.08699967715816821	0.5916291846452082	0.7173219788560202	0.8726303111044372	1.0113346220880781	0.9027365246883396	0.523080822797584
ENSMUSG00000024395.10	Lims2	-0.8014685520254823	4.298709828338515	92.36985543973317	8.366509336530238e-7	3.833687996477638e-4	25.73508267383638	30.198886825474588	24.88053135116158	24.490409120024353	15.224591018203357	16.094911900581955	15.84512933321215	14.296593975881468	14.208287910312128	14.951393518297612
ENSMUSG00000021223.14	Papln	-3.0728198639683812	0.3607916114905126	91.84878752183089	8.612016395157686e-7	3.833687996477638e-4	2.259665795751487	1.7864130234787785	2.526928965352348	3.5669867634848966	0.19720972821506938	0.44832623678501266	0.36742328888607884	0.45969755549458097	0.117748242350653	0.21795034283232673
ENSMUSG00000029231.16	Pdgfra	-1.4224758135662894	1.8500813903032005	91.72534015841089	8.671415116836808e-7	3.833687996477638e-4	5.2307078605358495	5.742041861181788	5.4037404028304055	6.176977078229943	2.011539227793708	2.734790044388577	2.0667559999841933	2.0686389997256143	2.237216604662407	1.4820623312598216
ENSMUSG00000020241.14	Col6a2	-2.4400996589493853	3.8729662153644164	91.33086068270616	8.864480647051546e-7	3.833687996477638e-4	26.028002314026388	30.666756903052363	25.23041382328729	32.10288087136407	2.208748956008777	7.44221553063121	6.1543400888418205	6.619644799121966	5.1416732493118475	4.010286308114812
ENSMUSG00000028600.17	Podn	-1.834591089880402	1.502027748387482	91.21686261482743	8.921211754020312e-7	3.833687996477638e-4	4.017183636891533	5.699508217765627	4.548472137634227	5.045981275173756	1.0649325323613748	1.7484723234615493	1.4237652444335556	1.7928204664288658	1.1382330093896456	0.9589815084622375
ENSMUSG00000027750.17	Postn	-2.704628137065463	1.1483771155716136	87.36619695065598	1.1114298529407605e-6	4.509644405227873e-4	2.9291964019000756	5.48684000068482	4.081962174799947	4.784982243699251	0.43386140207315266	1.210480839319534	0.5970628444398781	0.8274555998902458	0.3924941411688433	0.523080822797584
ENSMUSG00000026697.11	Myoc	-1.7845501130643946	2.0758997346601946	87.34161370712162	1.1130213255974582e-6	4.509644405227873e-4	7.490373656287336	7.7836567451575345	6.297884498262775	7.177473365548877	1.301584206219458	2.8244552917455796	1.607476888876595	2.6202760663191116	2.158717776428638	2.005143154057406
ENSMUSG00000022651.7	Retnlg	5.677406981390899	0.6174035151881362	84.9655362021806	1.280316505205442e-6	5.043380100088437e-4	0	0.08506728683232279	0.07775166047237994	0	2.366516738580833	2.1519659365680606	1.1481977777689965	2.5743063107696535	4.317435552857276	1.7436027426586138
ENSMUSG00000037362.9	Ccn3	-1.9468969810698455	-0.08441565007366374	84.27392092574233	1.3344544996722268e-6	5.043645782449468e-4	1.5901351896028981	1.5312111629818101	1.477281548975219	1.565994188847028	0.19720972821506938	0.4034936131065114	0.45927911110759856	0.45969755549458097	0.43174355528572766	0.43590068566465345
ENSMUSG00000038624.14	Nepn	2.32009569948994	0.9999562511740949	84.06276740900016	1.3515163932944066e-6	5.043645782449468e-4	0.6276849432643019	0.5954710078262595	0.5053857930704696	0.5219980629490093	1.8143294995786383	3.0934510338165873	1.9749001777626738	3.9074292217039384	3.061454301116978	3.1384849367855048
ENSMUSG00000029661.17	Col1a2	-2.406384095476395	5.066202819767386	83.03453023789274	1.4383588941703875e-6	5.084055878575943e-4	53.10214620015994	71.83932372989659	62.86221749191918	72.5577307499123	7.336201889600582	20.040182784290064	14.605075733221634	14.894200798024423	9.027365246883397	7.846212341963762
ENSMUSG00000028128.14	F3	-2.037499704024215	0.261150721538935	83.01900542136525	1.4397195239644365e-6	5.084055878575943e-4	2.0504374813300528	2.6370858918020064	1.6327848699199787	1.8269932203215324	0.47330334771616656	0.44832623678501266	0.5052070222183584	0.4137277999451229	0.7457388682208023	0.34872054853172274
ENSMUSG00000015085.9	Entpd2	-1.5325604478364576	1.1413725868453193	82.67903306496302	1.4698983923673482e-6	5.084055878575943e-4	3.473190019395804	3.5302924035413956	3.4210730607847175	3.5234869249058125	1.1438164236474024	1.3898113340335392	1.010414044436717	1.425062422033201	1.4522283223247203	0.7846212341963762
ENSMUSG00000001506.11	Col1a1	-2.013262141158571	4.812811959790746	80.38485522600824	1.69417700931897e-6	5.643742166089969e-4	39.795225402956746	55.974274735668395	46.262237981066065	62.20476916809027	10.333789758469635	18.695204073935027	10.838987022139326	17.422537353244618	9.616106458636661	9.023144193258325
ENSMUSG00000021806.5	Nid2	-1.5853005692708089	1.8587640167192923	80.2244554461833	1.7113102964661778e-6	5.643742166089969e-4	5.649164489378717	4.763768062610076	6.336760328498965	6.829474656916204	1.4199100431484997	2.2864638076035644	1.607476888876595	2.5743063107696535	1.7269742211429107	2.179503428323267
ENSMUSG00000020695.15	Mrc2	-1.5831757600578653	1.6494106735912808	79.21975869477335	1.8233849379114196e-6	5.74814834202369e-4	4.979633883230129	5.4017727138524965	4.626223798106606	5.306980306648261	1.0649325323613748	1.8829701944970532	2.0667559999841933	2.160578510824531	1.5699765646753732	1.4384722626933564
ENSMUSG00000056481.8	Cd248	-1.8688092389335345	1.1818705766725754	79.21412823224357	1.8240369183489601e-6	5.74814834202369e-4	4.017183636891533	5.061503566523205	2.993438928186628	3.39298740916856	1.0649325323613748	1.524309205069043	0.9185582222151971	1.1032741331869944	1.0204847670389927	0.6974410970634455
ENSMUSG00000022816.12	Fstl1	-1.2905664666943195	3.693159639937525	78.85375773780521	1.8663422102686831e-6	5.75360845300439e-4	16.361654187756137	23.47857116572109	17.610751096994058	22.184917675332894	6.626246868026332	10.580499188126298	7.578105333275376	8.872162821045412	7.810633409259982	7.366721587732643
ENSMUSG00000025491.15	Ifitm1	3.084009365996714	1.150464903031634	77.56846971755705	2.0269200170742222e-6	6.11569207704884e-4	0.2510739773057208	0.5529373644100981	0.3498824721257097	0.391498547211757	2.4059586842238465	3.1382836574950885	2.1126839110949533	3.7695199550555643	5.730414461065113	2.6589941825543857
ENSMUSG00000029322.13	Plac8	2.952053351159574	-0.6710664428084323	77.08944629526049	2.0908857995383775e-6	6.177260734011195e-4	0.1255369886528604	0.08506728683232279	0.11662749070856991	0.08699967715816821	0.6705130759312359	0.8966524735700253	0.642990755550638	0.7814858443407877	1.3344800799740673	0.6974410970634455
ENSMUSG00000064246.11	Chi3l1	4.545798282151265	-1.1442615427163818	76.57659561891498	2.16201701382121e-6	6.257053729183384e-4	0.041845662884286795	0	0	0.043499838579084106	0.43386140207315266	0.6276567314990177	0.5970628444398781	0.6895463332418714	0.470992969402612	0.8282113027628415
ENSMUSG00000034845.7	Plvap	1.113758249977343	4.3285712440537285	75.69841371596581	2.2905396537147587e-6	6.496428565865799e-4	12.972155494128906	13.823434110252453	9.680081728811302	10.657460451875606	31.159137057980963	23.223299065463653	22.642460177604608	24.593819218960082	25.27662269127351	26.066861002746275
ENSMUSG00000023046.7	Igfbp6	-1.5154349798274316	2.5802402457370164	75.39001395645971	2.3377912859880194e-6	6.500434946391393e-4	8.787589205700227	12.462357520935289	8.436055161253224	8.960966747291327	2.366516738580833	3.721107765315605	3.3068095999747094	3.6316106884071897	4.395934381091045	2.8333544568202473
