Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_C26_1	CPM_C26_2	CPM_C26_3	CPM_C26_4
ENSMUSG00000042292.19	Mrtfa	-2.6547486085177354	4.94294638480819	393.7332795747698	4.639830358641867e-9	7.489150181883838e-5	47.729997106679164	52.517263484524456	50.41411725796595	61.20627462005124	8.827486567285522	7.2411297783768385	9.571249939529162	8.000582135112701
ENSMUSG00000004040.17	Stat3	2.2087401428587805	7.170539225794209	288.021017734376	1.9768428172086773e-8	1.4933622492483624e-4	55.1560737841811	51.865923974151386	49.9184318945273	47.96093770401921	240.90158608473863	249.85935540109224	196.27443209327802	260.24882117665453
ENSMUSG00000059824.13	Dbp	-4.069233446230895	5.771727061352999	259.33890191803323	3.206053220454158e-8	1.4933622492483624e-4	121.03870276919835	102.26030312857104	118.41048593672626	70.20562651662945	6.163570502601726	6.595081024915708	7.752712451018621	4.015617853255801
ENSMUSG00000056749.8	Nfil3	2.4750317567167115	5.967529009920159	235.84023923439693	4.960286035165361e-8	1.4933622492483624e-4	14.873310268615004	22.98987234761222	16.88246031946922	21.52367248855205	107.83636697136663	114.26987326843746	107.83608265202857	94.10646419462067
ENSMUSG00000062960.11	Kdr	-1.7633936029148636	4.883697523452172	235.49139317422836	4.9940825083747435e-8	1.4933622492483624e-4	43.540928211678064	41.854594462861705	43.03715273149667	53.59554675499251	12.536075598511983	13.40551163431846	13.846408245852189	13.824760700903557
ENSMUSG00000044167.7	Foxo1	2.8831699944578917	6.630794896788717	227.2033268428633	5.885553186311917e-8	1.4933622492483624e-4	25.00747188833988	26.897909409850605	22.801526718177772	19.868005374048046	192.14147537135972	195.61817880841815	118.8749242489522	191.27828552913127
ENSMUSG00000021057.16	Akap5	-4.418469418754648	0.09739745502091886	210.888634861394	8.276286775326918e-8	1.4933622492483624e-4	1.756023829722682	1.8092764177029554	2.099373303975447	2.0028231223838757	0.052233648327133265	0.10767479224352176	0.12761666586038883	0.06130714279779848
ENSMUSG00000038594.10	Cep85l	2.537503367667465	6.784557045167091	207.19788338275038	8.971236177295261e-8	1.4933622492483624e-4	32.814373010841926	36.25789941076722	38.16777298477584	22.29809742920715	195.77171393009547	192.89939030426925	171.96345724687396	191.49286052892356
ENSMUSG00000022797.17	Tfrc	-2.981890705685391	6.178978161511976	206.07012842682437	9.19753854784467e-8	1.4933622492483624e-4	114.14154893197433	140.13448947248625	135.7303156945237	123.98810342971113	14.599304707433747	15.101389612153927	12.027870757341647	23.327367834562324
ENSMUSG00000025203.7	Scd2	-3.821909056520739	5.6877346166477505	205.80382615127746	9.251980975456059e-8	1.4933622492483624e-4	97.61799940169222	136.51593663708033	74.44027840346273	75.94705280079657	8.98418751226692	4.818446952897599	7.2103416211119695	6.161367851178747
ENSMUSG00000063821.7	Dusp29	-2.397372893155886	3.747415311710248	198.5664512827009	1.0892809968017133e-7	1.5983713244887684e-4	20.9665013886166	22.29028546610041	19.623308799659387	26.94464707313774	3.5257712620814954	4.306991689740871	5.423708299066526	3.801042853463506
ENSMUSG00000024423.7	Impact	2.6503547639342875	5.702981131777163	193.22572524758124	1.2333042382887762e-7	1.6588969758515946e-4	14.217445946670388	15.632148248953534	12.77118759918397	14.580552330954616	85.79376737731639	103.58315013826794	60.42649128489411	109.43324989407029
ENSMUSG00000110588.3	Gm45774	6.663840027363679	2.8327393056010655	187.60713395706026	1.4104864934926411e-7	1.7512817301126708e-4	0.1692553088889332	0.24123685569372738	0.029157962555214544	0.08011292489535503	19.822669540147075	17.470235041511405	8.0079457827394	10.851364275210331
ENSMUSG00000029309.8	Sparcl1	-2.4978972617536	6.648947717436005	183.70513421290744	1.551839896661641e-7	1.7891605551439676e-4	177.61228976532428	194.53340043142177	168.2122859810327	141.21238228221247	32.30651149033192	21.8849015234958	37.35977893062883	29.12089282895428
ENSMUSG00000055538.8	Zcchc24	1.528597491054315	7.747534664066549	178.87682107046786	1.7512668467536946e-7	1.8844798782300922e-4	113.29527238752966	104.81741379892455	119.6934362891557	104.62747991333367	314.60326387432366	331.8267909964732	301.94103142567997	328.0851746824186
ENSMUSG00000028339.18	Col15a1	-2.4250200615681625	5.315263299103776	171.44461203174325	2.1226413416475806e-7	2.14134711847085e-4	72.50474294529675	83.56444681230717	57.295396420996575	54.63701477863213	12.144323236058485	10.013755678647524	15.44161656910705	12.322735702357495
ENSMUSG00000020423.7	Btg2	2.773305647045771	5.62518913869313	165.96395813961743	2.45871447748151e-7	2.263775157021525e-4	12.926874216392273	14.956685053011098	8.893178579340436	13.539084307315	76.96628081003087	110.01671897481836	64.35070376010107	92.9109749100636
ENSMUSG00000047407.18	Tgif1	3.0417444247151852	4.406042291883865	164.3925200557475	2.5667296353726213e-7	2.263775157021525e-4	4.654520994445663	5.210716082984511	3.9071669823987487	4.539732410736785	39.51475495947631	44.63120138493977	21.631024863335906	45.21401781337638
ENSMUSG00000072949.7	Acot1	3.5649013156662193	2.5854159550434606	163.03424788657887	2.6647498905525664e-7	2.263775157021525e-4	0.782805803611316	0.7237105670811822	1.399582202650298	0.8278335572520019	11.543636280296452	13.40551163431846	7.178437454646872	11.862932131374006
ENSMUSG00000021806.5	Nid2	-2.5050837562634585	3.704588167509474	154.02099654648563	3.443823045217898e-7	2.779337388643104e-4	22.955251268061566	27.645743662501157	20.614679526536683	16.957235769516814	3.9436404486985617	3.1494876731230117	3.381841645300304	5.057839280818375
ENSMUSG00000021943.8	Gdf10	-4.065923564180226	1.820740506417571	148.26709039569823	4.087174838281117e-7	3.141480431652167e-4	7.066409146112961	7.888445181184886	6.560541574923272	4.566436719035236	0.3134018899627996	0.1884308864261631	0.5742749963717497	0.49045714238238786
ENSMUSG00000015202.14	Cnksr3	1.5567483891961338	3.3594234501656293	143.14268705596064	4.78632055377073e-7	3.491650767900674e-4	5.648895934168145	5.403705567539493	5.219275297383403	4.45961948584143	13.763566334199615	16.043544044284744	14.197354076968258	17.04338569778798
ENSMUSG00000003526.13	Prodh	1.668902877415357	3.6125353235762496	139.93689991081595	5.297754132938614e-7	3.491650767900674e-4	5.395012970834745	6.24803456246754	6.968753050696276	4.7266625688259465	19.404800353530007	17.17412936284172	18.217279051570507	19.403710695503218
ENSMUSG00000086233.4	Gm11816	-4.834384498780159	-0.036402160250526165	139.43182105810808	5.384246553368372e-7	3.491650767900674e-4	2.242632842778365	1.7851527321335827	1.6328459030920144	1.3085111066241322	0.026116824163566633	0.02691869806088044	0.09571249939529163	0.09196071419669773
ENSMUSG00000068587.11	Mgam	-4.4823233064936465	-0.9440566896246426	136.77458097596963	5.868489976616425e-7	3.491650767900674e-4	0.7193350627779661	1.206184278468637	0.7872649889907927	0.7744249406550986	0.026116824163566633	0.05383739612176088	0.03190416646509721	0.03065357139889924
ENSMUSG00000121808.3	Gm73394	1.9935094089899243	5.412317932009763	136.49968219243775	5.921539094552336e-7	3.491650767900674e-4	17.898748915004685	16.886579898560917	17.611409383349585	15.915767745877199	57.14361126988379	70.8769319942982	53.7266163272237	90.33607491255606
ENSMUSG00000031980.11	Agt	1.945573784408916	4.490085460901615	135.68432515435984	6.082333464809689e-7	3.491650767900674e-4	9.774494088335892	9.625350542179723	8.92233654189565	8.652195888698342	30.39998332639156	28.72225083095943	35.95599560616456	47.45172852549602
