Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Con_5	CPM_Con_6	CPM_Con_7	CPM_C26_1	CPM_C26_2	CPM_C26_3	CPM_C26_4	CPM_C26_5	CPM_C26_6	CPM_C26_7
ENSMUSG00000020623.12	Map2k6	-3.518708606160898	3.8723995405955285	1058.2842900477906	3.214539729762414e-16	4.995716194023767e-12	24.907791786450254	24.801257526946078	26.394134955137286	28.557202015852056	25.899379953460244	29.22719626609884	28.843546008842697	2.684313043456168	2.7955690211628856	1.8294843872798099	1.9899421331347213	2.383384385473707	2.5760074744154564	2.164740664846458
ENSMUSG00000004040.17	Stat3	2.114907933464574	7.397758175375999	795.1297442344229	3.154228640084846e-15	2.4509933647779298e-11	64.86777429276972	56.937452584966785	65.37299345688403	63.621108288480535	64.45049241515947	66.86754553391998	60.33108373516264	239.13394484275236	263.803048455853	301.39782150441636	286.37076334111487	278.5102913956604	271.7495646144544	275.68764345111657
ENSMUSG00000057137.10	Tmem140	3.2588553999993457	7.019406148795152	687.181473447422	1.007075541271289e-14	5.2169869956323676e-11	26.771396351767393	26.72667862885317	23.56468368794657	23.496432038359288	20.719503962768197	25.433982773992835	24.853522144286124	156.3420611167257	273.63687360088477	223.3138708473249	216.61424638322868	264.7376045269306	236.6851046642022	271.2261657394208
ENSMUSG00000035673.11	Sbno2	2.9612725354937783	5.5915862253950195	659.9656512763813	1.388108735894441e-14	5.393149466133877e-11	15.410576213199437	10.910719577473506	11.655649996188625	9.985983616302697	9.213761717956654	9.823450325710425	9.470297606236686	78.53533018568903	75.6448088079369	85.36296300648135	90.19864978008837	93.22489764249829	86.66150518406624	86.98561573986682
ENSMUSG00000031765.9	Mt1	7.389485354040427	10.128457027829326	627.844724259896	2.062130177948873e-14	6.409513019100687e-11	21.216421205148993	14.073911387749439	12.964799089963435	8.540049337019049	14.943713035093875	10.60154540101422	10.383676563183371	1103.7511761399842	1739.797713535241	2437.0678298553535	2236.6225961113128	2329.4398457566876	2177.725960572625	3551.4682548918186
ENSMUSG00000030852.19	Tacc2	2.7255603139827826	11.295599232009785	589.4409295236916	3.399938376213529e-14	8.806407050789076e-11	692.9025128046463	755.1318188241327	794.4423468416683	642.1755617868504	551.5880335928975	533.1896503519263	652.1525752599333	4211.342039219998	4597.724368393712	4517.619755389521	4320.345274865765	3769.822734409878	4969.1184181474155	4182.46375941816
ENSMUSG00000022797.17	Tfrc	-4.162857015563361	6.461289048020791	577.6857961110024	3.987535946623579e-14	8.852899449496721e-11	163.9255246492424	158.20543387336582	123.06001481483209	158.82684349006325	190.2802233394929	190.97371004487545	183.0603720027883	14.495290434663309	7.959149448487274	9.497748733963268	8.574841555507799	7.113765608551294	10.842300116196398	6.916610416948438
ENSMUSG00000089781.4	Gm15756	-6.562496241692869	2.8538755093789097	488.9100517594324	1.4883347321819043e-13	2.891276259104872e-10	9.855601066581036	11.644213330580968	12.120186771399043	17.170469566493324	14.989552645630974	16.82630600344459	17.834925948801068	0.2684313043456168	0.03288904730779865	0.03892519972935766	0.07236153211398987	0.16374396541422415	0.1922393637623475	0.23759348760509902
ENSMUSG00000031812.17	Map1lc3b	2.2831843361265145	8.968640495221116	468.4553942150318	2.0833636801964387e-13	3.5975061059925394e-10	156.36359073997477	184.47367890652683	184.88563653374567	181.41956660387027	160.11775960608253	157.46699086460572	170.32113918221611	594.9971597466558	816.8323789364873	844.6379089273319	964.434500015257	811.8607742976583	857.8104889803469	926.4034074486817
ENSMUSG00000043557.17	Mdga1	-3.837500289778209	2.231444920337367	456.31156884301646	2.56114262730093e-13	3.9802717570883754e-10	7.92031940259785	8.205961362889738	9.92419474313162	9.714870938937013	8.342809117751795	11.087854823079095	6.249434968582584	0.8436412422290814	0.5591138042325771	0.38925199729357657	0.4703499587409341	0.618588313787069	0.692061709544451	0.6863811864147306
ENSMUSG00000029994.18	Anxa4	1.9277661916546103	5.13387125480592	432.30602769033544	3.9146307241019796e-13	5.239264876217589e-10	14.801320874538064	12.744453960242161	12.922568474035216	12.787481282414767	17.464891614634254	14.929699257391587	16.296603494996123	51.04029515485943	54.694485672869156	52.04299203815119	59.01082943895874	52.43445648042156	54.48063569024928	64.1766409297773
ENSMUSG00000021814.18	Anxa7	2.096609120012411	8.015972261974076	430.4971931368789	4.0455040547333553e-13	5.239264876217589e-10	88.09115426056795	86.68979294538823	114.44496916547529	115.35844421909859	85.30751520953896	97.74819383503939	98.74107250360483	359.08439055605083	395.0961253085852	404.08249839046186	393.21256550742095	445.6382987617785	454.7229910434568	483.8459378695839
ENSMUSG00000042834.16	Nrep	-5.863068494458626	6.514218692838358	406.35871208254673	6.357873393743732e-13	7.532761545871348e-10	141.95649390809993	147.70730453201529	135.9403526729391	155.93497493149596	255.05159302841204	229.19763061917442	192.4345244556622	5.637057391257953	3.124459494240872	1.8294843872798099	1.7366767707357567	1.96492758497069	4.344609621029053	3.115114615266854
ENSMUSG00000032114.10	Slc37a4	-3.699583841402416	6.332927100189639	402.9899334443163	6.785834994028625e-13	7.532761545871348e-10	102.56992819110881	138.3552591798951	165.8396287501186	183.90476614638905	143.15710370735636	162.5246088540804	151.52476169978698	14.495290434663309	12.69517226081028	8.680319539646758	12.446183523606257	7.150153156421122	15.725179955760025	9.635735886206794
ENSMUSG00000046413.18	Irx3os	-5.3617199364311015	1.4681111978300516	388.5796689843806	9.020934381864625e-13	9.346289415237208e-10	5.805844991949556	5.409516429167536	5.447749454740336	5.331882654858454	5.684111706600125	6.467915313462805	3.6535158277867414	0.19173664596115486	0.1973342838467919	0.03892519972935766	0.07236153211398987	0.09096886967456898	0.076895745504939	0.21119421120453247
ENSMUSG00000028834.14	Trim63	4.353247847398925	11.053624447401008	376.43415346405317	1.1559600688413617e-12	1.1227984643664752e-9	189.5859259716861	187.27012384024903	202.28465029617217	186.88700559741156	171.99021873519087	166.074667635154	283.82049272701215	1987.848850666869	3482.292328949721	4503.879159885058	3939.759796712235	6299.521449868162	3439.6620400541788	4714.435578165977
ENSMUSG00000039960.6	Rhou	2.4022713141123337	6.572267681519599	366.2617023583706	1.4313335323723917e-12	1.2174098814501453e-9	26.233818111772067	29.293906764729286	30.448274084246375	32.94019029993062	31.58349166006037	36.813623250310854	24.324723800790675	113.81487304254154	173.0950559809443	173.10036319645351	191.86660240024412	152.59118199212202	137.72028019934575	176.53196129058858
ENSMUSG00000031490.7	Eif4ebp1	3.9557916038432515	8.082171177819486	365.56929557005725	1.4526030848747255e-12	1.2174098814501453e-9	35.229293994360575	35.29938686829664	44.342146724630645	34.38612457921427	27.778803985481254	25.044935236340937	27.40136870840056	251.75021614699634	435.58254254448536	590.1060278970621	532.1828879323384	555.7288248419419	480.32927429660145	716.6347571697798
ENSMUSG00000042485.8	Mustn1	4.356292524763039	8.51702459916488	364.4301723552712	1.488371903194953e-12	1.2174098814501453e-9	32.21885585038673	28.239509494637307	29.68812299753842	31.17795789705367	40.20133844103475	34.86838556205136	42.25579490295455	293.24202633299024	563.1591570514363	834.5562821974282	769.8181593946812	763.9019862052255	648.0773431156258	1014.9993790489831
ENSMUSG00000031840.15	Rab3a	-2.518443485752567	4.208162714136539	348.75406677046715	2.096062655731955e-12	1.5405920785710324e-9	29.0650635090808	35.436916947004285	28.463435135620053	32.895004853703	30.483341007170022	35.354694984116236	28.555110548754268	5.675404720450184	5.295136616555583	4.048220771853196	4.088426564440427	6.4042084250896565	7.65112667774143	5.200657450911612
ENSMUSG00000013483.15	Card14	4.786043641211033	3.932571301864684	348.26058637212066	2.1192802708671742e-12	1.5405920785710324e-9	1.326026325321812	0.7793371126766789	1.1402266300619308	0.5422253547313682	1.054311042353249	0.9726188441297451	1.5383224538049438	32.17340919228179	25.456122616236158	26.62483661488064	45.949572892383564	16.66549692438104	20.992538522848346	36.58939709118525
ENSMUSG00000022358.8	Fbxo32	4.154516909945285	11.159105402421359	346.98023071500137	2.1808780470087327e-12	1.5405920785710324e-9	327.17011686115734	241.6403482893397	233.57753669898295	324.2959475755858	147.92442320321453	223.99411980308028	203.2989267856596	2697.274440723142	3575.0723314050215	4872.851128119639	4549.6589701349985	6706.497979018249	3737.9790847405893	4171.3760633299225
ENSMUSG00000031762.8	Mt2	7.916695977619591	9.66713820240236	337.59732993840885	2.698875644998133e-12	1.8236185390833036e-9	14.765482325205042	5.822106665290484	7.43258840336666	1.9881596340150167	7.380177296472742	2.2370233414984138	6.970523618803652	1077.023087692999	1400.349856271451	1708.6994925196132	1843.627115200234	1412.9466775593403	1698.2425394765778	2192.4599050670527
ENSMUSG00000018340.14	Anxa6	1.3390831356403452	8.561030403646265	331.37155753771833	3.1186112866969014e-12	2.0194307502731894e-9	196.07270340096306	215.83053685187085	208.9993182287591	231.66578280897704	207.37839806983035	221.56257269275594	215.99008702955038	482.2176645923045	537.3083658675066	560.717502101397	552.9144668829965	514.6472832969065	550.6119856881156	590.1030253818643
ENSMUSG00000059824.13	Dbp	-3.967276974897956	6.173688513687206	327.7052775079307	3.3998542570589573e-12	2.0440187808759194e-9	133.78530466017094	196.25542231581545	139.8255693383353	139.35191616596163	115.92837504832028	106.98807285427196	117.6335951393968	10.698904844632441	9.833825145031797	5.799854759674291	8.611022321564795	5.5127135022788805	13.995025681898897	6.467822718138807
ENSMUSG00000030089.16	Slc41a3	-3.1656313833561267	5.581600453048677	326.28092314775523	3.516713201600242e-12	2.0440187808759194e-9	64.97528994076879	79.95081908871342	80.3226314954738	97.87167652901195	89.29556132626648	97.40777723959397	93.64537937537595	9.165011676943204	10.49160609118777	7.901815545059605	8.864287683963758	15.828583323375002	8.343188387285881	6.388624888937107
ENSMUSG00000037820.16	Tgm2	2.9704587536463714	8.348132772300486	325.87124059558454	3.5511554651341496e-12	2.0440187808759194e-9	63.97181055944418	75.54985657006864	82.64531537152587	85.17456613905242	68.25518008973859	66.67302176509402	73.69526005259308	354.137585090253	477.64763405115986	750.5946263812037	649.1914853606601	600.1580207910014	453.06973251510055	759.2959878330953
ENSMUSG00000054408.10	Spcs3	2.3512719748565867	6.7117837083985465	319.6370033554872	4.124915268975527e-12	2.289475292683881e-9	32.97146538638019	30.89842434965186	33.23549473550887	34.74760814903518	40.751413767479924	33.944397660128104	33.60273110030174	127.54321689336022	130.73396304849965	211.48061012960017	193.74800223520788	216.36035963399485	152.94563780932367	192.58272134213306
ENSMUSG00000028420.14	Tmem38b	2.106973703087361	7.276971886454606	315.87900913783506	4.5207639596951296e-12	2.4113287390714322e-9	50.10229196756468	49.7400451325998	63.641538203827025	67.55224211028295	62.43354955152717	53.00772700507111	62.25398680241882	194.91947428411004	228.15132117419924	294.4691359525907	309.12846519096473	215.01402036281124	266.4437581746136	252.72027298262367
ENSMUSG00000030256.12	Bhlhe41	-2.6228110659180257	5.303885781328558	314.01551718238414	4.732753083895635e-12	2.4113287390714322e-9	66.48050901275572	72.29497804065429	55.78664364117817	83.09603561258217	66.83415216308856	64.04695088594372	67.10931704724068	11.849324720399371	13.64895463273644	7.395787948577955	10.673325986813506	7.786935244143105	13.995025681898897	11.932472933056085
ENSMUSG00000016024.10	Lbp	3.3971707347422813	5.485763114370452	313.3602213547616	4.8099344257907726e-12	2.4113287390714322e-9	10.357340757243342	7.747527767197574	6.672437316658706	6.235591579410734	7.059300022713058	8.510414886135269	7.547394538980505	119.98879304249071	100.77204095109506	76.7604938662933	63.42488289791212	93.58877312119657	47.94449732232946	68.66451791787362
ENSMUSG00000038375.16	Trp53inp2	-2.1853419278373187	7.910804209324338	310.27492286657616	5.1928461250134734e-12	2.5219381759010746e-9	349.6050487436291	346.52995498370683	375.092330674447	401.1112061625296	437.7224410187467	487.0875171401763	364.53434897509027	107.3341744090545	91.46444056298805	79.21278144924284	90.74136127094329	70.6828117371401	101.463936193767	66.39418014742489
ENSMUSG00000039899.6	Fgl2	2.361432491628558	4.869269854063968	307.54482712779526	5.5603978395407575e-12	2.61861038861524e-9	11.289143039901914	11.185779734888804	7.47481901929488	7.771896751149611	9.213761717956654	9.239879019232578	10.143313679776348	45.78671105552378	51.60291522593609	61.579665971843816	48.69931111271518	44.083514244296126	33.98791951318304	55.30648405918694
ENSMUSG00000025777.9	Gdap1	-6.0058707405499225	3.614636419994701	304.55815512360334	5.996345119178007e-12	2.6830753275922918e-9	15.195544917201305	20.721198525285818	26.689749266634823	29.189798263038654	23.836597479290845	25.38535183178635	28.02631220525882	0.9203359006135434	0.3288904730779865	0.03892519972935766	0.36180766056994934	0.3274879308284483	0.5767180912870424	0.13199638200283278
